age,sex,NHANES,race_f,type,n,Mean,SD,LB,25%,50%,75%,UB,Rhat,n.eff,Parameters,prev_fit,LB_scl,UB_scl,NHANES_year
16,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),17,0.00792729690229764,0.00017192899970196,0.00752520248382741,0.00782202852616941,0.00793677567283934,0.00803950255401182,0.00822142644097798,2.40538732458745,3,"lhat[17,1,1,1]",0.792729690229764,0.752520248382741,0.822142644097798,1991
17,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),18,0.00791851336002341,0.000166793205780333,0.00752421580823143,0.00782073792678266,0.0079255439912624,0.00802548001983759,0.00820546969310383,2.27630438784529,3,"lhat[18,1,1,1]",0.791851336002341,0.752421580823143,0.820546969310383,1991
18,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),19,0.00790967610619658,0.000161822152442592,0.007523221811515,0.00781769590631631,0.00791424908358964,0.00800937984693464,0.00818985027047013,2.14680297818781,4,"lhat[19,1,1,1]",0.790967610619658,0.7523221811515,0.818985027047013,1991
19,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),20,0.00790078508465598,0.000157037904285319,0.00752222044134624,0.00781428066115511,0.00790344585125821,0.00799380161708546,0.00817413250190561,2.01724643774061,4,"lhat[20,1,1,1]",0.790078508465598,0.752222044134624,0.817413250190562,1991
20,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),21,0.00789184024372214,0.000152464694671888,0.00752121164504936,0.0078115993760134,0.00789445884563097,0.0079789481986058,0.00815851404859975,1.88816753160914,4,"lhat[21,1,1,1]",0.789184024372214,0.752121164504936,0.815851404859975,1991
21,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),22,0.00788284153625391,0.000148128947360209,0.0075201953696029,0.00780851646042461,0.00788386252866859,0.00796517200834363,0.00814686104456889,1.76036451656572,5,"lhat[22,1,1,1]",0.788284153625391,0.75201953696029,0.814686104456889,1991
22,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),23,0.00787378891970464,0.000144059209357679,0.00751917156163788,0.00780189903409058,0.00787240868147466,0.00795081716451347,0.00813315016459185,1.63504408478762,5,"lhat[23,1,1,1]",0.787378891970464,0.751917156163788,0.813315016459185,1991
23,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),24,0.00786468235617789,0.000140285963043726,0.00751814016743607,0.00779587007880118,0.00786105882903631,0.00793959217892868,0.00812314512765813,1.51401184905561,6,"lhat[24,1,1,1]",0.786468235617789,0.751814016743607,0.812314512765813,1991
24,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),25,0.00785552181248263,0.000136841283652979,0.0075171011329281,0.00778664143651765,0.00785001852593026,0.00792844308460918,0.0081162490901502,1.39986934316372,7,"lhat[25,1,1,1]",0.785552181248263,0.75171011329281,0.81162490901502,1991
25,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),26,0.00784630726018787,0.000133758310853935,0.00751605440369172,0.00777943326604511,0.00784015322739979,0.00791869132178691,0.00811125709345713,1.29608160461986,9,"lhat[26,1,1,1]",0.784630726018787,0.751605440369172,0.811125709345713,1991
26,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),27,0.00783703867567679,0.000131070512821882,0.00751499992494999,0.0077693625624307,0.00783110848941563,0.00790855328501984,0.00810862943891885,1.20665132292945,12,"lhat[27,1,1,1]",0.783703867567679,0.751499992494999,0.810862943891885,1991
27,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),28,0.00782771604020021,0.00012881073994991,0.00751393764156943,0.00775816309925375,0.0078229119182948,0.00789999716682042,0.00810679658253584,1.13514502607895,18,"lhat[28,1,1,1]",0.782771604020021,0.751393764156943,0.810679658253584,1991
28,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),29,0.00781833933992946,0.000127010093734491,0.00751286749805827,0.00774789500115652,0.00781143886713402,0.00789341342981818,0.00810492786240735,1.08327283584491,31,"lhat[29,1,1,1]",0.781833933992946,0.751286749805827,0.810492786240735,1991
29,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),30,0.00780890856600861,0.000125696672142862,0.00751178943856458,0.00773795893484195,0.00779927294144682,0.00788753701918275,0.00810306569031439,1.05001842041444,71,"lhat[30,1,1,1]",0.780890856600861,0.751178943856457,0.810306569031439,1991
30,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),31,0.00779942371460599,0.000124894289857664,0.00751070340687449,0.00772524327429026,0.00778894148993917,0.00788162672051435,0.00809828036963953,1.03237597714073,320,"lhat[31,1,1,1]",0.779942371460599,0.751070340687449,0.809828036963953,1991
31,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),32,0.007789884786965,0.000124621300680655,0.00750960934641043,0.00771277615681218,0.00777948855702621,0.00787160140240765,0.00809128292474296,1.02745070450583,10000,"lhat[32,1,1,1]",0.7789884786965,0.750960934641043,0.809128292474296,1991
32,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),33,0.00778029178945423,0.000124889659413985,0.00750850720022921,0.0077004386863774,0.00776847884009478,0.00786321600257232,0.0080768507713658,1.0345105409366,180,"lhat[33,1,1,1]",0.778029178945423,0.750850720022921,0.80768507713658,1991
33,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),34,0.00777064473361671,0.000125704344035685,0.0075073969110203,0.00768574327285904,0.00776012836759867,0.00785636179370697,0.00805779720407969,1.05578984966901,53,"lhat[34,1,1,1]",0.777064473361671,0.75073969110203,0.805779720407969,1991
34,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),35,0.00776094363621841,0.000127063215423654,0.007506278421104,0.00767152590840578,0.00775007117239704,0.00785081949453152,0.00804674921208514,1.09554190256484,26,"lhat[35,1,1,1]",0.776094363621841,0.7506278421104,0.804674921208514,1991
35,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),36,0.00775118851929596,0.000128957329750763,0.00750477032795211,0.00765422207831349,0.00774197832604709,0.00784696158180665,0.00803388215991225,1.15758740082114,15,"lhat[36,1,1,1]",0.775118851929595,0.750477032795211,0.803388215991225,1991
36,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),37,0.00774137941020335,0.00013137165326473,0.00750262010368493,0.00763840714973491,0.00773576218298535,0.00783976176310146,0.00801992998081336,1.24287902892685,11,"lhat[37,1,1,1]",0.774137941020335,0.750262010368493,0.801992998081335,1991
37,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),38,0.00773151634165794,0.000134286076913328,0.00749466146380787,0.00762194303670676,0.00773164196391873,0.00783255763160018,0.00800057979469863,1.34897452070718,8,"lhat[38,1,1,1]",0.773151634165794,0.749466146380787,0.800057979469863,1991
38,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),39,0.00772159935178533,0.000137676600525896,0.00748728003567323,0.00760489104564072,0.00772647197808266,0.00782465932855737,0.00799284116449284,1.47148355801869,6,"lhat[39,1,1,1]",0.772159935178533,0.748728003567323,0.799284116449284,1991
39,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),40,0.00771162848416347,0.00014151655573754,0.00747922936562603,0.00758793843262681,0.0077210366019556,0.00781609865662074,0.00799034356022542,1.60588150516259,5,"lhat[40,1,1,1]",0.771162848416347,0.747922936562603,0.799034356022542,1991
40,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),41,0.00770160378786562,0.000145777758206079,0.00746956231989945,0.00757183865078155,0.00771306355663879,0.00781042820367447,0.00798841152599413,1.74852276291962,5,"lhat[41,1,1,1]",0.770160378786562,0.746956231989945,0.798841152599413,1991
41,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),42,0.0076915253175024,0.000150431513139011,0.0074579449927823,0.00755446554758658,0.00769919848745913,0.00780359890535204,0.00798646446886602,1.89683399351844,4,"lhat[42,1,1,1]",0.76915253175024,0.74579449927823,0.798646446886602,1991
42,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),43,0.00768139313326274,0.000155449433748079,0.00744728486957186,0.00753719185521974,0.0076889210576609,0.00780032646577766,0.00798450227966879,2.04911510983502,4,"lhat[43,1,1,1]",0.768139313326274,0.744728486957186,0.798450227966879,1991
43,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),44,0.00767120730095376,0.00016080406276306,0.00742718301618233,0.00752045806656796,0.00768128020404891,0.00779785098738982,0.00798252484855984,2.20426617153568,3,"lhat[44,1,1,1]",0.767120730095376,0.742718301618233,0.798252484855984,1991
44,Male,1988-1994,Non-Hispanic White,Force of Infection (λ),45,0.00766096789203956,0.000166469309042976,0.00740913542852025,0.00750525288191429,0.00767247629489378,0.00779615186400891,0.00798053206502419,2.36156636976763,3,"lhat[45,1,1,1]",0.766096789203956,0.740913542852025,0.798053206502419,1991
