V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
1.39491524328583,0.892196957286364,0.517529515648754,0.20353363931541,0.061870814465342,0.0203284835225631,0.0337927681315995,0.0209464648831169,0.0595620164295716,0.0428793709217357,0.0383195671259412,0.033016023384237,0.0321042186820567,0.0312394737773637,0.031271512590893,0.0319337478858412,1.9493635939033,1.72117257541394,0.802706631514488,0.179472847709767,0.0847152386114876,0.0428217467670475,0.0147904338306556,0.009169095702315,2.16181883136568,2.41732285411907,1.16277406434641,0.275008661532998,0.0748329778354102,0.0156028454285441,0.0499760534185882,0.0409455593258244
1.74828964837789,0.966208705018938,0.548302248581664,0.164865106285966,0.117171741476497,0.0561672172170956,0.0230497033139467,0.0202542111604425,0.062588397590916,0.0387072729583197,0.0443358276414132,0.0324438587591556,0.0312037715346967,0.0310266365817598,0.0307122773583897,0.0322471574384095,2.91691389529353,1.60824807560121,0.801800291311344,0.245261408982702,0.0694383921382851,0.0479701148412335,0.0147124262602991,0.00706309125785896,4.32765627655981,1.84906166457342,0.883916938599019,0.276896494765687,0.130859664901077,0.0175027451679231,0.0325493446301938,0.0202859564993667
1.79396006729569,1.11831728274981,0.511506095037715,0.166081209244932,0.0560648071901825,0.0523350605293698,0.0178404188101867,0.0220110722433094,0.0818500979843281,0.0424522228875106,0.0346203961263547,0.0339384722554104,0.0306947239055117,0.0319596153874134,0.0303127235654333,0.0304212216114854,2.63662701484795,1.77296523137263,0.827994989549245,0.231935005756615,0.0525256320992396,0.0432850700962943,0.0285730017998321,0.0163377758685959,1.52201164211986,2.07538217648123,0.976324650819298,0.213529304580091,0.0791123467502842,0.0811269711185488,0.0122802318069555,0.0233428641753322
1.45312138975063,0.842113627952681,0.468798388038484,0.205882969744556,0.074324881500153,0.0101542640469192,0.0417147871683516,0.0195467427625886,0.0617305632116593,0.0604907397242633,0.0371000462895108,0.0327741903935724,0.0297476181280537,0.0316416073695629,0.0327596562978439,0.0308027164021925,2.76621764690356,1.65327403457104,0.805636747702339,0.210343511346772,0.088122124858528,0.0261119081054023,0.0318042535728673,0.017211450631494,4.98954800171704,1.99339344955935,0.969156972833984,0.255867768862802,0.0806747341921203,0.0263081463526587,0.0093843833946706,0.0271883732047445
1.47367011658947,0.984440967607628,0.486692196584651,0.181113935473441,0.0661085153227856,0.0550987433292187,0.0420977874034085,0.0221240464909144,0.0419417576730499,0.0477210115683443,0.0317961788742871,0.0339549905632961,0.0322400447009662,0.0314964645344584,0.0305916381178441,0.0312762983491325,2.86509851246736,1.65643929731127,0.828707675312034,0.207627081167871,0.075604136288207,0.0488510421474309,0.0243933499828739,0.0104626934249561,4.89561435672559,1.85693769706285,1.07473884632249,0.243733268769112,0.0542605060489782,0.0384120456399238,0.0434568813623462,0.00420070577792598
1.66016219110589,1.11433241345446,0.463615090789312,0.207057251486252,0.0660622089588886,0.0383103467454398,0.0312232546617524,0.0202079903491728,0.0277446888877874,0.0425772934800566,0.0385915313025375,0.0335245830295401,0.0319118905820352,0.0318230097144914,0.0310574005043076,0.0308140073493538,3.69028479953502,1.75673347213873,0.895523058463104,0.201918503698438,0.0662634229042933,0.0378801351684498,0.0152833029371933,0.0191633867620231,4.25811426778241,2.38235839817142,0.983928249676556,0.234522367132213,0.084775850345451,0.0367216572860628,0.00312744488575149,0.0282393145851338
1.50106806344197,0.930024029100476,0.487119659763742,0.18640618367444,0.0893499671417849,0.0573376488450046,0.0382470716625053,0.011677793433197,0.0386281458918565,0.0271669494370611,0.0350702611715284,0.0332336086379135,0.0323823091124398,0.0321083007252032,0.0316362894291102,0.0311165060477623,2.91604421739689,1.56492636733174,0.82224980670287,0.199733092538445,0.068642450491491,0.0347530489347124,0.0251867331900198,0.013459886719003,3.44515670162931,2.39151056403294,1.04240797025387,0.333474965623114,0.0640666969107734,0.0677033915001334,0.0322959024077269,0.017543175836645
1.87187595682371,0.966948065810412,0.534351806620537,0.17058706224103,0.0557786194750374,0.0578864515615918,0.0337754216809041,0.0118648840205106,0.023183679905511,0.0527515589070823,0.0395591855149411,0.0326232194711717,0.03232163025884,0.0314953262130199,0.0307218062275807,0.0319190358961466,3.81538749044654,1.83252975413587,0.840927577712025,0.19075814855031,0.041960964240441,0.0223458706909225,0.0240658603175171,0.0109070270564619,2.28252918767307,2.683657298482,1.07200250599564,0.326979908486713,0.0728890784095736,0.0132906602876404,0.0468133293970231,0.0289937203514764
1.61190396170805,1.02770289007627,0.483186707702946,0.188229644584296,0.0624362409560657,0.0408896027354365,0.0271406456951213,0.023359209045001,0.0323887451642228,0.0451765085891776,0.037026960317968,0.0327871932882087,0.0308549419519869,0.0315427912013275,0.0309821886362217,0.0312503306651196,2.43492624984369,1.98870946459957,0.887463094325131,0.215317804606851,0.0543207448194508,0.0253264050921172,0.022688182801912,0.013497994033548,5.15517478922273,2.20494037924422,0.976441806593439,0.258615801083166,0.0945760902223936,0.0484253225349049,0.0345983033727332,0.0164487959037781
1.61798089998358,0.951432306741491,0.531376002236248,0.182240796896047,0.073198757133635,0.042637065368432,0.0352711028541176,0.0205992746893452,0.0573894155489123,0.0384867539589536,0.0345693237509541,0.0330959967151298,0.0320524801229929,0.0324451615210179,0.0313604672257629,0.0308017052095405,3.35681496470593,1.71924685616348,0.837082293313615,0.222478756195318,0.0569993627726272,0.0399861086883214,0.0285322948035183,0.0136938466959392,4.39592586049719,2.03456312594675,0.999566418224714,0.299062682875835,0.0629875198211465,0.0410356822180263,0.03751709008261,0.0189122296074677
