a_11,a_12,a_13,a_14,a_21,a_22,a_23,a_24,a_31,a_32,a_33,a_34,a_41,a_42,a_43,a_44
0.56035216117466,0.268070608224313,0.309078580810018,0.270403641979008,0.540393971823146,0.376003284468761,0.687244673473636,0.680526920332361,0.0340714063268136,0.153242021163099,0.946569776791115,0.0638361407271785,0.0921178171343451,0.0740653790598772,0.0466586995707402,0.829484347837703
0.661542703656935,0.378601233224408,0.216585958076531,0.163451117371664,0.534154219781169,0.360688989777217,0.741906437822119,0.636439904483358,0.0820617706089019,0.119915658436433,0.83685272051992,0.0713406321618393,0.0640759875126456,0.0533120326706419,0.0488222355910894,0.790145393659475
0.681077908719433,0.261976459238393,0.284042117699863,0.272074485662193,0.520719390365346,0.405274628367301,0.555318484079888,0.690424300396261,0.0615813577204438,0.155974048138617,0.829852385179855,0.0465042981751382,0.097922891657955,0.0851647757693987,0.047729702730555,0.870737732561482
0.752283686027963,0.278661829050171,0.251594978047304,0.233771489820784,0.439768894699331,0.468596468617333,0.607444700172533,0.630171715070361,0.066373276460008,0.150303792713053,0.963440863986839,0.0378301126040931,0.0851501289042781,0.107952744679154,0.049504753336734,0.889016093244113
0.736316322062683,0.279345575903647,0.258057099527423,0.248916738793896,0.459718225262474,0.437020386148401,0.54998877403234,0.657786081321732,0.0568843533683351,0.150846482198167,0.923150235043001,0.0463827722824528,0.0858056131280165,0.087790300606454,0.044680028901627,0.860350383775615
0.667782366718749,0.338666911453484,0.272581576808751,0.265070247681023,0.575197692080701,0.399655977801138,0.548307509279449,0.710641144605587,0.0833251143608917,0.151295869351922,0.892648519067978,0.0350578700503624,0.108387253635027,0.102257901359669,0.0381460448112259,0.833329614806801
0.695824328211574,0.307678889116089,0.263079907381965,0.259262041248531,0.545339980299371,0.418037797295567,0.567155651380388,0.662381602795682,0.0844454356397835,0.148814083920968,0.905717599248579,0.0302383512700698,0.100535855841613,0.109324664510869,0.0389400591033338,0.885259335444226
0.665076132406664,0.314867295596821,0.274544618844627,0.278644052370775,0.543519958650281,0.405742464335961,0.564783235764117,0.674873833018285,0.0602521783297708,0.151165939341957,0.90853621727161,0.0336004608749924,0.100033281897545,0.0918636298396208,0.0395375669956834,0.858389925921957
0.686506903943534,0.335335195892266,0.263643223229077,0.251299564609599,0.570734400185968,0.393823947005458,0.576393988337345,0.686363946403093,0.0620108392410763,0.149195333220317,0.914562963462648,0.0373186389846078,0.103095833368013,0.0889711202867889,0.0398407011095399,0.864185013795825
0.701123703181891,0.337395506651436,0.258040816812494,0.257595727969625,0.605730843739397,0.383805971222026,0.570906664966184,0.682785208894601,0.0422510923202552,0.149940033896528,0.929913154864545,0.0353091631459558,0.105725590859807,0.0824410190270033,0.0388787218774206,0.906396875217693
0.74599986195028,0.313359146274727,0.256692849469707,0.2495053997616,0.503797358697533,0.42952537320387,0.490079270155323,0.701435678658508,0.0810026388337272,0.145648620423637,0.865516829360732,0.0413202811751184,0.0964813833407576,0.0945721956358785,0.0415688216395519,0.856986581805756
0.773172239276607,0.240151098282185,0.248811837322759,0.246362695511243,0.407947956504368,0.466686394904716,0.547291858963446,0.630930130342683,0.0511313650081311,0.146638724649903,0.913285291063873,0.0475479662517054,0.078419879889566,0.0824420245777772,0.0433277581250064,0.850148900359539
0.712254741654867,0.350602840631401,0.269777042406025,0.239489740628424,0.57698254996818,0.396583746661443,0.568203977993536,0.717654490223438,0.0697256028422565,0.143696171772018,0.94867828821995,0.0457286411042635,0.100577685479813,0.0959401804379451,0.0479627631549388,0.870379100431239
0.741201754891198,0.305433691396426,0.263909696318929,0.250528835704264,0.465680057554049,0.470595959419026,0.55665086662829,0.647204660394337,0.0630900766722617,0.14995843920702,0.911974676896889,0.0492552597431222,0.087137685177452,0.0925498459292817,0.0474156277151489,0.865723986936624
0.705450142746329,0.249410790320955,0.29036532669579,0.217045244582526,0.631047190811082,0.37479950551023,0.577805127136679,0.756389209527821,0.0913294586690555,0.146981123146609,0.809632905409541,0.071408094713421,0.0901647892918013,0.0746055947725144,0.0433907407030441,0.920016137539053
0.697594693910731,0.250542467914991,0.299379070695113,0.237075861968083,0.581498864860979,0.389723200333565,0.586400376423258,0.708549442679046,0.0737644352584688,0.155067165755014,0.90234451612994,0.0639918694797222,0.0874031053241349,0.0817686056261664,0.0415166949415276,0.878582429826257
0.717299092971557,0.371039752887868,0.248717295566329,0.220717225457874,0.56152307705689,0.401743846705986,0.54254675063392,0.711290623704444,0.0632895461165251,0.141254616040512,0.948038615086558,0.0386074268169743,0.103758551567314,0.0906865017371283,0.0433655405574523,0.867409554924451
0.7183758514754,0.283428419507905,0.254486363286834,0.222751231467816,0.556331873067037,0.415118857149333,0.537859242678184,0.703700726339361,0.0634381746999018,0.138352369009753,0.891098754452013,0.0556528361425459,0.0899123577730057,0.0784232876421961,0.0434753275665898,0.872067816742716
0.671883169225694,0.300276629586556,0.266606372826947,0.2818307349189,0.540752047563665,0.425225214649858,0.544145512219157,0.659530155307882,0.0629957191400962,0.148969408455217,0.910465704352683,0.0243967212696461,0.0966815706345204,0.0960351888696711,0.0396915766268235,0.880454817972082
0.702030087215296,0.442473789453797,0.205443328623996,0.165470521366776,0.508031591053049,0.339527961065767,0.74498609585324,0.760147801191986,0.0806650689337083,0.118764137364541,0.908452917777187,0.072685170193734,0.0926330806708643,0.0304448898590529,0.0413583884281625,0.912277053542614
0.67213179535777,0.368864214964679,0.296117479851654,0.209416551807516,0.627161376120155,0.357504635235367,0.655739823480996,0.677236730310916,0.0506086336754138,0.138070387639088,0.934875065165935,0.0601232284239018,0.0862756497095023,0.0806448252731729,0.0403181788427419,0.824126377244084
0.804220369279422,0.365146089999443,0.232729686335102,0.200187398884857,0.528128713537954,0.35289031433305,0.722962275987529,0.732497030603433,0.101198874415004,0.151041912429079,0.833288900357467,0.056878392896964,0.0877556076505403,0.0508944707785932,0.0458655674331815,0.781758235098909
0.734265156357193,0.327611825167289,0.250573044009504,0.20579819223353,0.571143512662921,0.345206882022782,0.682304867543676,0.711153341634414,0.0898016805766967,0.130940576408535,0.907553997205976,0.0565474411008222,0.0682510294935468,0.0834261108024091,0.0529077809264181,0.820844305317437
0.714085531989005,0.326684537222505,0.264133519027559,0.216114556744753,0.598835863390075,0.33815794945767,0.673035929199889,0.743976425635366,0.0779553055527119,0.124691217969492,0.873879394651565,0.0523080822401011,0.087994138384197,0.0959775668283237,0.0502781410652476,0.897052841653168
0.747748384658491,0.323872654068223,0.258937187863291,0.184027206188097,0.55607153843012,0.356323591594178,0.686488339849485,0.734826411291282,0.0985371968481686,0.130611370432097,0.87925247669002,0.0694965884274866,0.0669393865437547,0.0607523906794614,0.0476382883021824,0.898499418237419
0.72816838538169,0.286648611848177,0.296650187442399,0.239680980925461,0.543971671875776,0.382538063848484,0.561234831305613,0.723468240602239,0.0731196262647281,0.148694350408771,0.898102739124717,0.0703524588879279,0.0748046548273754,0.0626516478165409,0.0489891962041682,0.90761976447918
0.691056406235148,0.245823914141096,0.284134802682422,0.24751443385993,0.60082071999491,0.381530916716025,0.568132145186521,0.743763031171049,0.0751606455590897,0.139621100147624,0.903675864277207,0.051482914942198,0.088038504459288,0.10578330246549,0.0505871909495074,0.913284844687592
0.682458849474931,0.35172554288085,0.275245934886823,0.210318024938951,0.593487949620013,0.349830977126903,0.654585170263559,0.747266525981577,0.0707109712036193,0.116081128297258,0.912935967939871,0.0530027466662842,0.0896992354241005,0.0847864005559819,0.0493335019469853,0.875258980413534
