"","b1.w1","b2.w1","b3.w1","b4.w1","b5.w1","b6.w1","b7.w1","b8.w1","b9.w1","b10.w1","b11.w1","b12.w1","b13.w1","b14.w1","b15.w1","b16.w1","b17.w1","b18.w1","b19.w1","b20.w1","b21.w1","b22.w1","b23.w1","b24.w1","b25.w1","b26.w1","b27.w1","b28.w1","b29.w1","b30.w1","b31.w1","b32.w1","b33.w1","b34.w1","b35.w1","b36.w1","b37.w1","b38.w1","b39.w1","b40.w1","b41.w1","b42.w1","b43.w1","b44.w1","b45.w1","b46.w1","b47.w1","b48.w1","b49.w1","b50.w1","b51.w1","b52.w1","b53.w1","b54.w1","b55.w1","b56.w1","b57.w1","b58.w1","b59.w1","b60.w1","b61.w1","b62.w1","b63.w1","b64.w1","b65.w1","b66.w1","b67.w1","b68.w1","b69.w1","b70.w1","b71.w1","b72.w1","b73.w1","b74.w1","b75.w1","b76.w1","b77.w1","b78.w1","b79.w1","b80.w1","b1.w2","b2.w2","b3.w2","b4.w2","b5.w2","b6.w2","b7.w2","b8.w2","b9.w2","b10.w2","b11.w2","b12.w2","b13.w2","b14.w2","b15.w2","b16.w2","b17.w2","b18.w2","b19.w2","b20.w2","b21.w2","b22.w2","b23.w2","b24.w2","b25.w2","b26.w2","b27.w2","b28.w2","b29.w2","b30.w2","b31.w2","b32.w2","b33.w2","b34.w2","b35.w2","b36.w2","b37.w2","b38.w2","b39.w2","b40.w2","b41.w2","b42.w2","b43.w2","b44.w2","b45.w2","b46.w2","b47.w2","b48.w2","b49.w2","b50.w2","b51.w2","b52.w2","b53.w2","b54.w2","b55.w2","b56.w2","b57.w2","b58.w2","b59.w2","b60.w2","b61.w2","b62.w2","b63.w2","b64.w2","b65.w2","b66.w2","b67.w2","b68.w2","b69.w2","b70.w2","b71.w2","b72.w2","b73.w2","b74.w2","b75.w2","b76.w2","b77.w2","b78.w2","b79.w2","b80.w2","b1.w3","b2.w3","b3.w3","b4.w3","b5.w3","b6.w3","b7.w3","b8.w3","b9.w3","b10.w3","b11.w3","b12.w3","b13.w3","b14.w3","b15.w3","b16.w3","b17.w3","b18.w3","b19.w3","b20.w3","b21.w3","b22.w3","b23.w3","b24.w3","b25.w3","b26.w3","b27.w3","b28.w3","b29.w3","b30.w3","b31.w3","b32.w3","b33.w3","b34.w3","b35.w3","b36.w3","b37.w3","b38.w3","b39.w3","b40.w3","b41.w3","b42.w3","b43.w3","b44.w3","b45.w3","b46.w3","b47.w3","b48.w3","b49.w3","b50.w3","b51.w3","b52.w3","b53.w3","b54.w3","b55.w3","b56.w3","b57.w3","b58.w3","b59.w3","b60.w3","b61.w3","b62.w3","b63.w3","b64.w3","b65.w3","b66.w3","b67.w3","b68.w3","b69.w3","b70.w3","b71.w3","b72.w3","b73.w3","b74.w3","b75.w3","b76.w3","b77.w3","b78.w3","b79.w3","b80.w3"
"b1",1,1.00860495540227e-06,5.85688001025481e-05,-3.54195518370846e-06,-1.46399810595798e-05,-6.65856864728655e-05,8.87453313799337e-06,-5.58095666441863e-05,-6.39040200389794e-06,-1.94505575038698e-09,2.73456457913041e-05,-1.79026007908442e-08,6.32903610776001e-07,5.80222831943475e-05,-7.28864104160185e-06,2.28427703924774e-05,-4.63776330799759e-07,1.60996390700539e-05,-3.65812217154257e-05,2.84126689520834e-06,9.61000269976484e-06,-4.61438771988333e-05,-2.79030668632335e-05,4.9712050310416e-05,4.9935178585136e-07,-1.95042988194245e-05,-2.8604405052589e-05,-9.99701894946116e-08,-5.62685005177432e-06,0.00012203155205933,8.00064483103584e-05,-0.000149777411513046,-3.28140762271408e-05,2.50720510682726e-07,-0.000320066219259535,-1.45847662877647e-06,-5.48907481588756e-06,0.000102118561074596,-1.05453694259125e-05,1.76849271190481e-05,-7.32394990324222e-07,1.80875199638712e-05,3.97135595920672e-05,-1.14022096420684e-06,-4.92439488035717e-06,-0.00013887203731124,-3.19874311483063e-05,8.0685866071803e-05,1.39297228232025e-07,-2.11374730838732e-05,3.43488839003369e-05,-4.07540399956756e-06,-2.32416543022634e-05,9.75910883566581e-05,0.000121544450130131,-0.000287826503069483,-4.10794808521025e-05,3.55956087908913e-06,0.000117502472031979,1.03154909061191e-06,6.40313830852482e-06,9.38196855410504e-05,-3.26934553443392e-05,1.81539401772604e-05,-3.73572547584809e-05,-4.78517056273962e-06,9.98024712504026e-05,-9.288504557763e-08,-1.63706567435536e-06,-0.000339195076826175,4.18646365744823e-05,-5.37715513131369e-05,9.08962605077817e-08,-8.95331881863857e-06,-7.98297472508429e-05,2.91693666280105e-06,3.24303837376045e-06,9.44271500214723e-05,5.65662908225909e-05,-0.00020514671154713,1,0.00100453599843134,-0.00740987814362444,-0.0108521661813052,-0.00379508701116982,0.0020974774425601,-0.000191429687772157,0.000778841097359642,0.00713804748091144,0.000238062718436573,0.00208192599016091,3.51701296745553e-05,0.00268782149690672,-0.00125214793857897,-3.66731263684588e-05,0.00378494660722438,0.194614023118948,-0.00607698194587841,-0.00431884988106912,-0.00893989988220512,-0.00516739356781585,-0.00551829717372872,3.49031431262999e-05,-9.03393437499874e-05,-0.00494784468963916,0.00825667651827819,-0.00118415635651062,-0.00166573197861844,-0.000333029451297854,-0.00433963856003415,0.000538514657070828,-0.000140495424108591,-0.0972924321361434,0.00147577582469568,-0.0132898376744396,-0.0265041753854978,-0.0127983416197359,-0.0104258488307931,-0.000987418492904682,-0.00174815363434987,-0.423152992132568,-0.00487317421220109,0.00683526266681394,0.0138861667044348,0.00705785514746525,-0.00177912077536534,0.000362741127723611,0.000314817620416674,-0.519880041199771,0.0107385182709514,0.010535734817848,0.0119806321713306,0.00414427309974529,0.00444800611298722,0.000439398073552895,-0.000383370102532316,0.0938726096071727,-7.06674715076985e-05,0.0100794482535618,0.0192890270710077,0.00821282771276534,0.00872707982810292,0.00039925116332082,-0.000423086551633287,0.000673006515102504,0.000698403587429741,0.00326455339626375,0.00695185137541189,0.00329078721355807,0.00187255245292506,3.48459231723336e-05,-0.000364556646350816,0.174665961683848,0.00454732817185307,-0.00841544035953391,-0.0121931019524235,-0.00497943065533312,-0.00138430532144462,-0.000721658648638239,-1.85643931608764e-05,1,0.00176754451562147,0.00200843805067934,-0.0181336182812742,-0.00174181042180727,0.00271703551100787,0.00175603951636626,0.000513423870886628,0.0119911037982226,-1.28234338614684e-05,5.90225108565519e-06,-0.00050615215365251,0.00266378660855764,-5.15887804702996e-05,0.00213447409713124,8.16064477213329e-05,0.161694182529575,-0.00122248015533106,-0.00134282163189633,-0.00407257747672534,-0.00913099532195783,-0.00148628159992799,-0.00290005763753977,-0.00790477676510636,0.128282043277678,-0.000862541941798475,-0.000862573398047694,-0.00322960178671436,-0.00597768272440368,-0.00691596041367052,-0.000459466328892715,0.00786473902549931,-0.114959525967205,0.000414312276621268,0.000695960971824012,-0.000240638985681391,-0.0137076024642668,-0.00940961570253828,-0.00297000428167727,-0.00483037654244118,-0.606753935004882,0.00128891377252625,0.00128718779449624,0.0119996512771216,0.00679161644086047,-0.000942421645716266,0.00127747715492424,0.0114105734562772,-0.529992306765749,0.00128303666935927,0.00133394336435501,0.0118468375224271,0.00329286121378285,0.00390606848790737,-0.000562438333992641,-0.00810412937926492,0.103606744148559,-0.000362177191499314,-0.00036802379186058,0.000407282161352197,0.00646072850060941,0.00275442307802819,0.00112320641835922,0.000549011418791991,0.00459681403172987,0.000288109636370765,2.36794064987578e-05,0.000410063294115311,0.00624100280492335,0.00690990214735899,0.00093145527409295,0.00453637578093717,0.349983493445459,-0.00250242081964152,-0.00262861745775073,-0.00895253215669664,-0.000400316369511382,-0.000194620444597333,6.66366246034699e-05,-0.0041646883634095
"b2",1.00860495540227e-06,1,8.04288755685013e-07,8.44621612514916e-08,1.79620214580111e-07,-2.49841020647277e-07,-8.89820008753288e-08,-2.84022861546645e-05,-2.51828152955283e-08,0.00426345077343436,1.70312304219366e-06,6.49960575813828e-10,-7.06218936949217e-09,2.76527054694775e-06,5.10572135838479e-08,7.95221665889073e-06,1.63563038254656e-06,0.162623761695429,-4.77586076523804e-07,-6.79304189597976e-08,-1.16817696550629e-07,-4.45626379676546e-07,1.09190090611689e-07,2.5922470654742e-06,-1.77450000958225e-06,0.12016449929362,-1.24534698022048e-07,2.84756491188052e-09,6.87539867577777e-08,4.18908330442975e-07,-2.587621040636e-07,-3.47766025012762e-05,1.41242310148402e-07,-0.115329867157955,-2.25868907473084e-05,3.54820305008084e-08,6.92025604851715e-08,6.54332024987238e-06,5.77486763972404e-08,1.09702319187492e-06,2.57928134353806e-06,-0.583883168866025,5.7231819594275e-07,2.69871747743132e-08,6.17920723495025e-08,-9.02738408230558e-07,7.17426412378181e-08,-1.15528315750905e-05,-5.06954459067068e-07,-0.5334873204884,8.0249331671906e-07,9.77701927341948e-08,2.84784239098778e-07,3.12688568481657e-07,-4.55077115934185e-07,5.64952605887103e-05,2.43635201810198e-07,0.0592095420745199,7.8584995171999e-06,-2.39226546098973e-08,-7.62362236266841e-08,5.57850624023082e-06,1.67340205466277e-07,-7.00013143798521e-07,-5.98725280228937e-07,0.0499389530797527,6.76314829635651e-06,3.06122441029503e-09,2.15375160229352e-08,-2.14544296489458e-05,-8.51317212157506e-08,-7.98332655688203e-06,-3.34783428365342e-07,0.341023904154211,-6.92728098239719e-07,-6.91062996618472e-08,-3.8969393535246e-08,-1.13309096897699e-08,-1.59608502092724e-07,1.42968497863446e-05,0.00100453599843134,1,-0.00808231438637673,-0.0122943023419785,-0.00435434124196901,0.00234697355413041,-0.000206774702121314,0.00133037647157096,6.10912691352108e-05,0.00941133014054485,0.00229842714642719,0.000179294924103134,0.00280048162672237,-0.000737325328640032,-0.00114894703777319,0.00330284058205906,-0.00525003138714359,0.157362920027862,-0.00275437235780074,-0.0065983200260786,-0.00399844133380738,-0.00500356895444473,-0.000283895208323866,-0.000521020804101317,0.00751233675438247,0.124665500105443,-0.00530765710103729,-0.00544472486749257,-0.00151106493044279,-0.00654782605940358,0.000224799995292403,0.000213132994342333,0.00257863116223761,-0.102067460101963,-0.0150092298736893,-0.0303706758267792,-0.0147225847130833,-0.0119201774348723,-0.0011822351322472,-0.00150862643584627,-0.00562320090083447,-0.59378065356593,0.00777674722745072,0.0149731417861937,0.00788457812729059,-0.000850668228137497,8.35545973680588e-05,0.000514557944808121,0.0072671756428004,-0.52799273035003,0.0118167462074032,0.0146726528119076,0.00507421155214753,0.00470820177585149,0.0006990625742887,-0.00150345388971676,-0.000736480847420907,0.100029884228474,0.00838349074812833,0.0157447957871586,0.00656086571508354,0.00688245275262931,0.000558175503117056,-0.000778632720868206,0.000310865032197149,0.000369132655397749,0.00684395234518333,0.0145391288692395,0.00693177695452086,0.00516549642323396,0.000477242400173988,6.67213911887198e-05,0.00557962275211038,0.340074977048407,-0.0100785485385864,-0.0145180167340049,-0.00644835915152183,-0.000641747090712526,-0.000778827061361865,0.000466833586863663,0.00176754451562147,1,-0.0086864457319407,-0.01752493097244,-0.00172596234342343,0.00260552403504943,0.00217511922680729,0.000148060472836278,-0.000112008943796845,0.00856244591298324,0.00282826050157072,-0.000724908897044623,0.00257054068869748,-0.000128303819212664,0.00169200782218129,0.000341574634904434,-0.000666580211535143,0.157780158015206,-0.00325249172206948,-0.00406046289724163,-0.0087766595662028,-0.00198116272273515,-0.0033989923880636,-0.00957966861943946,-0.000140196216248099,0.126182433926592,-0.00350909962448466,-0.00317193035724649,-0.00562895203577583,-0.00671363419009299,-0.00134961070263419,0.00639603205536571,0.00149232017055655,-0.100391107264691,-0.0127143555588991,-0.000430328858927061,-0.0133498169543747,-0.00917640428932786,-0.00380416707570309,-0.00587860826284609,0.000242025580206489,-0.595554594424368,0.00603665551186484,0.0116981319655337,0.00666946216520546,-0.000588126552596232,0.00120631850232227,0.0123910079018327,-0.000119414802748967,-0.528735123737304,0.0118194811727283,0.0115926233528392,0.00338315353146464,0.0037692936929511,-0.000416586406180188,-0.00779896767309531,-0.000609161124974525,0.0865683170374159,0.0122740235776168,0.000565008577951428,0.00631422680234467,0.00279477524823039,0.00137455938713116,0.000692717523221494,-0.000356021624996391,0.00954315499561595,-0.000557958413572723,0.000545360166574624,0.006125377053058,0.00671115636000277,0.00184450659222806,0.00540775763130994,-0.000912035319739723,0.343087884940812,-0.00831107563573173,-0.00885950051449599,-0.000881461373740511,-0.000270600267120966,0.000320910929964117,-0.00350106156169966
"b3",5.85688001025481e-05,8.04288755685014e-07,1,2.10307094349985e-05,4.22675522743162e-05,0.000373258257942354,-1.8504907452117e-05,-0.00140471059602598,-3.20277404189073e-06,4.58863384366543e-07,-0.00812490650270697,1.56054396097746e-07,-1.64821564001891e-06,-0.00293671854165255,1.14383778765715e-05,0.0011160915154854,9.52295280082255e-05,-1.96616741967568e-05,0.185284119373688,-1.6915681671742e-05,-2.74503323386477e-05,0.000635408570748623,2.17792267410192e-05,-0.00270645068151008,-0.000103715214292668,1.25704480482512e-05,0.130804158322528,7.08177531097372e-07,1.6168859886937e-05,-0.000761819049512157,-5.07148058138553e-05,-0.00757664191374714,-7.13901665918209e-07,2.28596004440116e-06,-0.0368780875922736,8.81280188949368e-06,1.63093424928601e-05,-0.00688709476511037,1.37989360429539e-05,0.00160956253432869,0.000149991901896779,-1.9163524656189e-05,-0.618522279004,6.71712034735167e-06,1.45885153336719e-05,0.00130619354490058,1.35680700702978e-05,-0.00713966485741113,-3.00497961761297e-05,1.5489870694065e-05,-0.556845483036292,2.43484562465149e-05,6.69972150298955e-05,-0.000653776648028063,-9.02812586695091e-05,0.00834099751109399,3.05383459603087e-06,-1.86871484589715e-06,0.0174185103096637,-5.98291485894315e-06,-1.78963144072593e-05,-0.00582196886666342,3.55714350573141e-05,-7.67559062578991e-05,-4.51468244315004e-05,5.28601419370693e-06,0.0107453203451675,7.4006918013458e-07,5.08666278337338e-06,0.0223149107744408,-1.40635741400905e-05,-0.00278711801287404,-1.99146835202974e-05,-4.36812511775956e-06,0.384574042055944,-1.72120382706079e-05,-9.13774729038571e-06,-0.000183796376585522,-3.08127280944195e-05,0.0124789178268514,-0.00740987814362444,-0.00808231438637673,1,-0.0127468226199776,-0.00439024126401352,0.0027619735998151,-0.000503541986335832,0.00440984591710521,0.00046495108124123,0.000682750686611704,0.00616106168205627,0.00133155816542914,0.00235246437952295,0.00485619423566515,-0.00487532091259606,-0.00879150408228238,0.00508426602549272,0.00452910616018998,0.164929266291367,-0.00775673551016936,-0.00476159363567507,-0.00688514655745296,-0.00293948536108782,-0.00457489804681539,0.00107404563987894,0.00364657211816362,0.118916901607203,-0.00552544874112556,-0.00160384891235332,-0.00702812924832561,0.000482367153217039,0.00318342293275532,0.000278532920799158,0.00110628171875844,-0.133562618084872,-0.0328027895655138,-0.0155589847689014,-0.013346674546409,-0.00526269318793185,0.00410059694653126,-0.00470150379128129,-0.00699566653440761,-0.587075589835069,0.0160842728902524,0.00835912670503503,-0.00119196276689187,-0.00178051759867564,0.00147489506497932,-0.00678513176041673,-0.00619416869925345,-0.531731310665549,0.0154729927145044,0.00538348567452224,0.00493422861815067,0.00117861340155802,-0.00944421852599474,0.00419853448062877,0.00547572693818872,0.0707451574663422,0.0178004756984292,0.00773530207982389,0.00722519248009806,0.00207412962315425,-0.00193351390142488,0.00134433084009116,-0.0042384721743059,0.0587639905381922,0.0147659771705497,0.00715840354986012,0.00449429259646335,0.00393787291876613,0.0039047261296344,0.00624147904796713,0.00986697542648656,0.341014035126563,-0.015922605752346,-0.00722875719845078,-0.00175508042648603,-0.00406291515216252,0.00407467318750159,0.00200843805067934,-0.0086864457319407,1,-0.0176902418309058,1.81960623374952e-06,0.00351133770467969,0.00443428871680702,-0.00549062249077992,-0.000164589873924973,0.000356767390990987,0.0117765389976294,-0.00469873912391385,0.00288789214065665,-0.000653385878092883,0.00202807027737497,0.00125666371187088,-0.000764829559969134,0.00444780899580123,0.161778100310222,-0.00461764504526838,-0.0114900270404054,-0.001623654749114,-0.00553160726072108,-0.014095421166779,-0.000203742247946572,0.00478268556981068,0.128392436930098,-0.00401523408144221,-0.00837728364829366,-0.00723159823344071,-0.00129809081723928,0.00460604253094646,0.00141560555285349,-0.000649341093763783,-0.118263534804779,-0.00304508274973029,-0.012866028005248,-0.00902489359279388,-0.00245865173943634,-0.0174336785462967,0.000391626224726273,-0.00795973044700667,-0.607167891120999,0.0130000260062663,0.00683549501145431,-0.000398622778868836,0.00112555163555972,0.024598006401695,-2.02097529217953e-05,-0.00568327570319769,-0.529853749723592,0.012380326446566,0.00263651008011783,0.00456091683715381,-0.00272866640665324,-0.00359051310350149,-0.000898190202609236,0.00310563671695826,0.102045799343664,0.00286046040357878,0.00638316078653299,0.00292006881039654,0.00125477655145982,0.00362771881094265,0.000913717098514385,0.000700170250547314,0.0119859491958526,0.00252357317927597,0.00601828699182166,0.00720321919620755,0.000943580116359686,0.0144961873631254,-0.00110710238136372,0.0113305839842706,0.350344840289063,-0.0106405645171775,0.00117331382955652,-0.0029573704541753,0.00106153350458302,-0.0148606716416507
"b4",-3.54195518370846e-06,8.44621612514916e-08,2.10307094349985e-05,1,4.4422525819803e-06,-9.5011779372411e-06,-2.05094281511366e-06,-0.000435937051152454,-2.38566681002023e-07,4.93781999923346e-08,4.32648264552493e-05,0.0138613186768739,-1.71400211658478e-07,9.11710866152867e-05,1.26722474507146e-06,0.000162451587028936,-5.75927526288892e-06,-2.15881701294048e-06,-1.2510065638135e-05,0.166720101134363,-2.88563475394964e-06,-1.59712998019059e-05,2.47468505711564e-06,-9.59357166343799e-05,6.2727836382894e-06,1.44773240991257e-06,-3.40526457129067e-06,0.121055576111468,1.69971865715614e-06,1.68082591541934e-05,-5.82055591080285e-06,-0.000806547317595386,-2.17121394502373e-06,2.45453980167261e-07,-0.000573261573089808,-0.204058821703664,1.71879180849288e-06,0.000215007985187732,1.52824066447111e-06,0.000103760803320078,-9.07100042044267e-06,-2.10964971639999e-06,1.49403492835958e-05,-0.589374300238312,1.53241314226243e-06,-3.29646439327059e-05,1.59258039985708e-06,-0.000491810145133288,1.81780517697687e-06,1.77347562537342e-06,2.07993481152666e-05,-0.534422248557106,7.04184193774805e-06,1.30956194776998e-05,-1.02867224085241e-05,0.00116472563487131,-2.95564528232886e-06,-2.10635002072237e-07,0.000199517804696483,0.108300814505942,-1.87669673276036e-06,0.000183115236668736,3.98505896970586e-06,-5.2034342104308e-05,1.94932728753547e-07,5.92094637306534e-07,0.000171725955928238,0.0905287140001866,5.38912567616351e-07,-0.000703858091692593,-1.6974352853245e-06,-0.000222510390186514,1.20472672636847e-06,-3.87767453042847e-07,-1.83472725969341e-05,0.344299446609399,-9.60558468040911e-07,1.77513833753524e-06,-3.56711028790991e-06,0.000817222123068579,-0.0108521661813052,-0.0122943023419785,-0.0127468226199776,1,-0.00441002839892959,0.0040920325949003,-0.0023791220709964,0.0155247447880016,0.000752726558490497,0.000922864399045837,0.00078392320553835,0.00455066382872056,0.00245454340038024,0.00410637106742705,-0.00612381454960202,0.0089395387693001,0.00846794700975735,0.00670637758819899,0.00683148243836758,0.16591059493559,-0.00537572620709411,-0.00477144512149269,-0.00303346359613275,-0.0138108957624791,0.000749766051460076,0.00646835852375565,0.0054294802079507,0.120994731209012,-0.00133861978436752,-0.00678521590053251,0.000287499375039151,0.00789126807582078,0.000758229189473025,0.00110481894063585,-0.00210382961257799,-0.177820110634411,-0.0172207412233301,-0.0148240557471209,-0.00930530499254012,-0.0051716111968967,-0.00592078437144714,-0.010831959971761,-0.00928463161805761,-0.588843294247234,0.00942203135921452,-0.00509517034581745,-0.000495469308772448,0.00495399220549388,-0.0109283134909606,-0.0083675859504253,-0.0078947326842954,-0.532220653746521,0.00683732711235912,0.00750355758103737,0.00336138600534723,-0.0233302123550905,0.00684571462403333,0.00755260533978834,0.00475401654057058,0.0950275448743527,0.00799092277612706,0.00785363510818475,-0.0013690403006307,-0.00375469604211734,-0.00021900226005388,-0.00219040058438296,0.00393179854954489,0.0792767823729193,0.00761236716995628,0.00468602666343951,0.00948073507823682,0.00295381688080887,0.00894455663987216,0.0160559736031395,0.0147488122359609,0.343832338338519,-0.00752048697241327,-0.00465452754357657,-0.00493958148242189,0.0116567269248073,-0.0181336182812742,-0.01752493097244,-0.0176902418309058,1,0.00129382509906935,0.00575201749556315,0.00664545590022003,-0.0133834982680707,0.000222770653516409,-2.70064562693371e-05,0.000280280674409004,-0.00987584906904481,0.000585893943327814,-0.00169379008465729,0.00139114276825472,0.00683224526517525,0.0108911871491818,0.0109514809566504,0.0100659920771813,0.18723070629687,-0.0159051454594503,-0.00177324509287946,-0.0086043821647675,-0.0205014986279962,0.00889909243477633,0.00892310042458432,0.00812225058245543,0.134945215540324,-0.0114704684105664,-0.00944559377752947,-0.00115104768763335,0.00349038428142812,-0.00440889549907725,-0.00483556663580895,-0.00471989498885603,-0.0116371656463691,-0.0153705932487772,-0.0109027212066663,-0.00181634634564006,-0.0284709414251825,-0.0139790500170246,-0.0139977027574201,-0.0131652077839228,-0.621124591562041,0.00775449295399357,-0.00215389820688036,0.00142276411548026,0.0360242387354959,-0.0119447297239748,-0.0122965417438727,-0.0109908030379859,-0.564171244358703,0.00278274642666665,0.00605747740388568,-0.00518924355967344,0.00391146901396521,0.00401017000199407,0.00242651733876597,0.00452104680556146,0.010925390688003,0.00926948187304695,0.00450412461384117,0.00154724800229049,0.0101075818815197,0.00297494377070386,0.00530335713216384,0.00392989686227853,0.00505214873486022,0.00764411038610852,0.00865570767997249,0.00106658703233757,0.018034812158037,0.0239263289588058,0.0240367264088348,0.0219826296416193,0.392818366192675,0.00233571633474665,-0.00482197403861562,0.00112877825705833,-0.0269438972646505
"b5",-1.46399810595798e-05,1.79620214580111e-07,4.22675522743162e-05,4.4422525819803e-06,1,-1.54016000881719e-05,-4.42388121857755e-06,-0.00122202960244186,-4.37476836103009e-07,9.69860460336517e-08,8.84789270098154e-05,3.51503244577345e-08,0.0232740190211962,0.000159516021359626,2.61681823069725e-06,0.000374076579484814,-2.38020708676333e-05,-4.61798007827026e-06,-2.51282373425499e-05,-3.57297244790668e-06,0.15325381198731,-2.67194456707231e-05,5.40831191181511e-06,-6.30046926158809e-06,2.59200316450592e-05,3.18950421967052e-06,-6.65648481458709e-06,1.50588031917705e-07,0.122375111110231,2.65244518570086e-05,-1.27926247820907e-05,-0.0017294933023138,-6.16391709807305e-06,4.85637564941538e-07,-0.00117295912306846,1.86822490789637e-06,-0.259394226949928,0.000376885973163705,3.04244699805067e-06,0.000115898102064221,-3.74908302978581e-05,-4.51432129748278e-06,3.00429226024183e-05,1.41892526395182e-06,-0.57035510308217,-5.4598477342011e-05,3.53796775621141e-06,-0.000770107381765972,7.5069042946227e-06,3.89886654881397e-06,4.20336416655373e-05,5.14436229435438e-06,-0.531157279576791,2.0237206278242e-05,-2.25224642088573e-05,0.00268738362048644,-8.69922486222383e-06,-4.97484840188815e-07,0.000408161456338196,-1.25672055642272e-06,0.134631217859053,0.000321157736013036,8.44226384532117e-06,-5.03291595611097e-05,4.02174889105722e-06,1.24767293981363e-06,0.000351290499541597,1.62887509135662e-07,0.118728128951613,-0.00123482728516228,-4.0386428650911e-06,-0.000433398149421636,4.97439498033688e-06,-7.03470948447457e-07,-3.65955087769685e-05,-3.63419467348022e-06,0.329208929029752,1.03085876732438e-06,-7.8776888439688e-06,0.00112320215932658,-0.00379508701116982,-0.00435434124196901,-0.00439024126401352,-0.00441002839892959,1,0.00363391807760953,-0.00144356062278557,0.0107657161524849,0.000297364678698782,0.000398341815858649,0.000315529366206787,0.00153330894386525,0.0129050564809542,0.00359991745139513,-0.00515023473267006,0.00320306429196989,0.00281559586718745,0.00207047549082795,0.00208599263149353,0.00161736010572733,0.164016022084555,-0.00536680891230294,-0.00267414433748604,-0.0099504003580601,0.000253261620753143,0.00257730207623573,0.00217868764311592,0.00219092230460716,0.122114924920501,-0.00697928263662994,0.00113027732274911,0.00586357629145573,0.000437009888897645,0.000748434790004984,-0.000606244794185725,-0.00152405300720997,-0.196548271278669,-0.0143901120797199,-0.00701470643614116,-0.0019714248311639,-0.00220792296661731,-0.00415380856580172,-0.00348438756184195,-0.0028747701306864,-0.585920008807394,-0.0038759989443234,-0.000558613486829124,0.00360669429923086,-0.00383388980094283,-0.0026358408272434,-0.00232861393155759,-0.00137362503672375,-0.533987058129548,0.00662075420741607,0.00151107620103448,-0.0171265035441353,0.00257266348619938,0.00304682392178414,0.00168604596700612,0.00178352658580115,0.103236965938266,0.00781116065462889,-0.000391444262639608,-0.00286012496438207,-0.000462199106984777,-0.00279411905506441,0.00156236827553196,0.00185605342267609,0.0875484058101049,0.0048160925934422,0.00692434107676131,0.0027911013138513,0.00297853665748027,0.00574194546673207,0.00522351630823289,0.00473302469879544,0.342823833782292,-0.00372927909061379,-0.0045171348760174,0.0082492784234827,-0.00174181042180727,-0.00172596234342343,1.81960623374952e-06,0.00129382509906935,1,-0.014142550410406,0.00730782486286729,0.00558201718381745,0.00305995754167449,0.0030443518289613,0.00211358100315213,-0.00459071867883328,0.0103665452285868,-0.0047727281307695,-0.00115015047085173,0.00747958316614825,0.00049012253610231,-0.000293036506840826,-0.00161402377776865,-0.00192734668523359,0.261932877205462,-0.0257439802690971,-0.0260364508034949,-0.0410165991215606,3.75523458327841e-05,0.00013194173006122,-0.00111988843037822,-0.00240300946530785,0.223950604615166,0.00543490725174171,-0.0431381526839242,-0.0155951370549845,0.012656607559411,0.0139084745290114,0.0072688200870328,-0.00491639394427927,-0.235783661673491,-0.0239065025053999,-0.0126295889275134,-0.0510219387991814,-0.00192981863674549,-0.00280778426016104,-0.001685915196166,-0.000356095783453294,-0.578480532066712,0.034028235599508,-0.0158802155798044,0.0333954893033361,-0.00210542623395854,-0.00206543758051286,-0.00125695730492354,-0.00142965651482596,-0.511075924889042,0.00412125323061558,0.0152857716847936,-0.00183917723861972,0.0156870787258543,0.0174827541970966,0.00774259112095457,0.00739288453874191,0.121425078948429,0.0176284099584587,0.0124145995426633,0.0193537602738452,-0.0265807752970846,-0.0294800705294085,-0.00953078514527562,0.00607845144703612,0.112376244826833,0.0111390545227176,0.00395167467250237,0.0323038087841088,0.000580184707984314,-0.000141390897741096,-0.0032702747372108,-0.00545549582531158,0.244973641237168,-0.0249392898096442,0.0301455126810139,-0.00632968019796024
