b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16
4.40312635728968,-3.90989571385063,-4.80709501073544,-4.23942341080071,1.37129520412608e-06,-1.38798806236158e-06,1.41093000884969e-06,1.39525972000763e-06,9.5856820500892e-06,1.12567180336445e-05,-1.00493021826002e-05,9.86411968696872e-06,3.47884381527175e-06,3.76997591455025e-06,5.03565956312253e-06,-4.16466450554046e-06
-3.90989571385063,3.48968290621733,4.26002573997297,3.76657974592679,-1.21883828009329e-06,1.233674806025e-06,-1.25406625550508e-06,-1.24013727589658e-06,-8.51960590114614e-06,-1.00045321374554e-05,8.93150522099214e-06,-8.76665125200774e-06,-3.09207357336799e-06,-3.35088121143952e-06,-4.47593532331953e-06,3.70170667837626e-06
-4.80709501073544,4.26002573997297,5.26075933878037,4.61180229379112,-1.49274501848005e-06,1.51091559919871e-06,-1.5358895684924e-06,-1.51883020169626e-06,-1.04377783184437e-05,-1.22574158527004e-05,1.09426807914573e-05,-1.07412037104788e-05,-3.78969409644571e-06,-4.10693623885767e-06,-5.48591123413618e-06,4.53693240409456e-06
-4.23942341080072,3.76657974592679,4.61180229379112,4.12233681506358,-1.33041079116842e-06,1.34660818095063e-06,-1.36886561383848e-06,-1.35366650458927e-06,-9.29337570370055e-06,-1.0913633680785e-05,9.74288119265286e-06,-9.56326341847133e-06,-3.36867972539817e-06,-3.65031179788154e-06,-4.87534163332146e-06,4.03238440706133e-06
1.37129520412608e-06,-1.21883828009329e-06,-1.49274501848005e-06,-1.33041079116842e-06,2.86386406549662,-2.89853991530116,2.94612841493901,2.9137720897034,-8.84457293910487e-07,-1.03163005057739e-06,9.25672556788612e-07,-9.09754797702514e-07,-2.76600647499678e-07,-2.97104271901092e-07,-3.96492673869581e-07,3.2887977164956e-07
-1.38798806236159e-06,1.233674806025e-06,1.51091559919871e-06,1.34660818095063e-06,-2.89853991530116,2.93473242231238,-2.98243489229198,-2.95205334841054,8.94886967805386e-07,1.0437889780645e-06,-9.36586826810441e-07,9.20482303652381e-07,2.79872630866734e-07,3.00618744932137e-07,4.01185458538292e-07,-3.3277108825309e-07
1.41093000884969e-06,-1.25406625550509e-06,-1.5358895684924e-06,-1.36886561383848e-06,2.94612841493902,-2.98243489229199,3.0331874038622,2.99704550088718,-9.10183094530744e-07,-1.06163253536005e-06,9.52595133737776e-07,-9.36211555473674e-07,-2.84596537515889e-07,-3.05695327732798e-07,-4.07961970385614e-07,3.3839045951866e-07
1.39525972000763e-06,-1.24013727589658e-06,-1.51883020169626e-06,-1.35366650458928e-06,2.9137720897034,-2.95205334841054,2.99704550088717,2.97527371006848,-8.9860215013256e-07,-1.04811201409627e-06,9.4047395500972e-07,-9.24307799187396e-07,-2.81109238563805e-07,-3.01944390545679e-07,-4.02956329226798e-07,3.3423995342235e-07
9.58568205008917e-06,-8.51960590114611e-06,-1.04377783184436e-05,-9.29337570370052e-06,-8.84457293910485e-07,8.94886967805383e-07,-9.1018309453074e-07,-8.98602150132556e-07,1.41236694329379,1.61792162797673,-1.45712751283736,1.39160285264261,-4.33168006507825e-06,-4.70371076879046e-06,-6.29851023361536e-06,5.19882884930443e-06
1.12567180336445e-05,-1.00045321374554e-05,-1.22574158527004e-05,-1.0913633680785e-05,-1.03163005057739e-06,1.0437889780645e-06,-1.06163253536005e-06,-1.04811201409627e-06,1.61792162797673,1.9248485199275,-1.69863031527866,1.65362842202328,-5.07295321390158e-06,-5.510715588795e-06,-7.38261712919853e-06,6.09141243290758e-06
-1.00493021826002e-05,8.93150522099214e-06,1.09426807914572e-05,9.74288119265284e-06,9.25672556788612e-07,-9.36586826810441e-07,9.52595133737774e-07,9.4047395500972e-07,-1.45712751283736,-1.69863031527865,1.51876233568877,-1.47270361552363,4.53112328909486e-06,4.92137944542015e-06,6.59183512490982e-06,-5.43974786357015e-06
9.86411968696875e-06,-8.76665125200776e-06,-1.07412037104789e-05,-9.56326341847135e-06,-9.09754797702517e-07,9.20482303652383e-07,-9.36211555473675e-07,-9.24307799187398e-07,1.39160285264262,1.65362842202328,-1.47270361552363,1.47193522805937,-4.42805054319957e-06,-4.81108317379162e-06,-6.44690977885356e-06,5.31834865345255e-06
3.47884381527174e-06,-3.09207357336799e-06,-3.7896940964457e-06,-3.36867972539816e-06,-2.76600647499677e-07,2.79872630866733e-07,-2.84596537515888e-07,-2.81109238563804e-07,-4.33168006507825e-06,-5.07295321390157e-06,4.53112328909485e-06,-4.42805054319955e-06,0.790132837136658,0.73692286129819,0.88266667191906,-0.813508639664549
3.76997591455025e-06,-3.35088121143952e-06,-4.10693623885767e-06,-3.65031179788153e-06,-2.97104271901092e-07,3.00618744932137e-07,-3.05695327732797e-07,-3.01944390545678e-07,-4.70371076879048e-06,-5.51071558879499e-06,4.92137944542015e-06,-4.8110831737916e-06,0.736922861298191,0.782693993708877,0.968942257635275,-0.841823790241551
5.03565956312253e-06,-4.47593532331953e-06,-5.48591123413618e-06,-4.87534163332145e-06,-3.96492673869581e-07,4.01185458538291e-07,-4.07961970385614e-07,-4.02956329226797e-07,-6.29851023361538e-06,-7.38261712919853e-06,6.59183512490983e-06,-6.44690977885354e-06,0.882666671919062,0.968942257635276,1.31613513065223,-1.07459860710115
-4.16466450554046e-06,3.70170667837626e-06,4.53693240409456e-06,4.03238440706133e-06,3.2887977164956e-07,-3.3277108825309e-07,3.38390459518659e-07,3.3423995342235e-07,5.19882884930445e-06,6.09141243290757e-06,-5.43974786357015e-06,5.31834865345253e-06,-0.81350863966455,-0.841823790241551,-1.07459860710115,0.925493609552778
