"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80"
"1",1,0.0035291732237247,-0.00474291040240272,-0.0158357867145763,-0.00154243200231426,-0.000770936687415459,-6.791364247285e-05,-0.0185746367398196,0.00499560941729937,5.83367871514796e-05,0.0017777683324313,0.00460514324224118,0.0028596850477204,0.00274209423788425,0.00137120091968036,0.00776591117239116,0.190250061410804,-0.00795454554944762,-0.00657636502263822,-0.00524766076118636,-0.00756196040237722,-0.00750860809930411,-0.00397639525550082,-0.0285993592252736,-0.00528030208740354,0.00681017747030429,-0.00198653327710641,-0.00993430088536485,-0.00121069717251782,-0.000764125600465788,0.000472519113978224,0.00199248459622852,-0.0983582816709154,0.00119358301180568,-0.0122814318426964,-0.0269101340180038,-0.0104400092642255,-0.0103546884746004,-0.00470107207417839,-0.0231787810759216,-0.422159558840931,-0.003362625309762,0.00777504496775173,0.0102678077463519,0.00687835086709172,0.00756080851959313,0.0050230759718799,0.0376494410540976,-0.514451585660277,0.012347239830888,0.0124888512553491,0.0279934195634056,0.00641192259350658,0.00460608433854707,0.00334879165416059,0.00152347526913028,0.0708122208707267,-0.00145422806991104,0.00954687191395076,0.0210753936399315,0.00882963953444377,0.00685969810628253,0.00283547390479791,0.00808652730570809,0.0224492850868477,0.00197092063560888,0.00329524416278097,0.00428027271503326,0.000976116272155778,0.00290698933500719,0.0019504933042114,0.0113622696318845,0.168980971982382,0.000572309904689741,-0.0119083883550808,-0.0195721490545626,-0.00751783214471871,-0.00717863069650312,-0.00683963652014381,-0.0113236025538844
"2",0.0035291732062724,1,-0.00526679047728298,-0.00952414404784736,-0.00154193910240817,-0.00128332588886861,0.000508265700223937,-0.0211047204654129,-1.39493269359781e-05,0.00442729037217838,0.00160947568186544,0.00376209378735353,0.00229930595422963,0.00236893999156771,0.00127150932117843,0.00668821000095156,-0.00756352124246263,0.158130492366049,-0.0046718013914598,-0.00808344843450964,-0.00577989808289248,-0.00615022287709437,-0.00411379670296853,-0.0213058431672231,0.00707816527466868,0.115585582019072,-0.00646637881949581,-0.00690041539845292,-0.00269390155808047,-0.00196794300351841,-0.0011653136714827,0.00326289462371541,0.002439186462022,-0.112625196809774,-0.0140814542485565,-0.0294659423353308,-0.0127457423329925,-0.0121527691685453,-0.00496001496040192,-0.0280265620991044,-0.00456952656705119,-0.574777681386999,0.00929268635367598,0.016035696075899,0.00887860451932374,0.00957563741501212,0.00591738199176458,0.0403256866205163,0.00952913398130523,-0.526375249349707,0.0131313998536578,0.0162320795199269,0.00629407277622266,0.00483605386574368,0.00256295258864204,0.00515553302436548,-0.00194380553224093,0.0591532675020385,0.00830747195708845,0.0152352125075487,0.00673877244471272,0.00556954628764283,0.00216060389779753,0.0063704822519128,0.00196402400796157,0.0496589350414175,0.00680041770267162,0.0135219294863704,0.00591246596503419,0.00639217308015439,0.00306200448002986,0.0188085125003275,0.00281192573022508,0.328611860519225,-0.0138254674251174,-0.0181333029662454,-0.00989049365638727,-0.00943303155224587,-0.00636397214153762,-0.0215757777602828
"3",-0.00474291042067941,-0.00526679047602775,1,-0.0100635838516172,-0.00158860587465797,-0.00134806032090688,0.000561240472786613,-0.0225075270577228,0.000384172589110525,0.000387563502481872,0.00612629558621418,0.00407355262842693,0.00238316887903089,0.00253023738593119,0.00136008203416058,0.00711684502432033,0.00262907347508445,0.00282620379145028,0.162610420369085,-0.00909705436226734,-0.00634309978726138,-0.00682282056078817,-0.00459117766138509,-0.0236324773935646,0.000857232606370438,0.00185815357772853,0.11729837919999,-0.00691239907418437,-0.00285688489768701,-0.00201226927432217,-0.00121366327162704,0.00352222893024431,0.000559882655114015,0.000397185587554452,-0.132246942523023,-0.0313949980689247,-0.0138533289527966,-0.012962626018147,-0.00527469593571655,-0.0299437756033013,-0.00361489481871037,-0.00463362667346833,-0.583535493997361,0.0172031165519386,0.00957755444100575,0.0101837808775464,0.00627919607386977,0.0432414072369857,-0.00413842362136782,-0.00460358702989067,-0.5288660487032,0.0171169675983958,0.00667568124339968,0.00518542099021848,0.00275790231729115,0.00530229540976476,0.00271989702408314,0.0027284286469078,0.0701757433342392,0.0168014060945162,0.00717810815982615,0.00619479805570354,0.00241873803260207,0.00735323376533538,0.00212863124165012,0.00231846979201048,0.0583449441423606,0.0138473239941304,0.00667122576871072,0.00660522044168868,0.00318151666202376,0.0195793115004581,0.00362412432959372,0.00559147563852993,0.335916686807825,-0.0192692586588573,-0.010603346688021,-0.00999171796579339,-0.00671548961698016,-0.0225441593570765
"4",-0.0158357867361627,-0.0095241440538972,-0.0100635838676407,1,-0.00178894659405568,-0.00152661500802988,0.000673808237548899,-0.0249636061994213,0.000515788384828661,0.000555467493569072,0.000798453053839578,0.010856288628042,0.00260523457756824,0.00275577090924901,0.0014869677669328,0.00769615211584515,0.0161152071386871,0.00478649912871466,0.00500682645512056,0.163448941988364,-0.00711071712162721,-0.00774337351049754,-0.00523859578504833,-0.0269226217910027,0.000869599976677304,0.00405557046726801,0.00317640161238285,0.119390163091701,-0.00323872782593605,-0.002195565879772,-0.00139030303917738,0.00393933228410662,-0.00168146461649465,5.89882650935093e-05,-0.00103836081156057,-0.17675492412886,-0.0153850164886337,-0.01440929792004,-0.00581949630449584,-0.0334129830412384,-0.00508161171740141,-0.00870540954301898,-0.00723994828240163,-0.585957603945141,0.0106693495849374,0.0112786286590225,0.0069649602040455,0.0481525758019589,-0.0161522142608282,-0.00752570628399518,-0.00726958458982959,-0.531356559499219,0.00719415407925752,0.00571290876065874,0.00303581722457286,0.0057797394499155,0.00652761722602016,0.00407422175197482,0.00501015099386318,0.0943248625051954,0.00821376067714198,0.00709858757156635,0.00279622322781005,0.00881518671463979,0.00277026024328554,0.0036644171498916,0.00367944884081812,0.0780841660690313,0.00726152246830336,0.00723175366027651,0.00347246677365156,0.021409690918808,0.0161385712443436,0.0107014804796588,0.00958196691733148,0.339161710151728,-0.0118931055290866,-0.0110924865135329,-0.00748967576813416,-0.0247816919873191
"5",-0.00154243200748306,-0.00154193909789348,-0.0015886058684281,-0.00178894657264621,1,-0.00144989019706566,0.000617009617346622,-0.0241045636125765,0.000274276336934183,0.000276918066705983,0.000404626655777698,0.000672232859238481,0.0130834675539184,0.00268121988896794,0.00144296679392986,0.00750749174128137,0.000563723273012483,5.52277232901854e-05,0.000116578575433143,0.000127913304268942,0.161961023637665,-0.00726916736711302,-0.00492251702212777,-0.0251765514444521,7.5294204092124e-05,0.000847785051257481,0.000611605634315837,0.000516426639687766,0.120287562712374,-0.00217798930341749,-0.00133564453175254,0.00379566824253048,0.000869209782165579,0.000856594091370013,0.000804940224148365,0.000606380467657523,-0.194088923932259,-0.0138922966629262,-0.00563893660696457,-0.0321703141352726,-0.00144920372895103,-0.00215450841701214,-0.00196211539261215,-0.00188746114410338,-0.58304695810348,0.0109233475213655,0.0067281487697748,0.0462951869926692,-0.00158902953654906,-0.000998643859522699,-0.00105113525360515,-0.000795140741722203,-0.53212939267877,0.00555004005696654,0.00293103914979255,0.00575527258678518,0.00164730226061494,0.00151273009042071,0.00156216040327996,0.00159008395102611,0.10280412048335,0.00661098122050775,0.0025853492678708,0.00795093024346304,0.00136000222538745,0.00153863045667773,0.0015075623772741,0.00160939553709594,0.0868854526020278,0.00714325301417523,0.00342907958040067,0.0210746237773613,0.000625134414942772,0.00120893783515758,0.000968743289186376,0.000844214463733113,0.338049751470614,-0.0107441120774767,-0.0071771291659048,-0.0243305192400258
"6",-0.000770936702129624,-0.00128332588143059,-0.00134806031053939,-0.00152661500534895,-0.00144989019621145,1,0.000635078518357229,-0.0246075191773551,0.000275249269813207,0.000275682747095778,0.000402386385125722,0.000670583638738965,0.000620052694145974,0.0159492815144742,0.001477184458366,0.00767538171391481,-0.000341396733308864,-0.000212412722699339,-0.000199068259364131,-0.00010093459295193,-0.000164851891204671,0.157792451831105,-0.00500088396361464,-0.0255131717957416,2.159353061864e-05,0.0008269490301565,0.000740526108102622,0.000565492846922934,0.00066603789489377,0.122064531085833,-0.00138030100411121,0.00388031990778668,0.00107181552554725,0.000916131351078789,0.000898991564141557,0.00077414294195656,0.000782542092881595,-0.213621305648159,-0.00574921126881281,-0.0328232807586338,-0.00131587830383177,-0.00205846287413393,-0.0020309733693262,-0.00194767846593096,-0.00192147874748585,-0.577525040884591,0.00686836976999728,0.0472087643684334,-0.000817233852158021,-0.000691652287430953,-0.00065026956678873,-0.000601852440366231,-0.000652340447766486,-0.53339095808546,0.00298106844772953,0.0059167718897508,0.0014464450571906,0.00144653091310211,0.00142929133848577,0.00139627692803741,0.00136524588442748,0.111968181926139,0.00260907717060572,0.00800580404144688,0.00134852131863695,0.0015273125808204,0.00153182541245282,0.00162727433117837,0.00167653950515616,0.0971364398874422,0.00351070495181823,0.0215965043714342,-0.00028840764631968,0.000889733582878951,0.000817038517740573,0.000668475482520068,0.000706083622421174,0.335309235711392,-0.00731161877703092,-0.024934604157535
"7",-6.79136701803901e-05,0.000508265697846398,0.000561240468055899,0.000673808230810517,0.000617009615139898,0.000635078510661419,1,-0.0244872084461858,0.000171599019443711,0.000179848941318398,0.000261937261258361,0.000431413150250851,0.000405220150656422,0.000456537972147237,0.017335843137923,0.00759150851035125,-0.000412381348862089,-0.00113159090220003,-0.00107302919279351,-0.00107642845927874,-0.00100176892426073,-0.000947435571570924,0.154932652735589,-0.025386963555791,-3.15779451598892e-05,-0.000190834117276517,-0.000254484541794313,-0.000126447845143458,-0.000203730921124555,-0.000203214472788019,0.123537437745569,0.00386651633963571,0.000771483785011047,0.000944496797585892,0.00106193315465097,0.00130159133298921,0.00127438952488106,0.00134947421160878,-0.222807109968547,-0.0326996443225142,-0.000473849406068676,-0.000440767593708366,-0.000415388163958051,-0.000513937662296268,-0.000506463739982095,-0.000535799218011304,-0.573893504683711,0.0469781344203612,-0.000108179198808012,0.00043102063291546,0.000358530820292483,0.000425227161824382,0.000397404460593815,0.000399737693257956,-0.534774701127727,0.00590311082721625,0.000859530185864438,0.000722946019416349,0.000653913594101708,0.000415091430438594,0.000453465165857748,0.000369532696287198,0.116043588781562,0.00802439874116785,0.000830209616889248,0.000817016329140801,0.000761141137502622,0.000748896774978885,0.000757066774717405,0.000759818192006219,0.102306645720803,0.0215029232549312,-0.000427276185315592,-0.00148923314149041,-0.00149158642799188,-0.00132893935913546,-0.00137631130251655,-0.00134988054101784,0.333828694369267,-0.0248491869169031
"8",-0.0185746368661348,-0.0211047204428229,-0.0225075270385962,-0.0249636061173237,-0.0241045636006255,-0.0246075192344473,-0.0244872084011772,1,0.00128192536166064,0.00123506596684729,0.00180157155623884,0.00297883025902617,0.00275526777196788,0.00308251483453996,0.00277738931147135,0.0311807984911519,0.0134547212211088,0.00854257295073139,0.00862623068895111,0.00804847852189146,0.00776124701311506,0.00727921129165908,0.00747074877321254,0.132793602465525,0.00108525072080994,0.0136513083761107,0.0123312738016712,0.0112019464993824,0.0117941430252921,0.0118391605016811,0.0120895310114517,0.149082887593863,0.00116626319252679,0.000152130722571475,-0.00175113848912751,-0.00619552423890967,-0.00543574195415509,-0.00679207198934947,-0.00579165809687859,-0.295825601182511,-0.011159768930244,-0.0214247577958981,-0.020185665594933,-0.0184623530617384,-0.0183966050740361,-0.0173376198866347,-0.0176422472472083,-0.548779513080466,-0.0189471772713095,-0.011315121973126,-0.010626394593048,-0.00818671741554518,-0.00979980225264095,-0.00970806771300405,-0.0101073655055746,-0.568375782751805,0.0101442930226088,0.00859184234729404,0.00965284988192395,0.0113991415662582,0.0107264076877298,0.0108846303166901,0.0103992833817738,0.140524259487245,0.00653859203169589,0.00928643461815043,0.00983645298125927,0.0119617804904978,0.0119241611560916,0.0129719737032821,0.0125799517059987,0.152312754643467,0.0139588885427429,0.0277907028185351,0.0261432103054027,0.0239805697633601,0.0243570331055941,0.0235464555841306,0.0237300404261422,0.335451010315867
"9",0.00499560943299344,-1.394931303471e-05,0.000384172603593785,0.00051578842855228,0.000274276362092787,0.000275249273705116,0.000171599004072924,0.00128192551025463,1,0.000416981695406929,-0.00278291431587416,-0.00562287095286492,-0.0025981754096281,-0.00246593008101822,-0.00109342770719565,-0.00579311256430626,0.00714220470494293,-0.000743629537888464,-0.000585293985304931,-0.000720564267644386,-0.000552747406383691,-0.000568728796436322,-0.000433924187116746,-0.00158486808361881,0.000657116943292527,3.40923354707383e-05,-0.000195813523836515,-0.000244308858722989,-7.6245281020929e-05,-4.24444706984252e-05,-1.38827945423999e-05,0.000164494503594923,-0.0906966104472412,0.00188191869342274,-0.000735978696195311,-0.00126715693872131,-0.000110435630672355,-6.37054368475566e-05,0.000175149400710672,-0.00288812044933235,0.0131776103738762,-0.000788487357729442,-9.1679435896429e-05,-0.000173645885505892,-0.000329796247566342,-0.000398650765257746,-0.000362605437329086,-0.00126973910012952,0.00618896707620262,2.13552903229077e-05,5.29780407409466e-05,0.000173192437266463,0.000118935021661246,0.000170875599536543,0.000139102442887172,0.0013654604427148,-0.108715567517491,0.00209407590184558,0.00152563060040581,0.00279926876924175,0.00169987576395935,0.00183790914272329,0.00117312942692591,0.00736673414198348,-0.0970293361100119,0.00201120463306895,0.00221382079390151,0.00237709975388205,0.000990875894140216,0.000728015496672412,0.000437281207507847,-0.000442620516719644,0.00752771144958118,-0.000762484956800056,-0.000960824820951665,-0.00111816192802353,-0.000669117756215676,-0.000630544541295748,-0.000481326357376606,-0.00139953154966417
"10",5.83367868182415e-05,0.0044272903714231,0.000387563500876769,0.000555467493303769,0.000276918067732312,0.000275682745222547,0.000179848942870856,0.00123506596685582,0.000416981689173882,1,-0.00286350093440723,-0.00579402215022809,-0.00267734308193104,-0.00254319844274824,-0.00112793533216868,-0.00598152663940124,-0.000581748151292609,0.00618430058870975,-0.000540681584049858,-0.000692246080374818,-0.000519986009310874,-0.000535104999078085,-0.000420944770273147,-0.00144251898463327,0.000202172431940736,0.00471085229202743,-0.000343730054503059,-0.000331168049429652,-0.00012628342210539,-8.15874777125407e-05,-4.02081123903193e-05,0.000184978565078392,0.000915519458542502,-0.0926523237822864,-0.000799425675416614,-0.00139347940843481,-0.000156459636665037,-0.000111588681524701,0.000162102955937063,-0.003110189945549,-0.000476503079274235,0.0127281859978456,-4.93059945748754e-05,-0.000106662241081822,-0.00029867939655211,-0.000364404448672147,-0.000340799854757658,-0.00121248321492298,0.00030544387395835,0.0110796741752729,7.03970100164685e-05,0.000142632682861607,0.000133364728476288,0.00018535683073465,0.000138041819800672,0.00150666334738773,0.000671685466024313,-0.111014923146801,0.0015167220438047,0.00274574043711649,0.00170193153564313,0.00184578196401516,0.00118795234596328,0.00750956219611083,0.000597779095696439,-0.0984653262993294,0.00238089201140537,0.00268226596411284,0.00111483656343499,0.000846722103988736,0.000489920650114224,-0.000228316643201565,-0.000258743340936429,0.0131097393074892,-0.00104645088054364,-0.00119672496475382,-0.000742724654772836,-0.000711461819747513,-0.000526825225121831,-0.00171460903811771
