"","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","b17","b18","b19","b20","b21","b22","b23","b24","b25","b26","b27","b28","b29","b30","b31","b32"
"$w_1$",0.0644395995486974,0.0255435391846854,0.00763050239212687,0.00330356659816022,0.00369029448665341,0.00264300335925573,0.00299322490734674,0.0011915582713357,0.0129980634402257,0.00923588230316394,0.00266765742191803,0.000633320204688142,0.000609210484917705,0.000497711501679745,0.000653611836046894,0.000297290386474874,0.0658425688090751,0.0212095503233564,0.00636878623289254,0.00254084946129915,0.00228602359164553,0.00143369482751659,0.00149146323897062,0.000602470451292735,0.138325148904447,0.0414132638434653,0.0134792100515942,0.00486985471461616,0.00444530766491493,0.00300465639232406,0.00333794483006859,0.00136500578320794
"$w_2$",0.0644395995525572,0.0255435391816269,0.00763050239252427,0.00330356659663339,0.00369029447915405,0.0026430033569444,0.00299322490685492,0.00119155827324118,0.0129980634403111,0.0092358823037175,0.00266765742226763,0.00063332020470157,0.000609210484904181,0.000497711501696979,0.000653611836056959,0.000297290386510791,0.0658425688131014,0.0212095503281647,0.00636878623930176,0.00254084946464187,0.00228602359545361,0.00143369482580556,0.00149146323773392,0.000602470449160484,0.138325148939172,0.0414132638399943,0.0134792100374573,0.00486985473521446,0.00444530767098835,0.00300465639341317,0.00333794483334405,0.00136500577859503
"$w_3$",0.0644395995498107,0.0255435391815114,0.00763050239247398,0.00330356659662377,0.00369029447896503,0.00264300335689944,0.00299322490670251,0.00119155827324566,0.0129980634400668,0.00923588230266209,0.00266765742209798,0.000633320204699488,0.000609210484904086,0.00049771150169696,0.000653611836056461,0.000297290386510674,0.0658425688091028,0.0212095503278996,0.00636878623929597,0.00254084946461767,0.00228602359541989,0.00143369482575401,0.00149146323759972,0.000602470449173145,0.138325148920406,0.0414132638388477,0.013479210037299,0.00486985473528367,0.00444530766991198,0.00300465639334809,0.00333794483257472,0.00136500577846388
