"","b1.w1","b2.w1","b3.w1","b4.w1","b5.w1","b6.w1","b7.w1","b8.w1","b9.w1","b10.w1","b11.w1","b12.w1","b13.w1","b14.w1","b15.w1","b16.w1","b17.w1","b18.w1","b19.w1","b20.w1","b21.w1","b22.w1","b23.w1","b24.w1","b25.w1","b26.w1","b27.w1","b28.w1","b29.w1","b30.w1","b31.w1","b32.w1","b1.w2","b2.w2","b3.w2","b4.w2","b5.w2","b6.w2","b7.w2","b8.w2","b9.w2","b10.w2","b11.w2","b12.w2","b13.w2","b14.w2","b15.w2","b16.w2","b17.w2","b18.w2","b19.w2","b20.w2","b21.w2","b22.w2","b23.w2","b24.w2","b25.w2","b26.w2","b27.w2","b28.w2","b29.w2","b30.w2","b31.w2","b32.w2","b1.w3","b2.w3","b3.w3","b4.w3","b5.w3","b6.w3","b7.w3","b8.w3","b9.w3","b10.w3","b11.w3","b12.w3","b13.w3","b14.w3","b15.w3","b16.w3","b17.w3","b18.w3","b19.w3","b20.w3","b21.w3","b22.w3","b23.w3","b24.w3","b25.w3","b26.w3","b27.w3","b28.w3","b29.w3","b30.w3","b31.w3","b32.w3"
"b1",1,2.20825966244488e-28,-7.00713837373375e-17,3.59228844184368e-17,6.6351952468699e-10,9.82285687509094e-17,-2.6321518720222e-16,3.08849270882449e-17,-1.34087003859932e-15,-5.90356238096689e-17,-2.70440981570533e-17,-5.75150180974356e-18,-1.34411751229462e-17,2.54417152408355e-21,-4.19072389888345e-17,6.09738005018592e-18,-6.15225297014387e-15,1.38644653114973e-16,6.38326096915222e-17,-3.32940465358098e-22,1.46649161636669e-21,1.84377339011108e-10,1.53645685509207e-16,1.61575130465581e-21,-7.8519756774258e-08,2.61780296775001e-16,8.84514317074521e-10,3.55525391396914e-10,8.42520953489847e-10,2.16492330220177e-33,0,-7.85113950363702e-22,1,-0.138656204496812,-0.0575819354483634,-0.0561813322986122,-0.0152962767954135,-0.00783330254985976,-0.0029367439757764,-0.00755823177321113,3.87233701424088e-11,-3.51680394841161e-11,1.18594248179106e-11,-2.48657781750127e-12,-2.51315780679184e-13,5.2365480553177e-15,-1.0373826749593e-12,-8.66369786868598e-13,-2.86537700285138e-12,-8.13167256997771e-13,2.28900867081496e-11,-1.52585379390557e-11,5.66195035064275e-12,-2.70027612546016e-12,-9.79889561894824e-13,1.08031069016372e-12,-2.73405055875358e-11,-2.18470706750564e-12,4.38163395988362e-12,-6.8568882123573e-13,1.90866785093052e-11,-1.19871134920488e-11,8.53880223426003e-13,-4.57407489220391e-12,1,0.0111594138371827,0.0363624176682709,-0.145799440817492,-0.0396962569234658,-0.0203286587654024,-0.00762131498370201,-0.019614806574861,-3.41980387699914e-13,2.09340856523528e-12,-4.06522030109089e-12,1.12352692278206e-12,2.10988228560618e-13,1.58760395230076e-13,-8.98412962577282e-13,4.92160961913544e-13,-4.64672676641573e-13,-6.37522062861981e-13,-1.61714232496869e-12,3.49458673683954e-12,-9.78425928539242e-13,-5.04071413896979e-13,-2.08910843108924e-13,6.38256166454869e-13,1.14572533536029e-12,4.78287745187729e-12,-2.02520604282059e-11,7.53261838255494e-12,8.38210957840476e-12,2.62101537283272e-13,2.40192944839472e-13,-1.89738038499115e-12
"b2",2.20825966244488e-28,1,-3.09952057758829e-30,6.1472225802434e-12,2.37575116278447e-23,4.34651372337705e-30,-1.16471951716605e-29,-6.85435482341558e-24,-4.80105825627245e-29,-2.61229574932476e-30,6.00264712049747e-24,1.27646868328251e-24,2.9830885357319e-24,9.45198853887373e-35,-1.85443077744851e-30,-1.35336074391989e-24,1.36541755216781e-21,4.96424205797084e-30,2.82464698018673e-30,-6.70147040222254e-24,6.05344930264348e-31,2.38011998034927e-30,6.79632368573873e-30,6.26226607805244e-35,-2.81142297276026e-21,-5.81041651126239e-23,3.16702951345816e-23,1.27296916325238e-23,3.01667104049129e-23,8.39072555157333e-47,0,-2.81112705401553e-35,-0.138656204496812,1,-0.145264007293732,-0.141730655613524,-0.038588464318104,-0.0197613524339912,-0.00740862902980714,-0.0190674215206739,1.60660699192856e-11,2.1115031136524e-11,-1.5434509019917e-11,-7.88237959923202e-13,-1.18369210135509e-13,-5.09017267616731e-14,-8.42317352881982e-13,1.02312473950573e-13,6.52254942622204e-12,-2.78176604841591e-11,-6.15912613686282e-12,1.110720613211e-11,6.8625419061255e-13,3.24532536723858e-12,2.74934540398902e-13,8.7549548821682e-14,1.83404480082958e-10,1.31174458107251e-11,-3.46582967454955e-11,-9.61889807765383e-12,-7.12656090057085e-12,-7.70660031352371e-13,-8.66585664180376e-13,-2.50813094684345e-12,0.0111594138371824,1,-0.180839632899188,-0.142452176165369,-0.0387849099705965,-0.0198619532640481,-0.00744634478455574,-0.0191644896973363,3.15851921113126e-13,1.2909243489024e-11,-5.41838166253194e-12,-5.24709460501038e-13,-1.09761982506355e-12,-4.6383036217229e-14,1.64365779693343e-14,-1.56360318539933e-13,4.75377875915423e-15,-5.4390557719572e-14,2.28553312883601e-13,-3.25324472001596e-13,-6.81802547018877e-14,-1.36056916776586e-13,2.16231370356884e-12,-2.5096413539504e-13,-6.57756425007605e-14,2.36598415954391e-12,-3.79790444968007e-14,3.23411454604813e-14,7.94222785244516e-13,-3.87835136307413e-12,-4.27436616180740e-12,1.37439159739405e-12
"b3",-7.00713837373375e-17,-3.09952057758829e-30,1,-5.04214795727401e-19,2.86285495079702e-19,-1.3795688036508e-18,1.85433882085102e-11,-4.33653318200374e-19,1.52357362570599e-17,8.29024042539217e-19,1.90508718116311e-12,-4.05118459868259e-13,-9.46755881385896e-13,-1.45034323467809e-23,5.88553177051325e-19,-4.29522201285082e-13,-4.33348552209234e-10,-1.57520156599708e-18,-8.96500457019893e-19,1.55655177725155e-22,-5.04982405866232e-12,-4.1904108480038e-12,-1.08241481372387e-11,1.0533831423846e-23,8.92273629367812e-10,-1.84407808598736e-11,2.0036463352092e-18,-4.04007801870394e-12,-9.57414108082506e-12,1.41141381382375e-35,0,2.69814278906186e-12,-0.057581935448366,-0.145264007293732,1,-0.474451401567785,-0.129177071131133,-0.0661522471457174,-0.0248008055261808,-0.0638292740954057,-1.16962405898613e-11,-1.6384889455261e-12,2.6272441013568e-12,1.00414309468433e-12,1.4697112909367e-13,5.96556913539733e-14,4.34582579538082e-13,1.59389452338862e-13,-3.22716489510333e-12,6.21666577545901e-12,1.79736706801899e-13,-1.87952206089729e-12,-2.69308079773484e-13,-9.17345598268361e-13,1.90493040630094e-13,-2.17500551586812e-13,-3.86101721400396e-11,-2.61531045365914e-12,7.42471909923992e-12,2.4904680553555e-12,-2.18177392080546e-12,2.55517343336275e-12,-6.68944495774852e-14,1.51543288170513e-12,0.0363624176682717,-0.180839632899189,1,-0.464173621775489,-0.126378779277437,-0.0647192273944104,-0.0242635593130651,-0.0624465756335318,-1.0146915290447e-13,2.71808242548328e-12,-2.3248768466452e-12,4.01352238787032e-13,-1.24859955981746e-13,-1.49393365712983e-14,-3.81950547823331e-13,2.48767553088572e-13,-1.81249802933004e-13,-4.21029700198621e-13,-3.08795270318387e-14,9.97680465565724e-13,-3.70716729022278e-13,-1.68803500705421e-13,-4.78154790137863e-13,2.49684201531791e-13,8.36688146342765e-13,-1.80603765736041e-11,-1.55806887346022e-12,6.48719843080606e-12,2.06525608667315e-12,1.34236330828358e-13,-1.47756366014012e-13,-4.07557137673794e-14
"b4",3.59228844184368e-17,6.1472225802434e-12,-5.04214795727401e-19,1,3.86475539444418e-12,7.07069520688309e-19,-1.89470854839282e-18,-1.1150328028539e-12,-7.81012594484963e-18,-4.24955451868692e-19,9.76481173756326e-13,2.07649660740277e-13,4.85274202583663e-13,1.53760310701154e-23,-3.01669697695424e-19,-2.20158083793723e-13,2.22119426187061e-10,8.07558534471397e-19,4.59499707927428e-19,-1.09016231554075e-12,9.84745423420766e-20,3.87186237244565e-19,1.10559258218199e-18,1.01871471161282e-23,-4.57348491300106e-10,-9.45210041675818e-12,5.15196818094191e-12,2.07080375996728e-12,4.90737239641621e-12,1.36496205270659e-35,0,-4.57300352691024e-24,-0.0561813322986157,-0.141730655613524,-0.474451401567785,1,-0.29837023758659,-0.152796943951684,-0.0572843320588001,-0.14743139405548,8.89733306416823e-13,1.89022282262059e-12,-8.82157197021925e-13,-2.08764441063779e-13,-4.36635074919777e-14,-3.02040352557642e-14,-2.18035063022793e-14,-9.63422399920441e-15,-4.47731285107783e-12,2.45939962206113e-14,-9.42888889150777e-13,1.65392194124231e-12,-4.60246579728594e-13,3.66820665062153e-13,1.18190850527601e-13,4.74421543533874e-14,-2.36495034923071e-12,3.79341144357468e-14,3.71420947738119e-13,1.70266916542125e-13,1.72262487826946e-14,-1.72295696141259e-13,-2.44643881407319e-13,2.63828987037543e-13,-0.145799440817493,-0.142452176165369,-0.464173621775489,1,-0.298370237588321,-0.152796943951518,-0.0572843320596261,-0.147431394055422,-4.36429877170314e-14,-7.00352720127484e-12,3.92049849435383e-12,-4.43384492658522e-14,3.54102529653027e-13,8.20497799405364e-15,3.52783179852562e-13,-1.14624683182343e-13,1.84867274814682e-13,2.56996205654027e-13,-6.69978785462678e-13,-3.58062712570178e-13,4.09083083661265e-13,2.17255530874156e-13,-2.21714787517338e-13,-1.26557860284942e-13,-1.16561728907439e-12,1.55831683214115e-11,2.64952970474181e-12,-6.03829265105809e-12,-3.26874678951948e-12,6.66287531438036e-13,1.35566522243122e-12,-2.29794887433883e-13
"b5",6.6351952468699e-10,2.37575116278447e-23,2.86285495079702e-19,3.86475539444418e-12,1,1.0569122578887e-11,1.07748456512501e-18,3.32274789465541e-12,-1.44278459137309e-10,-6.35227023673431e-12,-2.90987023521394e-12,-6.18786703003789e-13,-1.44609542244811e-12,1.4677921634324e-12,1.71588304019114e-19,6.56061245517848e-13,-6.61905958142245e-10,1.49160536441351e-11,-2.73779357295851e-19,-6.15916357427903e-21,-3.07371045770806e-19,6.40052204306337e-12,-6.27577408195247e-19,2.43512247235426e-12,-1.06556536756799e-16,2.81668365987785e-11,1.17126857804101e-18,2.36542845342868e-19,1.14335975348934e-18,3.26278763874367e-24,0,-3.72312420184825e-21,-0.0152962767954152,-0.0385884643181037,-0.129177071131133,-0.29837023758659,1,-0.136784444428996,-0.0512811665761771,-0.131981182383492,-4.18752955044641e-12,-9.57824162165959e-13,1.55849962710053e-12,1.86552612893304e-13,2.29040415349372e-14,5.10651401980783e-15,1.50884220486847e-13,1.72534660421225e-14,1.1816327931527e-11,3.80628238528518e-12,-1.95774855431075e-12,-1.59972999980223e-12,-5.08985213788743e-13,-1.89502840897741e-13,-3.37406018272655e-13,-1.72211317288524e-13,-1.44659516976215e-11,-8.58568153535438e-13,2.62989004949193e-12,7.0371998113649e-13,2.20683412929772e-13,7.58609293018444e-13,6.85917349766397e-13,2.68681739812199e-14,-0.0396962569234663,-0.038784909970596,-0.126378779277438,-0.298370237588321,1,-0.136784444428581,-0.0512811665762763,-0.131981182383842,6.72291512421164e-14,1.05711447374009e-12,-2.00367876161698e-13,-2.59391669527125e-13,7.29304926769117e-14,-2.08593760088987e-14,5.12066217166718e-14,-7.43764759135604e-14,2.02483103302976e-14,-2.29913080768527e-13,5.43412206118406e-13,-4.07581253257987e-13,4.35746693574796e-14,2.88127419275754e-14,-7.11183774221242e-14,-5.06154092722429e-14,-2.17845864105653e-13,-3.67484476155531e-12,1.86595206074267e-12,1.51818740744802e-13,-7.86809497882055e-15,3.49470276681278e-13,-2.95262533161145e-13,1.39935990110834e-13
"b6",9.82285687509094e-17,4.34651372337705e-30,-1.3795688036508e-18,7.07069520688308e-19,1.0569122578887e-11,1,-5.18215708840454e-18,-3.04933098461112e-12,-2.1358678652843e-17,-1.16214377449579e-18,-5.32440706048932e-19,-1.13220632364239e-19,-2.64530741000216e-19,4.17601611001254e-23,-8.24989108875739e-19,6.02076577820966e-13,6.07440110180714e-10,2.20818694764118e-18,1.25661363228615e-18,-2.9813165305093e-12,2.69470817972187e-19,5.87384823253821e-12,1.51725942169341e-11,2.77849569367053e-23,-1.25073174695153e-09,5.15389565253842e-18,-2.80859295817509e-18,5.66312134731537e-12,1.3420414775751e-11,3.72286877006483e-35,0,-1.02270448348265e-22,-0.00783330254985937,-0.0197613524339912,-0.0661522471457174,-0.152796943951684,-0.136784444428996,1,-0.0716013490502227,-0.184278777936037,-2.58645422422692e-13,-2.17177597524931e-13,2.37079187636514e-13,-3.39019169087765e-15,4.78660514041635e-15,6.97308865563618e-15,-2.06920264756589e-14,-1.36202834007603e-14,-2.79213576325543e-12,8.79386954995379e-13,1.82839636834805e-13,1.23666774529914e-13,-1.07701909481415e-13,-2.33471143911142e-14,6.34204030425482e-14,1.67243419451897e-14,-7.44360710700861e-12,-2.69930797016371e-13,1.32150640446901e-12,4.74103056342837e-13,1.62814662242924e-13,4.72214545662283e-14,-6.89975908381263e-14,-6.76629895904662e-14,-0.0203286587654017,-0.0198619532640472,-0.0647192273944106,-0.152796943951518,-0.136784444428581,1,-0.0716013490497104,-0.1842787779363,2.18078970753952e-14,7.01383339567307e-13,-2.13982376328211e-13,-2.06466397489762e-14,-7.7164056769924e-14,-1.54556188299145e-14,2.60532979007679e-14,-3.89944406272905e-14,1.00766202469687e-14,-2.81680939035733e-13,3.07787981929094e-13,-1.64281337710977e-13,2.231481386563e-14,1.47551543701639e-14,-3.64200893983161e-14,-2.59204132371769e-14,-2.414704150002e-13,-5.64480485543622e-12,2.1637960970298e-12,6.55809225353294e-13,1.14369042484528e-13,2.40576290890087e-13,-2.11710427618179e-13,1.21700862091816e-13
"b7",-2.6321518720222e-16,-1.16471951716605e-29,1.85433882085102e-11,-1.89470854839281e-18,1.07748456512501e-18,-5.18215708840454e-18,1,-1.62898765837327e-18,5.72319422781242e-17,3.11416890849711e-18,1.42677825662102e-18,-1.52179821965097e-12,-3.55642005354599e-12,-5.44810955529725e-23,2.21085747930373e-18,-3.21682358473881e-19,-1.62784252155189e-09,-5.91713085475485e-18,-3.36763918348333e-18,-2.63155535672686e-25,-1.89692991651314e-11,-2.8389167203219e-18,-4.06601302981509e-11,3.95695765516491e-23,3.35176141084803e-09,-1.38108667289006e-17,7.52655266983968e-18,-1.51762611313544e-11,-3.59645691192965e-11,5.30187400053937e-35,0,1.01353784134638e-11,-0.00293674397577729,-0.00740862902980694,-0.0248008055261807,-0.0572843320588001,-0.0512811665761772,-0.0716013490502226,1,-0.162717284498881,-4.08030783557701e-15,-8.13350342338823e-15,2.5773186567352e-14,-9.85765941112242e-15,-2.90923731393886e-15,-2.57716545194791e-15,9.26252750705458e-15,-1.45291867929438e-15,-1.43359373415208e-12,2.90644180906977e-13,8.3637679803205e-14,1.09852963860352e-13,-4.43782487056401e-14,6.85920054142206e-15,3.51443049459513e-14,8.18255932032341e-15,-2.82199226212544e-12,2.54908208735868e-14,4.45935334574681e-13,1.88103296438008e-13,1.23838263829578e-14,2.16886305095377e-15,-6.14073886006929e-14,6.77846057511719e-14,-0.00762131498370176,-0.00744634478455542,-0.0242635593130652,-0.0572843320596261,-0.0512811665762762,-0.0716013490497104,1,-0.162717284498685,3.87589182422232e-14,-6.28750578826739e-13,6.96768308342407e-13,-1.49125966457779e-13,1.44218447074374e-15,7.36451885977599e-14,7.57569340662498e-16,-6.26639837129772e-14,1.04054771053901e-14,3.607278134681e-12,-5.52799509899785e-13,-1.06812171752797e-12,8.36593436996818e-15,5.53178053779939e-15,-1.36540721635276e-14,-9.71769146255468e-15,4.62875109332504e-12,5.03765759847519e-13,-3.63470106223981e-13,-7.0539477763867e-13,-1.75746810199667e-13,-5.16331996561827e-14,7.65652007629336e-14,1.73410064332359e-13
"b8",3.08849270882449e-17,-6.85435482341558e-24,-4.33653318200373e-19,-1.1150328028539e-12,3.32274789465541e-12,-3.04933098461112e-12,-1.62898765837327e-18,1,-6.71476703457205e-18,-3.65356458115497e-19,-1.67367601401616e-19,1.78528109195006e-13,4.17217565005595e-13,1.28315787433228e-23,-2.59362430632343e-19,-1.89282305018865e-13,1.90968581556382e-10,-4.30347781520416e-12,3.95057780192544e-19,1.03724901184557e-23,8.46641106241856e-20,3.32994781833433e-19,9.50826052360299e-19,8.11465598629136e-24,-3.93208258089464e-10,1.62007800462022e-18,4.42943722910375e-12,1.78038663030713e-12,4.21914445657359e-12,1.08727177155618e-35,0,-3.93166870727372e-24,-0.00755823177320423,-0.0190674215206749,-0.0638292740954062,-0.147431394055481,-0.131981182383491,-0.184278777936037,-0.162717284498881,1,-1.42084818452247e-12,-1.13543609327851e-12,1.00885727698034e-12,4.67560075704077e-14,3.50643655396582e-15,-1.75416373903184e-15,5.83453406506312e-14,4.52969851159351e-15,2.17170705496093e-12,1.33963415460241e-12,-1.34056943498493e-14,-6.7933468819225e-13,-5.35991187336899e-14,-2.18917952908119e-13,-8.18046763973614e-14,-7.92120757895771e-15,-6.79290798662235e-12,-1.87086294959551e-12,1.84638783897419e-12,1.84753701759423e-13,6.13179917868145e-13,1.02103278032508e-14,1.72766159383713e-13,1.50444477043025e-13,-0.0196148065748616,-0.0191644896973349,-0.0624465756335321,-0.147431394055422,-0.131981182383843,-0.184278777936299,-0.162717284498684,1,7.19266259055735e-15,-1.74613072551214e-13,1.43034293927227e-13,-3.13926771641351e-14,1.48782586618316e-14,-1.21421787671999e-14,3.04513622994805e-14,-9.29430856349668e-15,9.11844311841478e-15,-6.10339685697178e-13,3.57907191114979e-13,-6.67343389547307e-14,2.15312167194483e-14,1.42370188901158e-14,-3.51411776453622e-14,-2.50102034637515e-14,-8.21343920810722e-13,1.57744737040857e-12,-1.15351146673949e-13,-3.67734305938469e-13,-1.07607932329346e-13,1.03330299363175e-13,3.40849968885411e-13,-7.28909606408705e-14
"b9",-1.34087003859932e-15,-4.80105825627245e-29,1.52357362570599e-17,-7.81012594484963e-18,-1.44278459137309e-10,-2.1358678652843e-17,5.72319422781242e-17,-6.71476703457205e-18,1,-3.97895141312182e-11,5.88043762199734e-18,-7.75194547517126e-12,-1.81161825427952e-11,-7.57912670988448e-22,9.11286765753614e-18,-1.32580731050845e-18,1.33770239327919e-15,-3.01430307344701e-17,8.60613496358496e-11,4.06977718016162e-11,9.66284227032742e-11,-1.293453572032e-17,-3.34074204270444e-17,-5.1540067912011e-22,1.70736641468929e-08,-5.69212068715947e-17,3.10231186337057e-17,-1.09363344848002e-21,-1.83201278093273e-10,-6.90578393458538e-34,0,2.58144926260328e-11,3.87233701424088e-11,1.60660699192856e-11,-1.16962405898612e-11,8.89733306416765e-13,-4.18752955044643e-12,-2.58645422422743e-13,-4.08030783558499e-15,-1.42084818452235e-12,1,0.102235223314143,-0.274822888849469,-0.0590249841170512,-0.010133556530505,-0.00553614240345968,-0.00248296890657357,-0.0132402285565775,5.42403761228502e-11,-1.0533521913618e-11,1.19792560385798e-12,-5.97325918611851e-12,9.48402575182275e-13,-1.84056026737589e-12,-1.42045554215679e-12,-1.49906181714332e-13,6.38110117602679e-13,-3.23213361680503e-12,1.07502578940674e-12,-1.12469995864544e-12,3.4496089335648e-12,-5.39200119415606e-13,2.58919387762111e-12,-7.21278907942669e-13,-3.41980387699913e-13,3.15851921113135e-13,-1.01469152904468e-13,-4.36429877170341e-14,6.72291512421172e-14,2.1807897075395e-14,3.87589182422227e-14,7.19266259055789e-15,1,0.0266326527367561,0.0923649521121974,-0.179448777647503,-0.0308082138400734,-0.0168310758916218,-0.00754876501701339,-0.0402531718691766,6.28568296103771e-12,-9.94408185200863e-14,-1.28426490889331e-13,-9.13551060210031e-13,-1.12298304226008e-13,-6.75442516219502e-14,-3.82433885949862e-14,-4.37017177185225e-14,-1.28570547671472e-13,-4.11603645196042e-13,-3.97825365752422e-13,1.16759645519196e-12,-3.11086796528802e-13,-1.23655470209051e-13,-7.84272579926751e-14,7.64394738784732e-14
"b10",-5.90356238096689e-17,-2.61229574932476e-30,8.29024042539217e-19,-4.24955451868692e-19,-6.35227023673432e-12,-1.16214377449579e-18,3.11416890849711e-18,-3.65356458115497e-19,-3.97895141312182e-11,1,3.19959504428811e-19,-3.41301486120349e-13,-7.97616552448211e-13,-2.85901443194855e-23,-2.4876087207898e-12,-7.21382790375206e-20,-3.65084585506409e-10,-1.32713281056051e-18,3.78909612072672e-12,1.79183542641984e-12,-1.65670089825752e-19,-6.3662940675082e-19,-1.81780233295497e-18,-1.67440121813491e-23,7.51716709761201e-10,-3.09713023296033e-18,1.68801854196825e-18,-6.32232470042012e-23,-8.0659582388252e-12,-2.24350752738367e-35,0,-1.04047547116938e-21,-3.51680394841161e-11,2.1115031136524e-11,-1.63848894552615e-12,1.89022282262062e-12,-9.57824162165925e-13,-2.17177597524861e-13,-8.13350342346924e-15,-1.13543609327857e-12,0.102235223314143,1,-0.386770340592172,-0.0830684565855767,-0.0142613998678862,-0.00779125673251822,-0.00349439136509386,-0.018633556069128,4.06726557547573e-11,2.4583307303444e-12,-1.23956066636316e-12,-6.35758786911088e-12,3.99829372189839e-13,-1.59592478686625e-12,-1.17301007204073e-12,-2.01113972149506e-13,5.02574814573328e-12,-2.35606372880254e-11,1.08210249685098e-11,-1.57082663904755e-12,2.43943422557898e-12,1.53324586306925e-13,2.22089058099828e-12,-5.13274270478407e-14,2.09340856523528e-12,1.2909243489024e-11,2.71808242548328e-12,-7.00352720127485e-12,1.05711447374009e-12,7.01383339567285e-13,-6.28750578826747e-13,-1.74613072551189e-13,0.026632652736756,1,-0.424306163980918,-0.0813511913239152,-0.0139665754831754,-0.00763018892087904,-0.0034221521883731,-0.0182483465704354,3.08273766492962e-13,2.53319155047764e-13,5.3096492335059e-14,-1.27156649071437e-12,1.60571791433417e-12,7.08047225032787e-14,-7.80694324475494e-13,-8.38535411382789e-14,-5.38229485734447e-13,2.43283302357226e-11,-7.75182142324348e-12,-3.66697520009069e-12,-8.54933106650108e-13,-7.83556843771229e-13,1.80086519109653e-12,7.49262747301025e-14
