"","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","b17","b18","b19","b20","b21","b22","b23","b24","b25","b26","b27","b28","b29","b30","b31","b32"
"$w_1$",14.75272990809,1.04480966511912,0.49388676051568,0.123980595583554,0.123310222797962,0.0849527928075266,0.135413902193633,0.0199233816739351,14.1323946417249,1.02390373891889,0.487329551545484,0.144749228508272,0.21752432584257,0.198188545278507,0.391668267847841,0.0760435494956382,12.9726947715145,0.86070297601255,0.394946397443409,0.0824690823735802,0.0725122686743732,0.0468330355751202,0.073710781916375,0.0139096372802227,14.2547717112974,0.933522620891039,0.417419114163384,0.0855703989487518,0.079888922669088,0.0537062964277803,0.0849243671964583,0.0132713634217793
"$w_2$",0.502156508348192,0.314413204872111,0.162538987288917,0.0586427126360276,0.0235781314350477,0.013396931926749,0.00902613453795365,0.00577881726580554,0.0417585638036688,0.0379747591921672,0.0328802066234717,0.0299743131511021,0.0289665638234321,0.0284674053500891,0.0281668315399931,0.0278806877533794,0.573160825000464,0.316287527075033,0.156962761351434,0.0413031690963685,0.0141989487511874,0.00729670085700515,0.00466248803466858,0.00278445047723885,0.690691219597503,0.35830321288636,0.164356856382981,0.0410916608473872,0.0149987707692725,0.00821387727460367,0.0055025776718796,0.00355513227062996
"$w_3$",0.293020587753089,0.339370795937719,0.158621407379566,0.0586257842464598,0.0235440257122304,0.0133851303812018,0.00903137869706082,0.00577740166713279,0.035893635494267,0.0385428899316441,0.0328164140779353,0.0299744428444831,0.0289652052924473,0.0284673775113011,0.0281668377946698,0.027880572109361,0.320171730958551,0.346192241253105,0.151753988494397,0.0413357027491481,0.0142035207422671,0.00729696162392504,0.00465949123444501,0.00278395048662378,0.372135669543345,0.397499040726568,0.157536874273472,0.0410806536905799,0.0150253703877184,0.00821406705062694,0.00549533171324881,0.00355680680287266
