b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16
6.92634684397218,-6.83312373372906,-5.13647390997197,-8.7220554190074,-1.57992282689881e-06,1.60500164426259e-06,-1.71557527617826e-06,-1.55875939318217e-06,-1.02491896061846e-05,-9.1470794054211e-06,9.16270872830536e-06,-8.27063667105777e-06,-3.38723559805625e-06,-1.76320273597275e-06,-5.61913228930483e-07,1.80001832004871e-06
-6.83312373372905,6.75413673173203,5.12016148757628,8.54471221369663,1.54478526457788e-06,-1.56930430170529e-06,1.67739081021066e-06,1.52410742981856e-06,1.00318668186714e-05,8.95320040049242e-06,-8.96849465717463e-06,8.09538563992399e-06,3.32366750771054e-06,1.72875237407764e-06,5.49614673895889e-07,-1.76516497444302e-06
-5.1364739099713,5.12016148757562,7.33451881658382,3.12903495516814,3.92428860523964e-07,-3.98532943528076e-07,4.24265866449021e-07,3.88097509924976e-07,3.21971175060704e-06,2.87748196129188e-06,-2.88228973229616e-06,2.60468963078714e-06,1.44138239970094e-06,6.92311528909509e-07,1.63101149109266e-07,-7.19696751957056e-07
-8.72205541900805,8.54471221369728,3.12903495516947,14.1625243089917,2.73118962984587e-06,-2.77466176547947e-06,2.9674525494593e-06,2.69372647663853e-06,1.707830285335e-05,1.52380460285439e-05,-1.52641882886895e-05,1.37752098688645e-05,5.28379566874609e-06,2.80593997545703e-06,9.49245337244339e-07,-2.85214018063736e-06
-1.57992282689897e-06,1.54478526457804e-06,3.9242886052424e-07,2.73118962984593e-06,2.86864385538115,-2.91408500653034,3.12120841444056,2.82542545630265,1.75035125081775e-06,1.56576658678135e-06,-1.56565311034815e-06,1.4128206791443e-06,3.12545914508606e-07,2.2220891863522e-07,1.32842208851465e-07,-2.14867750694535e-07
1.60500164426275e-06,-1.56930430170545e-06,-3.98532943528357e-07,-2.77466176547953e-06,-2.91408500653034,2.96079840140484,-3.17222602765905,-2.87074386704458,-1.77825751567152e-06,-1.5907299023456e-06,1.59061457644013e-06,-1.43534540387171e-06,-3.17530193578586e-07,-2.25751477303889e-07,-1.3495892507473e-07,2.18293308559245e-07
-1.71557527617846e-06,1.67739081021086e-06,4.24265866449328e-07,2.96745254945941e-06,3.1212084144406,-3.1722260276591,3.41224363249749,3.06759053255512,1.90255187185627e-06,1.7019134141083e-06,-1.70178975450085e-06,1.53566513466533e-06,3.39745902058096e-07,2.41521851686913e-07,1.44364523422885e-07,-2.33544552246623e-07
-1.55875939318231e-06,1.5241074298187e-06,3.88097509925244e-07,2.69372647663856e-06,2.82542545630262,-2.87074386704454,3.06759053255504,2.78940396178028,1.7259287225143e-06,1.54392171638249e-06,-1.54380992444245e-06,1.3931116033594e-06,3.08172737668142e-07,2.1911442307243e-07,1.31005491247494e-07,-2.11874223410649e-07
-1.02491896061854e-05,1.00318668186722e-05,3.21971175060864e-06,1.70783028533499e-05,1.75035125081772e-06,-1.77825751567149e-06,1.9025518718562e-06,1.72592872251429e-06,2.9319601713653,2.4808199801456,-2.50153359088164,2.16874265866634,3.11867775289369e-06,1.87725712986481e-06,8.69868777189298e-07,-1.86840923047787e-06
-9.14707940542186e-06,8.95320040049318e-06,2.87748196129334e-06,1.5238046028544e-05,1.56576658678134e-06,-1.59072990234559e-06,1.70191341410826e-06,1.5439217163825e-06,2.48081998014563,2.236976773857,-2.22770689714818,2.01358443864028,2.76832087138252e-06,1.67136897922068e-06,7.78439202298915e-07,-1.66238839498271e-06
9.16270872830612e-06,-8.96849465717539e-06,-2.88228973229762e-06,-1.52641882886896e-05,-1.56565311034815e-06,1.59061457644012e-06,-1.70178975450081e-06,-1.54380992444246e-06,-2.50153359088167,-2.22770689714817,2.23548280393308,-2.01777380989471,-2.77132811737395e-06,-1.67309543228576e-06,-7.79284446914129e-07,1.66417345422585e-06
-8.27063667105854e-06,8.09538563992476e-06,2.60468963078848e-06,1.37752098688648e-05,1.41282067914431e-06,-1.43534540387171e-06,1.53566513466531e-06,1.39311160335943e-06,2.16874265866639,2.0135844386403,-2.01777380989473,1.8847602584989,2.4874617998254e-06,1.50564327528028e-06,7.0452645575219e-07,-1.49680971371828e-06
-3.38723559805657e-06,3.32366750771086e-06,1.44138239970146e-06,5.28379566874621e-06,3.12545914508623e-07,-3.17530193578604e-07,3.3974590205811e-07,3.08172737668164e-07,3.11867775289386e-06,2.76832087138264e-06,-2.77132811737407e-06,2.48746179982548e-06,1.67023463681166,0.518280379940926,-0.158690687103816,-0.618019089548264
-1.76320273597284e-06,1.72875237407773e-06,6.92311528909755e-07,2.80593997545698e-06,2.22208918635219e-07,-2.25751477303888e-07,2.41521851686908e-07,2.19114423072431e-07,1.87725712986482e-06,1.67136897922067e-06,-1.67309543228574e-06,1.50564327528026e-06,0.518280379940895,0.382991393721619,0.198049252807957,-0.350059929701194
-5.61913228930435e-07,5.49614673895843e-07,1.63101149109317e-07,9.49245337244197e-07,1.32842208851454e-07,-1.34958925074719e-07,1.44364523422871e-07,1.31005491247485e-07,8.69868777189216e-07,7.78439202298832e-07,-7.79284446914047e-07,7.04526455752109e-07,-0.158690687103858,0.198049252807941,0.382491263189398,-0.15736638020791
1.80001832004882e-06,-1.76516497444313e-06,-7.19696751957312e-07,-2.85214018063732e-06,-2.14867750694537e-07,2.18293308559246e-07,-2.33544552246621e-07,-2.11874223410653e-07,-1.86840923047789e-06,-1.66238839498271e-06,1.66417345422585e-06,-1.49680971371826e-06,-0.618019089548239,-0.350059929701197,-0.157366380207929,0.35961857715099
