a_11,a_12,a_13,a_14,a_21,a_22,a_23,a_24,a_31,a_32,a_33,a_34,a_41,a_42,a_43,a_44
0.884794272333582,0.41844387911107,0.0696060845935022,0.0988410972259888,0.278323329899231,0.724839171241186,0.258140302964218,0.196298111316132,0.104568445358556,0.108652585406521,0.966188533909217,0.0357044756940535,0.105848834234398,0.10555616180463,0.0122401569667645,0.765484034317539
0.850559077159465,0.301932303023223,0.0697480448247326,0.10239274579196,0.331956287891741,0.624133925925244,0.334487260007392,0.355826601360781,0.0712082464795057,0.10268342609201,0.879046007228545,0.0337112031985979,0.107650815742948,0.0621757278607164,0.018197159841841,0.842543942106032
0.87151041340197,0.0919990433652914,0.194659451326504,0.0405208125951233,0.545566105494318,0.707316834349375,0.194832759756107,0.123480017362822,0.088420852995754,0.133203208073241,0.903831493441715,0.0265320191740047,0.0879650187299678,0.0330757877756485,0.0282664661607936,0.880834324803471
0.827121385167356,0.153466930439147,0.113473628046637,0.135424117867611,0.409469112559593,0.676754800774063,0.131721682874617,0.267317735898479,0.0722071958207012,0.0931914255001626,0.916441260396419,0.0119577155360969,0.0695999804598797,0.0501685888288197,0.0210279787376107,0.810686884186329
0.894272875973576,0.131952360000789,0.0877123241494582,0.184484777326503,0.325927236820238,0.69571608686924,0.122341954751849,0.294135844879285,0.0924048748705101,0.13604472676687,0.792960785967312,0.0126298028596435,0.0939797560908368,0.062983422479237,0.0304014395751316,0.751334439740886
0.740879595387213,0.251105277609258,0.108534608762275,0.0375644491181283,0.348664415068011,0.670366065336251,0.136964683529597,0.280482448444513,0.0436296580715898,0.0393080956014469,0.756880926270052,0.0373179804734308,0.0170307860382398,0.0158705714154579,0.00388839811031371,0.706873578455772
0.843311894455193,0.345042055182942,0.0365006949104924,0.100647183083412,0.327039982586141,0.715732674717371,0.339161170285374,0.278761815045854,0.0749815950643432,0.125014346610844,0.963849993813456,0.045638149401997,0.0848688648860163,0.0248253848323687,0.024614559082508,0.924142870654264
0.758714853854599,0.346641340208478,0.0717961315280923,0.0741876826213615,0.266339901557128,0.712011668299078,0.210237067345043,0.292155334310708,0.0541008204563021,0.0246634511006586,0.964288835824737,0.0347407684503435,0.0274462015841345,0.0494610347632736,0.0113301736191922,0.907834474082626
0.865431769215463,0.364148973614225,0.166508596616779,0.152185944431061,0.324942898755346,0.715576503263755,0.33785002481918,0.153610230233201,0.0537334359504219,0.0674410837040716,0.861516846762505,0.0265279042897455,0.0393862841246207,0.00982250808531463,0.0207551581773669,0.836967837693246
0.907924142633833,0.290980436283677,0.0909273650432659,0.136372122283419,0.318034822767048,0.743466670628503,0.349955015312639,0.264919662920347,0.0859226294725446,0.0435217873889356,0.875443704457318,0.0234804528352684,0.0687645297076774,0.0350458639248701,0.0119202755038223,0.906696458891879
