b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32
80.5670950348922,0.920207688542621,0.920207688644499,-1.56281517963191,-0.475312545971523,-0.17433120694105,-0.0740181039222648,-0.0758347069450637,-2.5549807541831e-12,2.38809987292656e-11,-3.09367565501558e-12,6.84328565099567e-13,-1.2389971817199e-14,6.54487570022265e-14,4.16533642905401e-13,-2.9403989827709e-13,4.219301502379e-12,-2.09619773124639e-10,5.33170366715858e-11,-8.11062104862087e-11,1.65686207661674e-10,1.72166869647126e-11,7.41661992788942e-11,-4.55818880786305e-12,3.85020080965908e-09,-1.0659781576662e-09,1.08105258867081e-10,9.73240305366194e-11,-2.63576902340473e-11,1.58411105942011e-11,2.71114724007862e-10,1.24615940940234e-11
0.920207688542632,84.3978231765542,-4.68396340720248,-1.56281517962805,-0.475312545943111,-0.174331206826733,-0.0740181042862236,-0.0758347069060984,-1.55734720936755e-12,-1.32944912981033e-11,1.56303763938334e-11,-1.31628149023465e-12,2.65503257234265e-13,-5.10451089215688e-13,-7.47144153344376e-13,7.9190585586969e-14,-7.85595522219312e-10,8.96585400056765e-11,6.0923024979566e-11,-6.52936241480386e-11,7.10119195668159e-13,4.39864929238364e-11,7.13292695814583e-11,3.03966671610057e-12,1.91867591473921e-10,-1.45746436322247e-09,3.54718932670626e-10,2.11110287603176e-10,-5.84422854513143e-10,1.84524126811752e-10,-6.91439005144706e-10,6.84871030836591e-11
0.920207688644514,-4.68396340720247,7.94892699463537,-1.5628151796137,-0.475312545926018,-0.174331206986194,-0.0740181042658273,-0.0758347069187265,-1.87608986222949e-12,1.27513476276632e-11,-2.15642973136689e-12,-2.0578514031194e-13,8.25584609227882e-14,1.16977860592281e-13,1.96547905419346e-13,-1.93895997744777e-14,8.60418033222363e-11,-1.29501499882215e-10,2.21961154366164e-12,3.82508695509784e-12,2.59951443791301e-12,1.10912013811822e-11,2.09058291034785e-11,-1.07688129466011e-11,-8.2393284590223e-11,-2.40299192171192e-10,2.68960025724363e-11,-2.4389246351678e-11,7.52571701714308e-11,-5.10365774754101e-11,4.1049934891245e-11,1.36663677994531e-11
-1.56281517963193,-1.56281517962805,-1.5628151796137,1.4260863410987,-0.475312545935851,-0.174331206957027,-0.0740181042831346,-0.0758347069026316,-1.39355016212468e-12,8.59309936775538e-12,-1.6062287640908e-12,-5.53295093223931e-14,6.58730757354155e-14,8.82502453148936e-14,1.59143236086505e-13,-4.08048589521621e-14,3.98156910569128e-11,-8.935443903213e-12,-8.75991998751139e-12,-1.40771608144908e-12,-8.80995769122031e-12,1.06181076572352e-11,2.01072677033849e-11,1.55044822634428e-12,-2.73922593809149e-10,1.87428867692492e-10,-2.33527608911531e-11,-3.99610621915599e-11,2.8938306263498e-11,-4.77143666024948e-11,2.21143268709442e-10,-2.22695327946013e-12
-0.475312545971527,-0.475312545943107,-0.475312545926019,-0.475312545935851,1.77951533504527,-0.174331206939975,-0.074018104311902,-0.075834706917982,-3.42654981111173e-13,9.14199189473599e-12,-1.1103397080026e-12,2.66708663538655e-13,-2.37773946932895e-13,-8.95245046473927e-14,-1.53442303192196e-13,1.77959390466199e-14,6.63393715975931e-11,-1.48862124407794e-11,-1.8034349558357e-13,8.03951447182755e-12,7.11618901993242e-12,-1.68429906576028e-11,-2.402491164117e-11,3.22092880960702e-12,-1.93195649893492e-10,1.45519786738857e-10,-6.98714870090596e-12,-2.98834497836729e-11,4.62489265914543e-11,4.77840059074979e-11,-1.72346044588894e-10,2.35863914226794e-11
-0.174331206941045,-0.174331206826733,-0.174331206986194,-0.174331206957027,-0.174331206939975,0.912798919636355,-0.0740181042138259,-0.0758347069305158,1.30451398973444e-11,1.73496408260275e-12,5.43974051329852e-12,-9.41893799838939e-13,-8.21202501032485e-14,-8.23434914877217e-15,9.38474475218094e-14,-4.42040486465868e-14,3.17675194109648e-11,-2.66264835934006e-11,-9.88091823365425e-12,-3.19736174516527e-12,-1.75410614450214e-12,1.36094996265311e-11,2.62182663214502e-11,-7.90076399138519e-13,1.11206444251347e-09,2.0949809423854e-11,-1.30462889988927e-10,6.02880638723164e-11,1.60821715088928e-11,1.62112470380407e-11,-2.00070796088783e-10,1.91060081184651e-11
-0.074018103922262,-0.0740181042862236,-0.0740181042658283,-0.0740181042831345,-0.0740181043119018,-0.0740181042138258,1.170734424213,-0.0758347068959466,2.21732403828664e-11,9.58461845831958e-13,1.04342785675705e-12,-1.42787773436371e-13,-1.66233167674598e-13,-2.64890117507015e-14,8.0331629487339e-14,-1.77649655334095e-13,-9.07265556707217e-12,1.7244797323793e-10,5.81445578490836e-12,-4.92771612173864e-11,6.67694150542963e-11,-2.93014308760892e-12,1.2091683430477e-11,2.64765058218658e-11,1.60993525737344e-09,-5.15151636326597e-10,3.63160601199825e-11,5.50266785694552e-12,-8.08948559454882e-11,2.8212607037441e-10,4.72078718916243e-11,-2.27539242004712e-11
-0.075834706945062,-0.0758347069061003,-0.0758347069187246,-0.0758347069026317,-0.0758347069179821,-0.0758347069305161,-0.0758347068959466,0.185528340854574,-8.21391197282067e-12,-1.77830308326122e-11,-4.57392289727598e-13,5.33222004939472e-13,4.06402188685036e-14,-7.86602399595812e-14,-2.26648943328342e-13,1.10145148618184e-13,-7.71786984248528e-11,2.60688892913822e-11,9.78468475613377e-12,1.40084977351423e-11,-1.00740437178046e-11,-1.7681116634512e-11,-4.03660434504435e-11,-4.78761075879076e-12,-5.32382651836168e-10,-1.75239633590621e-11,5.73398115512313e-11,2.73929388280557e-11,-3.39977263619504e-11,-5.42348920229907e-11,-5.638730700644e-11,-1.70467568893202e-11
-2.55498075418286e-12,-1.55734720936738e-12,-1.8760898622296e-12,-1.39355016212467e-12,-3.42654981111157e-13,1.30451398973444e-11,2.21732403828664e-11,-8.21391197282066e-12,0.22986692360052,0.0135041575713243,0.0135041575797778,-0.00611035305714572,-0.00100910497198076,-0.000450393394045189,-0.000265276190081918,-0.000643403516066323,-7.42198546190796e-11,3.39030839020893e-12,7.9525629189043e-12,-4.10363023802776e-12,9.42900763942555e-13,6.12358515715417e-13,-1.39237191755682e-15,5.16386092111237e-16,4.51756318540978e-11,-1.41795915728854e-10,2.97700181512101e-11,2.57204493092881e-11,-4.97946823832607e-11,9.99029993903145e-12,-8.7926220822688e-11,7.55079796725628e-12
2.38809987292663e-11,-1.32944912981033e-11,1.27513476276632e-11,8.59309936775538e-12,9.14199189473602e-12,1.73496408260272e-12,9.58461845831956e-13,-1.77830308326121e-11,0.0135041575713243,1.11848369618798,-0.136840992582804,-0.00611035305731881,-0.00100910497171145,-0.00045039339412664,-0.000265276190540896,-0.000643403516041201,-2.23370317283946e-10,5.03702049843127e-11,4.79932204390009e-11,-3.66832998322309e-13,-4.12667016888073e-11,1.3798135953916e-11,-6.8538883880043e-11,3.84992046758198e-12,-2.7923070030149e-11,3.94481205082305e-10,-9.80225869506261e-11,1.47068107295376e-10,-1.80041825816813e-10,-1.57466098567133e-10,-2.64972740924858e-10,4.1232936023926e-11
-3.09367565501564e-12,1.56303763938334e-11,-2.15642973136693e-12,-1.60622876409079e-12,-1.11033970800261e-12,5.43974051329853e-12,1.04342785675705e-12,-4.57392289727597e-13,0.0135041575797778,-0.136840992582804,0.0929916795525222,-0.00611035305706161,-0.00100910497196529,-0.000450393393965849,-0.000265276189971178,-0.000643403516103183,-1.19096150111474e-12,-8.37716946293937e-12,-5.29388466756559e-12,8.892498479834e-14,5.54779224991217e-12,-1.59490052606921e-12,9.17145043817275e-12,-6.15729006773808e-13,1.12113018323074e-10,-6.92732075912617e-11,2.81446462263897e-12,-7.57355812900437e-12,1.8098174732412e-11,2.29433902847352e-11,-1.87014783220363e-12,-2.76560633046981e-12
6.84328565099553e-13,-1.31628149023466e-12,-2.05785140311936e-13,-5.53295093223948e-14,2.66708663538654e-13,-9.41893799838937e-13,-1.42787773436368e-13,5.33222004939472e-13,-0.00611035305714569,-0.00611035305731893,-0.0061103530570616,0.00504400045196359,-0.00100910497195024,-0.000450393393960285,-0.000265276189973147,-0.000643403516105025,6.05503094319796e-12,5.41997140100049e-13,-3.59593500621652e-13,-7.1521304184223e-14,2.14607349871543e-13,-1.50667581121421e-14,9.73822111911834e-14,1.29882431953378e-13,-1.08576966010316e-11,2.8565773814333e-12,1.08300283537311e-12,-2.31664631643396e-12,2.5470749393094e-12,-4.24006441422397e-13,7.49233392480968e-12,-5.904155637321e-13
