p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
290355501.581593,437845678.920333,573493283.68609,689682576.927015,1006276981.83476,773618053.745582,1033814388.64936,1518035430.7006,422520801.936501,477195080.121415
290355501.581593,437845678.920333,573493283.68609,689682576.927015,1006276981.83476,773618053.745582,1033814388.64936,1518035430.7006,414684856.058229,472945312.271876
290295569.350424,437845678.920333,573493283.68609,689682576.927015,1003749397.29627,755750476.132015,985050456.436176,1518035430.7006,406327243.885419,472945312.271876
285479023.030259,437845678.920333,573493283.68609,689682576.927015,878576162.044746,755750476.132015,985050456.436176,1517953366.18697,406092671.364927,472945312.271876
285479023.030259,437800001.100717,573493283.68609,689682576.927015,865517728.880782,755750476.132015,985050456.436176,1458686856.05546,405839746.786341,468085593.656926
285479023.030259,424725004.298112,573493283.68609,689682576.927015,865517728.880782,755750476.132015,985050456.436176,1317375240.78273,405839746.786341,468085593.656926
269420707.25742,424725004.298112,573493283.68609,688627826.071473,862259846.746951,755475085.04544,985050456.436176,1317375240.78273,404365092.441654,468085593.656926
269420707.25742,424725004.298112,573493283.68609,688627826.071473,862259846.746951,755450491.753663,892325592.566849,1317375240.78273,404365092.441654,461220939.708998
269153618.090322,424725004.298112,564911644.935429,688627826.071473,862259846.746951,755450491.753663,892325592.566849,1312160400.97938,404365092.441654,461220939.708998
239547776.957823,424725004.298112,564911644.935429,674510194.931148,846707794.15348,755450491.753663,892325592.566849,1312160400.97938,404365092.441654,461220939.708998
239547776.957823,424424580.590254,564911644.935429,672594827.77803,846707794.15348,755450491.753663,892256126.156948,1308766723.31318,403906117.078503,461220939.708998
216931829.428462,424424580.590254,483995818.172155,670461242.869691,846334082.508538,753808908.610569,892256126.156948,1037023118.34107,402808216.148092,456064586.282068
216931829.428462,424404497.734339,483950869.964943,569426981.249202,846334082.508538,447732880.029104,892256126.156948,1037011904.30048,395896372.447852,456064586.282068
215516152.018931,387686679.35382,483950869.964943,569275952.949649,846334082.508538,447568749.806836,892254479.491599,1036998177.97131,395896372.447852,456064586.282068
215516152.018931,387686679.35382,483950869.964943,568828405.83204,846112794.430877,447568749.806836,892254479.491599,1036998177.97131,393057174.321818,456064586.282068
215055469.076071,387686679.35382,483950869.964943,568828405.83204,846112794.430877,447568749.806836,892254479.491599,1036998177.97131,393057174.321818,456064586.282068
214595042.169422,387686679.35382,483947514.355478,568828405.83204,736168294.379256,447568749.806836,892254479.491599,1036862367.27076,392896382.62524,456064586.282068
208475722.529233,387686679.35382,483947514.355478,568828405.83204,736168294.379256,447568749.806836,870524762.840175,999918566.765038,391197252.778017,411057296.609968
184954560.079254,387686679.35382,483947514.355478,568099965.067294,638623082.883683,439701888.436032,870524762.840175,927901663.895002,331306829.201805,401215036.233078
184002881.685992,387686679.35382,464017173.404699,568099965.067294,638529403.235394,438956053.406367,868101137.219928,914844744.336878,331306829.201805,401215036.233078
183717200.788608,386467568.131324,464017173.404699,568099965.067294,638529403.235394,438956053.406367,868101137.219928,914844744.336878,331306829.201805,401215036.233078
182901470.96857,386055957.984914,463861708.345755,568099791.723217,638529403.235394,438827563.00682,867279617.921006,868199974.514428,331210931.614572,401215036.233078
182901470.96857,386055957.984914,463662457.369217,568099791.723217,638529403.235394,432744142.434324,867279617.921006,868199974.514428,331210931.614572,401215036.233078
182858263.60371,386055957.984914,463662457.369217,568090905.340103,638529403.235394,432744142.434324,867062495.498685,868199974.514428,331210931.614572,401215036.233078
182858263.60371,386055957.984914,463662457.369217,568090905.340103,638529403.235394,432714108.135831,867062495.498685,868199974.514428,331210931.614572,401215036.233078
182858263.60371,386055957.984914,463662457.369217,567808946.394463,638529403.235394,432388494.902305,867062495.498685,868199974.514428,331210931.614572,401215036.233078
182858263.60371,386055957.984914,448255326.219452,567808946.394463,573268790.57443,432359452.073417,867062495.498685,868199974.514428,273094340.749988,385132732.976913
182390904.957573,352531649.073149,448255326.219452,567808946.394463,572379205.212928,432335556.42942,742569943.6899,868199974.514428,273090040.755466,353212175.58159
182390904.957573,352531649.073149,448255326.219452,567808946.394463,571044699.199033,432335556.42942,742569943.6899,856346645.203518,273090040.755466,353212175.58159
181950076.948728,352086460.592833,448255326.219452,567808946.394463,570569891.341694,432335556.42942,728727017.702921,832558335.103968,273090040.755466,353130004.131031
181950076.948728,327144585.056172,431799631.678026,565459593.770031,570547726.315294,432335556.42942,728089815.354657,832558335.103968,272874149.786187,353130004.131031
181945313.725778,327144585.056172,431799631.678026,565459593.770031,570547726.315294,431470948.45261,728089815.354657,832558335.103968,272874149.786187,353130004.131031
181945313.725778,327144585.056172,431799631.678026,541833396.297945,570547726.315294,431470948.45261,728089815.354657,819727989.152483,272874149.786187,353130004.131031
162593070.425487,327144585.056172,431769461.53062,456024855.136609,570547726.315294,431470948.45261,728089815.354657,819727989.152483,272874149.786187,353130004.131031
162593070.425487,327144585.056172,431769461.53062,456024855.136609,570547726.315294,431470948.45261,728089815.354657,768667400.864909,272183274.407235,353130004.131031
162119475.830698,323755446.135723,431769461.53062,456024855.136609,570547726.315294,425869506.174398,728089815.354657,752940598.295669,272183274.407235,353130004.131031
162119475.830698,317729880.018519,431769461.53062,450399156.533881,570547726.315294,425869506.174398,727976164.609168,752940598.295669,272183274.407235,353130004.131031
162001731.864821,310294101.733771,400569236.122093,450399156.533881,570547726.315294,425869506.174398,723198745.650809,752940598.295669,271839859.582681,332948695.260024
162001731.864821,310294101.733771,400569236.122093,450399156.533881,570547726.315294,425869506.174398,721517321.920483,752940598.295669,271839859.582681,332948695.260024
159956781.60321,310294101.733771,372602280.026812,435055558.267532,570494755.985504,425869506.174398,721517321.920483,727741287.566467,271839859.582681,332948695.260024
159956781.60321,310294101.733771,372602280.026812,433640983.742973,570494755.985504,425869506.174398,712409205.338528,596383554.288546,271839859.582681,332948695.260024
156530473.453045,259893698.194268,372595295.947425,431907444.848509,570352424.346158,413112312.340241,712409205.338528,596383554.288546,246210396.896023,332948695.260024
156530473.453045,259893698.194268,322809656.000346,430915099.994078,565862023.97431,413111952.952998,697690442.269392,596369172.560159,246210396.896023,332948695.260024
156530473.453045,259805255.927729,322809656.000346,413109740.280305,564058149.09798,413111952.952998,697690442.269392,596369172.560159,246210396.896023,332948695.260024
156530473.453045,259805255.927729,322809656.000346,413109740.280305,564058149.09798,413022700.61344,569414129.732772,593705317.314247,246210396.896023,332948695.260024
156530473.453045,259612454.713676,322809656.000346,413086075.530522,475839995.411328,349502082.958216,569414129.732772,593304742.948523,210545645.979098,332948695.260024
156093459.466414,259612454.713676,322809656.000346,413086075.530522,475839995.411328,348196357.78312,569414129.732772,593304742.948523,210545645.979098,323061573.764769
156093459.466414,259612454.713676,322809656.000346,413086075.530522,475839995.411328,348196357.78312,568636315.548952,593304742.948523,210545645.979098,323061573.764769
156093459.466414,259612454.713676,321885695.538303,399158653.948825,475839995.411328,348196357.78312,451552243.285886,593234658.382484,210545645.979098,323061573.764769
156093459.466414,259332659.744563,321885695.538303,399158653.948825,475839995.411328,348196357.78312,449379275.060756,583918267.989455,187746298.75283,322981097.525027
156093459.466414,259332659.744563,321885695.538303,399158653.948825,475839995.411328,348196357.78312,449324984.518492,583918267.989455,187686352.370252,313206743.183595
156093459.466414,259332659.744563,321818172.164358,347743724.357946,475635841.230366,348196357.78312,449324984.518492,583127324.080783,187686352.370252,313206743.183595
156093459.466414,241197225.390094,295028287.029521,347743724.357946,475635841.230366,348178648.91149,449324984.518492,583127324.080783,187686352.370252,313206743.183595
156093459.466414,241197225.390094,295028287.029521,344947678.194268,475635841.230366,316902022.303195,448840279.890988,583127324.080783,187686352.370252,275669465.665466
132703126.449977,241197225.390094,294604680.520523,344947678.194268,475063982.4303,316902022.303195,448840279.890988,484400593.223841,187686352.370252,268871824.612758
132703126.449977,241197225.390094,293736535.814845,344947678.194268,475063982.4303,316665436.670257,447353882.346908,455494742.037851,187686352.370252,268871824.612758
131620583.189184,241197225.390094,293736535.814845,321056855.275858,475063982.4303,316665436.670257,447353882.346908,454906858.131692,187684995.626862,268605794.791919
131620583.189184,241064348.392873,271022054.699614,321056855.275858,442056732.371642,315768040.415732,447307433.803542,454906858.131692,187620231.753274,268605794.791919
125215360.592165,240764191.927411,271022054.699614,321056855.275858,440794523.268501,315768040.415732,446782397.416438,454904599.559312,186934760.43507,255077084.85895
125215360.592165,240764191.927411,271022054.699614,320997741.307291,440576053.14695,315442936.994917,446782397.416438,454904599.559312,186934760.43507,255077084.85895
125215360.592165,239979292.270574,271022054.699614,320869837.553062,440576053.14695,315442936.994917,446782397.416438,454904599.559312,186934760.43507,255072171.82257
125215360.592165,239649824.767929,271012412.530358,320869837.553062,440576053.14695,315442936.994917,445798588.542005,454904599.559312,163367011.847655,254902375.375398
122273627.046174,239649824.767929,271012412.530358,320869837.553062,440576053.14695,315442936.994917,332078241.949933,453600585.185459,150018711.172786,234445843.489023
122273627.046174,239649824.767929,270978973.180408,320492546.239791,440445763.190621,315442936.994917,332078241.949933,453600585.185459,149097154.89949,234445843.489023
122273627.046174,239649824.767929,270978973.180408,320492546.239791,440445763.190621,314871909.164297,309353126.622353,451879459.890283,149097154.89949,234370255.355693
122273627.046174,239649824.767929,270978973.180408,320492546.239791,440445763.190621,314553414.917124,309353126.622353,439831303.648057,149097154.89949,234370255.355693
122273627.046174,239649824.767929,270978973.180408,320445397.63855,440445763.190621,314553414.917124,308809411.980978,439381411.280561,149097154.89949,234370255.355693
122273627.046174,239649824.767929,270978973.180408,319187560.854052,440445763.190621,314515319.373394,308809411.980978,439381411.280561,148198454.675877,234370255.355693
122273627.046174,233930446.635512,270978973.180408,306004098.962804,440445763.190621,314515319.373394,308420444.216711,419149670.966771,147971179.263139,234370255.355693
122273627.046174,233930446.635512,242541488.876717,306004098.962804,440445763.190621,314515319.373394,308420444.216711,419149670.966771,147971179.263139,226268622.71798
122273627.046174,233930446.635512,242510153.814151,305998138.077312,440445763.190621,314515319.373394,308420444.216711,419149670.966771,147971179.263139,226268622.71798
115684088.260093,201178832.782656,242510153.814151,305998138.077312,413553611.298231,313496923.06962,308420444.216711,418918433.914575,147971179.263139,226268622.71798
115684088.260093,201163926.167298,239961464.740537,297606776.926373,413553611.298231,313295050.634897,308420444.216711,418918433.914575,147971179.263139,219343303.253242
115684088.260093,201163926.167298,239961464.740537,297605178.460581,413553611.298231,287354832.700402,308420444.216711,418918433.914575,147971179.263139,219343303.253242
115684088.260093,201163926.167298,239961464.740537,284686746.987499,413553611.298231,287354832.700402,308420444.216711,418918433.914575,147971179.263139,219343303.253242
115684088.260093,201163926.167298,239961464.740537,284686746.987499,413553611.298231,287354832.700402,308420444.216711,418918433.914575,147971179.263139,219339204.300272
115684088.260093,201067074.14983,239961464.740537,276357495.322796,413535562.676978,287354832.700402,308420444.216711,417826471.037026,147971179.263139,217467361.153329
115684088.260093,201067074.14983,239961464.740537,276357495.322796,411914023.166057,282638799.461856,308420444.216711,417826471.037026,141403757.702298,217467361.153329
115684088.260093,201057323.464944,239961464.740537,276338418.462345,411914023.166057,282638799.461856,308420444.216711,416735461.261327,141403757.702298,217467361.153329
115684088.260093,201057323.464944,238032535.40017,276338418.462345,411914023.166057,282638799.461856,308420444.216711,416735461.261327,138567446.246657,202969165.92949
115684088.260093,200210663.086509,238032535.40017,276333394.97618,401557650.345117,276021850.982771,308420444.216711,400879882.154347,138567446.246657,202969165.92949
115684088.260093,181393109.128987,238032535.40017,274879711.649431,397350552.197927,275884517.811879,308420444.216711,400879882.154347,138567446.246657,202969165.92949
115429964.983453,181393109.128987,237586173.525863,274871753.378767,386620722.589835,273907606.852442,308420444.216711,400879882.154347,138567446.246657,202969165.92949
115429964.983453,181393109.128987,237586173.525863,274271261.674345,386620722.589835,273907606.852442,308420444.216711,400879882.154347,138567446.246657,202597770.625262
115342566.932511,169776300.547477,237560926.023206,274271261.674345,386620722.589835,273907606.852442,308420444.216711,386591801.034745,123366950.701688,189277643.957153
115342566.932511,169776300.547477,237560926.023206,273506791.221178,385965156.865508,273907606.852442,219198229.234458,386591801.034745,123366950.701688,189277643.957153
103203254.992525,167557943.670483,237560926.023206,216603031.221279,385965156.865508,273907606.852442,219198229.234458,386591801.034745,123366950.701688,188770155.905282
103203254.992525,167557943.670483,225458750.090058,216603031.221279,385965156.865508,273907606.852442,219198229.234458,386079286.800508,123366950.701688,187271310.035371
103196926.81456,167539457.314266,225458750.090058,216603031.221279,382107832.492673,273907606.852442,219198229.234458,386079286.800508,123366950.701688,187271310.035371
103196926.81456,167539457.314266,225458750.090058,212456479.000863,382107832.492673,262506554.831567,219198229.234458,386079286.800508,123107537.281303,187271310.035371
102681264.750577,167539457.314266,225458750.090058,212456479.000863,349395740.664932,256665351.945923,219198229.234458,386079286.800508,123021883.345713,187271310.035371
102681264.750577,167522072.710521,225458750.090058,212328841.363233,349395740.664932,254607369.959794,219137480.449029,381039396.105308,123013163.04161,187271310.035371
96741338.3580784,167522072.710521,225458750.090058,212328841.363233,349395740.664932,254607369.959794,219136797.179371,380901361.123145,122767044.73519,180137213.879246
94539675.0391841,167522072.710521,224175878.062436,210072622.626307,349395740.664932,229650747.562213,216023461.224698,378681617.37118,122767044.73519,180137213.879246
94539675.0391841,151872939.198993,218730711.325762,210072622.626307,349395740.664932,229650747.562213,216023461.224698,378681617.37118,122767044.73519,180137213.879246
94539675.0391841,151817620.795075,216989427.83873,210072622.626307,349395740.664932,160234248.074527,216023461.224698,359164547.93661,122767044.73519,180137213.879246
92095068.577752,151817620.795075,216989427.83873,201787729.325283,349395740.664932,160234248.074527,214248272.68144,359029000.798328,122767044.73519,180137213.879246
92095068.577752,151817620.795075,216935506.434461,201787729.325283,349395740.664932,160000452.980048,214248272.68144,359029000.798328,122767044.73519,174247266.469949
91816877.6236352,151817620.795075,216935506.434461,201712017.51424,349395740.664932,160000452.980048,214248272.68144,359029000.798328,118236790.133936,174238558.251528
89462721.2517381,151817620.795075,216935506.434461,201712017.51424,349395740.664932,160000452.980048,214248272.68144,359028429.672448,103142474.882312,174238558.251528
85666538.1626264,151817620.795075,216935506.434461,201712017.51424,336008917.087536,160000452.980048,214222215.232375,344225667.278322,103142474.882312,174238558.251528
85666538.1626264,131280129.541014,216935506.434461,200195338.889627,336008917.087536,160000452.980048,214222215.232375,344225667.278322,103142474.882312,174238558.251528
85666538.1626264,126256313.260401,216935506.434461,200195338.889627,336008917.087536,160000452.980048,214222215.232375,344225667.278322,103142474.882312,150550538.1611
85634941.9433009,126256313.260401,215150977.495344,200116342.098138,336008917.087536,159907276.441071,214222215.232375,344216385.779591,103142474.882312,150545608.499938
80924799.3533935,126256313.260401,215143549.173424,200116342.098138,336008917.087536,159907276.441071,214222215.232375,344193516.17043,103142474.882312,150545608.499938
80924799.3533935,126256313.260401,177698017.850576,192863808.481304,336008917.087536,159907276.441071,214222215.232375,343897644.126239,103142474.882312,150545608.499938
80479020.5467647,126256313.260401,174079264.656463,192863808.481304,333562321.403361,159907276.441071,214211562.687911,343897644.126239,103142474.882312,150545608.499938
80318981.1140376,126256313.260401,173852611.46632,192863808.481304,333562321.403361,159907276.441071,214211562.687911,343897644.126239,103142474.882312,150418177.084253
80318981.1140376,126229260.331305,173852611.46632,192863808.481304,333562321.403361,159907276.441071,214211562.687911,343897644.126239,103105596.37851,150064269.281158
80318981.1140376,126229260.331305,173852611.46632,192863808.481304,333562321.403361,159146996.836358,214211562.687911,343897644.126239,103105596.37851,142252511.345476
78371276.1596372,125559490.132188,173852611.46632,192863808.481304,330146446.706279,158596656.49662,214211562.687911,306622220.111551,103105596.37851,142252511.345476
78321903.6333665,125559490.132188,173852611.46632,192863808.481304,330128359.065878,158596656.49662,214190932.28366,296639807.573619,99589204.3519672,142252511.345476
78321903.6333665,125559490.132188,173371275.848705,192730438.948155,330128359.065878,158596656.49662,214190932.28366,296639807.573619,99589204.3519672,142252511.345476
52891299.5169275,125559490.132188,166837212.675522,192641802.84428,312191836.104199,158596656.49662,214190932.28366,296639807.573619,99589204.3519672,123750238.793508
52837069.2075373,113255437.55335,166621996.738528,189324668.248809,312191836.104199,158596656.49662,214190932.28366,296639807.573619,99573101.9378551,123750238.793508
52837069.2075373,113255437.55335,166621996.738528,189324668.248809,312191836.104199,158596656.49662,213940666.072946,296639807.573619,99573101.9378551,123501152.363241
52837069.2075373,113255437.55335,166621996.738528,189324668.248809,312191836.104199,158596656.49662,213940666.072946,296639807.573619,99518673.3235223,123501152.363241
52837069.2075373,113255437.55335,166621996.738528,188858015.626615,312191836.104199,155632326.77454,213915923.848688,281552494.200454,99434237.8261567,123493345.763044
45634350.8962264,113255437.55335,166621996.738528,188858015.626615,311599763.178171,155632326.77454,213297733.319798,281552494.200454,99434237.8261567,123053364.57464
45634350.8962264,113255437.55335,166592377.430829,188858015.626615,311599763.178171,155632326.77454,213297733.319798,281552494.200454,99434237.8261567,110184961.511609
45634350.8962264,113255437.55335,166592377.430829,188444187.192742,311599763.178171,148738100.875613,213297733.319798,281552494.200454,94676461.5527523,110184961.511609
45634350.8962264,113255437.55335,165289891.861138,188444187.192742,239793541.863521,148094075.895137,213297733.319798,280957917.901917,93235203.9665292,109724271.318025
45634350.8962264,113255437.55335,160800723.689197,188064923.821892,239793541.863521,148094075.895137,213297038.914424,270331923.46,93217978.5490763,109668244.912739
45623998.138693,113255437.55335,160800723.689197,184536091.401577,234293357.59804,148094075.895137,213297038.914424,270331923.46,93217978.5490763,109668244.912739
45623998.138693,113255437.55335,148127393.617535,184536091.401577,234293357.59804,147636568.020731,213297038.914424,270331923.46,93217978.5490763,103592831.470058
45623998.138693,113255437.55335,148127393.617535,184536091.401577,234293357.59804,135937637.372129,196547348.069481,270331923.46,93217978.5490763,103592831.470058
45623998.138693,103518666.636729,128357192.911789,184536091.401577,234293357.59804,135937637.372129,196481925.305562,270331923.46,89760334.2672592,103592831.470058
45623998.138693,92499586.0906327,127625957.766519,184468641.981874,234293357.59804,135937637.372129,196481925.305562,266562567.473028,89760334.2672592,103592831.470058
45623998.138693,92499586.0906327,127625957.766519,140400482.353887,234271319.581428,135937637.372129,196481925.305562,266562567.473028,89760334.2672592,103592831.470058
45623998.138693,92499586.0906327,127625957.766519,140400482.353887,234258306.788153,135937637.372129,196481925.305562,266562567.473028,89760334.2672592,103592831.470058
45521596.7502826,92499586.0906327,127625957.766519,140400482.353887,234258306.788153,133849143.584624,196481925.305562,237135509.186289,84924058.9694931,103592831.470058
45521596.7502826,92499586.0906327,127625957.766519,140400482.353887,221302882.391956,133849143.584624,196481925.305562,237135509.186289,84924058.9694931,103592831.470058
42757040.1408262,87035808.6234341,127625957.766519,140400482.353887,210724203.909846,133849143.584624,196481925.305562,237114896.565374,84924058.9694931,103592831.470058
42757040.1408262,86985342.4325138,127625957.766519,140400482.353887,210641702.681961,133849143.584624,196481925.305562,237114896.565374,84248649.4039391,103592831.470058
42757040.1408262,86985342.4325138,127625957.766519,140400482.353887,210641702.681961,133849143.584624,184312598.758262,237114896.565374,77534480.2906467,103592831.470058
42725591.9445017,86978090.246041,127625957.766519,139477769.773531,208700126.091165,133849143.584624,184312598.758262,232768265.109536,77508924.5994081,103592831.470058
42694020.1609702,86978090.246041,127625957.766519,139477769.773531,208700126.091165,133849143.584624,179064323.293055,232768265.109536,77508196.4300058,103149732.084268
42694020.1609702,86978090.246041,123695119.326754,139477769.773531,208694561.613928,133849143.584624,179064323.293055,232768265.109536,77508196.4300058,103149732.084268
39092904.8067428,86829631.2777822,123292273.989073,139477769.773531,208694561.613928,133849143.584624,179064323.293055,232768265.109536,77508196.4300058,103149732.084268
39092904.8067428,86829631.2777822,123292273.989073,137556335.263832,205616327.344329,117775667.210364,179064323.293055,232768265.109536,76527096.2517674,101091936.803553
39092904.8067428,86829631.2777822,122922157.34151,135885404.844329,205564470.475144,117096737.239411,176446421.732634,232768265.109536,76527096.2517674,101091936.803553
39092904.8067428,86829631.2777822,122922157.34151,135645659.75065,205564470.475144,117096737.239411,160994486.056988,232768265.109536,76526270.732244,101091936.803553
39092904.8067428,86829631.2777822,122922157.34151,135645659.75065,204541375.078628,116559105.605324,160994486.056988,232768265.109536,72744866.272007,101091936.803553
39092904.8067428,86829631.2777822,122922157.34151,124484884.772218,204541375.078628,116559105.605324,160994486.056988,232765711.432747,72744866.272007,101091936.803553
