"","b1.w1","b2.w1","b3.w1","b4.w1","b5.w1","b6.w1","b7.w1","b8.w1","b9.w1","b10.w1","b11.w1","b12.w1","b13.w1","b14.w1","b15.w1","b16.w1","b17.w1","b18.w1","b19.w1","b20.w1","b21.w1","b22.w1","b23.w1","b24.w1","b25.w1","b26.w1","b27.w1","b28.w1","b29.w1","b30.w1","b31.w1","b32.w1","b1.w2","b2.w2","b3.w2","b4.w2","b5.w2","b6.w2","b7.w2","b8.w2","b9.w2","b10.w2","b11.w2","b12.w2","b13.w2","b14.w2","b15.w2","b16.w2","b17.w2","b18.w2","b19.w2","b20.w2","b21.w2","b22.w2","b23.w2","b24.w2","b25.w2","b26.w2","b27.w2","b28.w2","b29.w2","b30.w2","b31.w2","b32.w2","b1.w3","b2.w3","b3.w3","b4.w3","b5.w3","b6.w3","b7.w3","b8.w3","b9.w3","b10.w3","b11.w3","b12.w3","b13.w3","b14.w3","b15.w3","b16.w3","b17.w3","b18.w3","b19.w3","b20.w3","b21.w3","b22.w3","b23.w3","b24.w3","b25.w3","b26.w3","b27.w3","b28.w3","b29.w3","b30.w3","b31.w3","b32.w3"
"b1",0.672504998985676,4.09996892803261e-30,-5.3549490052804e-19,1.40713264811412e-19,7.74510345196019e-12,1.05224913530948e-18,-7.55615100320545e-18,1.04012563102751e-19,-1.96078507373538e-16,-3.80088691955998e-19,-7.97605155135803e-20,-3.60714882385162e-21,-1.97004441833315e-20,3.78488564237926e-24,-1.91564812881602e-19,4.05442691419648e-21,-4.12735937447977e-15,2.09603664980428e-18,4.44449931288556e-19,-1.09624906295446e-24,1.14645363501795e-23,1.19609245377458e-12,2.57462920115302e-18,3.98783456996839e-24,-1.08462023004201e-07,7.47337640701079e-18,1.37635230073076e-11,2.22362247835352e-12,1.24876667482342e-11,2.78095023952337e-35,0,-3.27942953824018e-24,0.00415246199080033,-0.000228230252910506,-2.83134130122734e-05,-1.19599105930158e-05,-3.63747142453279e-06,-1.33412170103437e-06,-5.66445681056567e-07,-5.8034777638343e-07,3.24343077172746e-14,-2.09304893014842e-14,2.0386680483856e-15,-1.01479479599515e-16,-9.86597389311418e-18,1.679482965749e-19,-4.36929866136378e-17,-1.65972829230415e-17,-1.21574185937371e-14,-1.11138409399229e-15,9.39413816433437e-15,-2.49830058900638e-15,8.34064426075117e-16,-2.4946965556287e-16,-9.41764937808143e-17,4.19408527572351e-17,-2.43702801153088e-13,-5.83022755677582e-15,3.80586489862206e-15,-2.15177030009052e-16,5.46745246991029e-15,-2.32093118665301e-15,1.83666074046637e-16,-4.02337575030509e-16,0.000616563791859049,7.04216457741001e-06,7.0421645632635e-06,-1.19599105901462e-05,-3.63747142018115e-06,-1.33412170277071e-06,-5.66445681131688e-07,-5.8034777627178e-07,-3.63048156314788e-17,4.9022292757436e-16,-2.74492779628191e-16,1.7668343567168e-17,3.19164517499703e-18,1.96204451695037e-18,-1.45809199604061e-17,3.6330973634385e-18,-2.98246286634633e-16,-3.30202528231761e-16,-2.63284399152754e-16,2.20477242366092e-16,-5.55389506864456e-17,-1.7944765831947e-17,-7.73682089751875e-18,9.54816197378297e-18,1.55694290069254e-15,4.82718348402392e-15,-7.00136486287038e-15,9.10858637251438e-16,9.25218200384256e-16,1.95548005524936e-17,1.99080356630804e-17,-6.43099104684456e-17
"b2",4.09996892803261e-30,0.000512584341319504,-6.53949299036454e-34,6.64779603485608e-16,7.65613134961381e-27,1.28545454920999e-33,-9.2309403889674e-33,-6.3729529108145e-28,-1.93827408993568e-31,-4.64331391187388e-34,4.88757203041442e-28,2.21018116421332e-29,1.20709049693448e-28,3.88207990361107e-39,-2.34030373927334e-34,-2.48447536445774e-29,2.5289397971226e-23,2.07197067917935e-33,5.42974370307326e-34,-6.0918284635078e-28,1.30651599122274e-34,4.2627608327435e-34,3.14415020181567e-33,4.26706289338195e-39,-1.07216062343858e-22,-4.5795423041675e-26,1.36054141353319e-26,2.19807863374115e-27,1.23442143113645e-26,2.97567247768402e-50,0,-3.24176100372312e-39,-0.000228230252910506,0.000652472393926241,-2.83134130130768e-05,-1.19599105901237e-05,-3.63747142044628e-06,-1.3341217028187e-06,-5.66445681388947e-07,-5.80347776261791e-07,5.33420099060944e-15,4.98139736594018e-15,-1.05172923640032e-15,-1.27515142317551e-17,-1.8419896667528e-18,-6.47129597021123e-19,-1.40629595199234e-17,7.76945440773483e-19,1.0969964338724e-14,-1.50706899067082e-14,-1.00197489836909e-15,7.20883089645299e-16,4.00725324164493e-17,1.18849137143215e-16,1.04742498226685e-17,1.34731992645293e-18,6.48025592119586e-13,1.38761762915532e-14,-1.19330848103668e-14,-1.19652671704576e-15,-8.0921308445469e-16,-5.91478170171408e-17,-7.3887628191198e-17,-8.74511988434566e-17,7.04216457740983e-06,0.000645879584708762,-3.58454309160986e-05,-1.19599105901891e-05,-3.63747142116066e-06,-1.33412170267718e-06,-5.66445681682802e-07,-5.80347776226608e-07,3.43188975503958e-17,3.09404898414284e-15,-3.74458076763062e-16,-8.44535707883972e-18,-1.69939795185546e-17,-5.86695327841668e-19,2.73027939156192e-19,-1.18136252693628e-18,3.12286812589759e-18,-2.8833373476626e-17,3.80847555999391e-17,-2.10073585443517e-17,-3.96109361677103e-18,-4.95739040225702e-18,8.19609592145461e-17,-3.84258241216495e-18,-9.14837667747748e-17,2.44401100089216e-15,-1.3438299023361e-17,4.00264600850344e-18,8.9726338538601e-17,-2.96154096738464e-16,-3.62599045562003e-16,4.76782997837059e-17
"b3",-5.3549490052804e-19,-6.53949299036454e-34,8.68427913337918e-05,-2.2443911771963e-23,3.79744934498716e-23,-1.67935787474184e-22,6.04919944271894e-15,-1.65959080743232e-23,2.53177950721289e-20,6.06536647954713e-23,6.38483137841833e-17,-2.88724715212872e-18,-1.57687010288067e-17,-2.45186354702868e-28,3.05725404313394e-23,-3.24556981814286e-18,-3.30365417358751e-12,-2.70614466995519e-22,-7.09332546450953e-23,5.82405346609187e-27,-4.4861344658613e-16,-3.0891069289886e-16,-2.06113850770733e-15,2.95439194927377e-28,1.4006058674692e-11,-5.98243979229164e-15,3.54294933002969e-22,-2.87143713752543e-16,-1.61257358420277e-15,2.06027026819318e-39,0,1.28070665969071e-16,-2.83134130122747e-05,-2.83134130130767e-05,5.82245667623992e-05,-1.19599105897674e-05,-3.63747142065128e-06,-1.33412170264922e-06,-5.66445681385177e-07,-5.80347776251535e-07,-1.16005365901914e-15,-1.15471561409799e-16,5.34790416030423e-17,4.85257305496101e-18,6.83207354427519e-19,2.26559716748195e-19,2.16743136803375e-18,3.61570988778513e-19,-1.62136597831398e-15,1.00610223323371e-15,8.73467168485606e-18,-3.64400946243221e-17,-4.69767778249698e-18,-1.00355881991337e-17,2.16792772761346e-18,-9.99883140056927e-19,-4.07526652823595e-14,-8.26448587721118e-16,7.63655705936808e-16,9.2544393815916e-17,-7.40056204484893e-17,5.85825578904808e-17,-1.70381474486538e-18,1.57842637458422e-17,7.04216456326366e-06,-3.58454309160987e-05,6.08315412981026e-05,-1.19599105897546e-05,-3.63747142060536e-06,-1.33412170262385e-06,-5.66445681338942e-07,-5.80347776256428e-07,-3.38354901197772e-18,1.99929853019737e-16,-4.93085456782766e-17,1.98250112996009e-18,-5.93273509486614e-19,-5.79927093469967e-20,-1.94711434135964e-18,5.76818273413468e-19,-3.65410357977819e-17,-6.84972773957002e-17,-1.57914832324027e-18,1.97712812761622e-17,-6.60978454673586e-18,-1.88756787341711e-18,-5.56218557189245e-18,1.17325178553909e-18,3.57133990767803e-16,-5.72541216879289e-15,-1.69190334610669e-16,2.46398238785362e-16,7.1604471871988e-17,3.14578688217361e-18,-3.84671283348888e-18,-4.33897755545485e-19
"b4",1.40713264811412e-19,6.64779603485608e-16,-2.2443911771963e-23,2.28156139786608e-05,2.6276278111847e-16,4.41175310254891e-23,-3.16811122769757e-22,-2.18723367496449e-17,-6.65226688498574e-21,-1.59361173597369e-23,1.67744251108404e-17,7.58546742427092e-19,4.1428032194377e-18,1.33235189603744e-28,-8.03205550051641e-24,-8.5268607156037e-19,8.67946517671268e-13,7.11112118112436e-23,1.86351891187447e-23,-2.09075016620334e-17,4.48403716906919e-24,1.46300375542939e-23,1.07909022658677e-22,1.46448024710159e-28,-3.6797162216221e-12,-1.57172495760987e-15,4.66945549027013e-16,7.54393085155266e-17,4.23660453962845e-16,1.0212677137173e-39,0,-1.11259080880666e-28,-1.19599105930165e-05,-1.19599105901237e-05,-1.19599105897674e-05,1.09135522584229e-05,-3.63747142063637e-06,-1.33412170262428e-06,-5.66445681373185e-07,-5.80347776250408e-07,3.82051198865022e-17,5.76732544053801e-17,-7.7742607883701e-18,-4.36780193852681e-19,-8.78757521083286e-20,-4.96621722321388e-20,-4.70792259710562e-20,-9.46195049349208e-21,-9.73884097089374e-16,1.72323151728545e-18,-1.98381083008796e-17,1.38827981873773e-17,-3.47579652473319e-18,1.73737504020836e-18,5.82343828396628e-19,9.44241791755591e-20,-1.0807027095042e-15,5.18982215224924e-18,1.65391772174185e-17,2.73923532764507e-18,2.52973835915908e-19,-1.71022129359169e-18,-2.69771818494844e-18,1.18970713492493e-18,-1.19599105901462e-05,-1.19599105901891e-05,-1.19599105897546e-05,1.09135522584169e-05,-3.63747142065479e-06,-1.33412170262215e-06,-5.66445681381172e-07,-5.80347776250021e-07,-6.16412684358658e-19,-2.18197866563136e-16,3.52194190960006e-17,-9.27655896127703e-20,7.12655210359112e-19,1.34908142852775e-20,7.61747161800569e-19,-1.12575032269625e-19,1.57863601256229e-17,1.77094855008803e-17,-1.45121577592342e-17,-3.00553022067383e-18,3.08940820669418e-18,1.02898874746854e-18,-1.09242160115266e-18,-2.51888267691291e-19,-2.10737686037228e-16,2.09244654944919e-15,1.21864257498186e-16,-9.71433845420881e-17,-4.80027558184384e-17,6.61362500306237e-18,1.49490872292236e-17,-1.03623419177358e-18
"b5",7.74510345196019e-12,7.65613134961381e-27,3.79744934498716e-23,2.6276278111847e-16,0.00020260563276912,1.96515900301998e-15,5.36881873362947e-22,1.94229239075426e-16,-3.66203760932281e-13,-7.09868258114815e-16,-1.48959110429825e-16,-6.73599524404518e-18,-3.67886396741311e-17,3.79008490025825e-17,1.36142076952556e-23,7.57196493218025e-18,-7.70747970904398e-12,3.91406183466433e-15,-3.30871181295932e-23,-3.5199977856591e-25,-4.17078559568244e-23,7.20693498696823e-16,-1.825322560795e-22,1.04318522252949e-16,-2.55479966706077e-18,1.3957125205717e-14,3.16343734961733e-22,2.5679008329285e-23,2.94145013159007e-22,7.27474057301137e-28,0,-2.69929986747937e-25,-3.63747142453319e-06,-3.63747142044624e-06,-3.63747142065128e-06,-3.63747142063636e-06,1.36182733427496e-05,-1.3341217026269e-06,-5.66445681371985e-07,-5.80347776253163e-07,-2.00861897280462e-16,-3.2645641100982e-17,1.53425583402756e-17,4.35999210839943e-19,5.14920894816217e-20,9.37914454852541e-21,3.63935780146192e-19,1.89285890496504e-20,2.87111326031444e-15,2.97915767701429e-16,-4.60123704823603e-17,-1.49998407504183e-17,-4.29385029101291e-18,-1.0026133115226e-18,-1.85706199155336e-18,-3.82876280381542e-19,-7.38429742436009e-15,-1.31212514477161e-16,1.3081665984379e-16,1.26466911486423e-17,3.62019980154993e-18,8.41151059242291e-18,8.44912949781461e-18,1.35342335126649e-19,-3.6374714201812e-06,-3.63747142116061e-06,-3.63747142060537e-06,-3.63747142065479e-06,1.36182733427371e-05,-1.33412170262194e-06,-5.66445681372797e-07,-5.80347776254442e-07,1.06070026829485e-18,3.67903277338479e-17,-2.01069847820132e-18,-6.06234141983952e-19,1.6395986049572e-19,-3.83124577785407e-20,1.23511403399032e-19,-8.15976189416809e-20,1.93147331479781e-18,-1.76978647170838e-17,1.31485628399148e-17,-3.8216785910645e-18,3.6760027920764e-19,1.52441190122466e-19,-3.91431179229255e-19,-1.12532903976738e-19,-4.39960313619461e-17,-5.51208068681595e-16,9.58707208860624e-17,2.72836465674213e-18,-1.29072119661251e-19,3.8749498076202e-18,-3.63704370414273e-18,7.04895825190411e-19
"b6",1.05224913530948e-18,1.28545454920999e-33,-1.67935787474184e-22,4.41175310254891e-23,1.96515900301998e-15,0.000170634170583255,-2.36965708020888e-21,-1.63579557559198e-16,-4.97511279756398e-20,-1.19183434668275e-22,-2.50133548252529e-23,-1.13108077476358e-24,-6.17589881049746e-24,9.89586551344032e-28,-6.00703483729814e-23,6.3770994171194e-18,6.49122720559451e-12,5.31761424948097e-22,1.39369343536958e-22,-1.56363716911902e-16,3.35562866900801e-23,6.06967130541447e-16,4.04985438937203e-15,1.09233938082222e-27,-2.75199837321659e-11,2.34369323678829e-21,-6.96143533410894e-22,5.64198002789196e-16,3.16848585565109e-15,7.6175212623287e-39,0,-6.80457513986897e-27,-1.3341217010343e-06,-1.3341217028187e-06,-1.33412170264922e-06,-1.33412170262428e-06,-1.3341217026269e-06,6.98546674481765e-06,-5.66445681377036e-07,-5.8034777625163e-07,-8.88548552286298e-18,-5.30140677992546e-18,1.67155704524966e-18,-5.67473144279461e-21,7.70713004114076e-21,9.17277157518e-21,-3.57454400809489e-20,-1.07019945266396e-20,-4.85893413889219e-16,4.92957177808769e-17,3.07768903525193e-18,8.30480967529436e-19,-6.50731494585829e-19,-8.84682922205009e-20,2.49999572217879e-19,2.66306951516604e-20,-2.72133685498393e-15,-2.95453821074743e-17,4.70794550976662e-17,6.10220054652852e-18,1.91290345814892e-18,3.75000536817285e-19,-6.08710504603521e-19,-2.44108772709263e-19,-1.33412170277066e-06,-1.33412170267712e-06,-1.33412170262386e-06,-1.33412170262215e-06,-1.33412170262194e-06,6.98546674481444e-06,-5.6644568137283e-07,-5.80347776252328e-07,2.46425434148987e-19,1.74825095567906e-17,-1.53791931664933e-18,-3.4559737753713e-20,-1.24245347711278e-19,-2.03311427806433e-20,4.50070272294657e-20,-3.06394718731948e-20,6.88416874257668e-19,-1.55292807395414e-17,5.33380637788496e-18,-1.10322699696772e-18,1.3482539212257e-19,5.591111975169e-20,-1.43565892566236e-19,-4.12738884068745e-20,-3.49272830418497e-17,-6.06404188676046e-16,7.96229997777414e-17,8.4409483546503e-18,1.34371765945525e-18,1.91049257287832e-18,-1.86775160784379e-18,4.39062008088865e-19
"b7",-7.55615100320545e-18,-9.2309403889674e-33,6.04919944271894e-15,-3.16811122769757e-22,5.36881873362947e-22,-2.36965708020888e-21,0.00122541686148546,-2.34180742967115e-22,3.5725306034317e-19,8.55868661053836e-22,1.79624717639425e-22,-4.07412208737035e-17,-2.22508187784461e-16,-3.45976319484339e-27,4.31401455002247e-22,-9.13077460649346e-24,-4.66170359807913e-11,-3.81857291410471e-21,-1.00092137683693e-21,-3.69870190110601e-29,-6.33027190002654e-15,-7.86147481933571e-22,-2.90842088567267e-14,4.16886842850017e-27,1.97635983332059e-10,-1.68304218983375e-20,4.99936699538318e-21,-4.05181297202806e-15,-2.27546216542054e-14,2.90719573527115e-38,0,1.8071730666371e-15,-5.66445681056738e-07,-5.66445681388932e-07,-5.66445681385174e-07,-5.66445681373185e-07,-5.66445681371986e-07,-5.66445681377035e-07,8.95939534158196e-06,-5.80347776252053e-07,-1.58748975778991e-19,-2.24851295436494e-19,2.05796282329337e-19,-1.86868673485663e-20,-5.30500586957022e-21,-3.8393643517388e-21,1.81212757545633e-20,-1.29288984180207e-21,-2.82534971081864e-16,1.84515325427628e-17,1.59440262024519e-18,8.35468470225666e-19,-3.03661839642943e-19,2.94353747054316e-20,1.56894190250473e-19,1.47558510492956e-20,-1.16841282585892e-15,3.15982208914195e-18,1.79918440024614e-17,2.74190095909001e-18,1.64776786893269e-19,1.95059135266625e-20,-6.13534705436617e-19,2.7695226082351e-19,-5.6644568113167e-07,-5.66445681682778e-07,-5.66445681338943e-07,-5.66445681381173e-07,-5.66445681372796e-07,-5.6644568137283e-07,8.95939534158122e-06,-5.80347776251333e-07,4.96003823810429e-19,-1.77487741125272e-17,5.67133851228864e-18,-2.82693592586397e-19,2.62982914650559e-21,1.09713837567393e-19,1.48211413298278e-21,-5.57619838907303e-20,8.0508224478788e-19,2.25224248400493e-16,-1.08491290003352e-17,-8.12342230923331e-18,5.72445983158742e-20,2.37389229160193e-20,-6.09556683227251e-20,-1.75242002106007e-20,7.58239383671271e-16,6.12891419495442e-17,-1.51472061427269e-17,-1.02822366963862e-17,-2.33845289783212e-18,-4.64368982244242e-19,7.64979735618487e-19,7.08513516220687e-19
"b8",1.04012563102751e-19,-6.3729529108145e-28,-1.65959080743232e-23,-2.18723367496449e-17,1.94229239075426e-16,-1.63579557559198e-16,-2.34180742967115e-22,1.68648669460441e-05,-4.91720094388309e-21,-1.17796200339427e-23,-2.47189797657021e-24,5.60703292764819e-19,3.06228117067756e-18,9.55938976069903e-29,-5.93714232069751e-24,-6.30289290360441e-19,6.41569521266051e-13,-3.25805953706025e-16,1.37747765766793e-23,1.71028853261778e-28,3.31451480169282e-24,1.08177847748289e-23,7.97882785390377e-23,1.00294341840692e-28,-2.71997608906768e-12,2.31611184592348e-22,3.45157249004943e-16,5.57632988468818e-17,3.13161731845321e-16,6.99411094093912e-40,0,-8.22405918137648e-29,-5.80347776382901e-07,-5.80347776261821e-07,-5.8034777625154e-07,-5.80347776250411e-07,-5.80347776253162e-07,-5.8034777625163e-07,-5.80347776252053e-07,1.41981111857132e-06,-2.20060256803773e-17,-1.24955786318452e-17,3.20682362579892e-18,3.5283856746149e-20,2.54535663461349e-21,-1.04031076553332e-21,4.54403192918559e-20,1.60459505392363e-21,1.70381836430462e-16,3.3855790525552e-17,-1.01732864284306e-19,-2.05673345826071e-18,-1.46000265072619e-19,-3.73984310305074e-19,-1.45380437185795e-19,-5.68646578810678e-21,-1.11962391158452e-15,-9.23201964652957e-17,2.96553229657669e-17,1.0720732057418e-18,3.24791783662674e-18,3.65552523171336e-20,6.87152483071189e-19,2.44695524071744e-19,-5.80347776271798e-07,-5.80347776226567e-07,-5.80347776256431e-07,-5.80347776250021e-07,-5.80347776254444e-07,-5.80347776252327e-07,-5.80347776251332e-07,1.41981111857133e-06,3.66419857226341e-20,-1.96219721427788e-18,4.6346110610934e-19,-2.36901048976337e-20,1.0800273672015e-20,-7.20094652938148e-21,2.37160261698708e-20,-3.29240489459867e-21,2.80850292305315e-19,-1.51699120445281e-17,2.79623446485511e-18,-2.02042895981744e-19,5.86495342207803e-20,2.43215397352776e-20,-6.24516836236918e-20,-1.79542910512804e-20,-5.35603607923879e-17,7.6398654480881e-17,-1.91364638863939e-18,-2.13385763031898e-18,-5.69982337305771e-19,3.69945533386689e-19,1.35568159476275e-18,-1.18555976029683e-19
"b9",-1.96078507373538e-16,-1.93827408993568e-31,2.53177950721288e-20,-6.65226688498574e-21,-3.66203760932281e-13,-4.97511279756398e-20,3.5725306034317e-19,-4.91720094388309e-21,0.0317973622176611,-5.57041070829278e-14,3.77114199111471e-21,-1.05716140140934e-15,-5.77368725253853e-15,-2.45173389445745e-25,9.05794215263535e-21,-1.91696599345934e-22,1.95139592233688e-16,-9.90901421871228e-20,1.30297530375432e-13,2.91380895592358e-14,1.64259157193691e-13,-1.82455030000081e-20,-1.21726476881914e-19,-2.76602049467601e-25,5.12829828413197e-09,-3.53347309786204e-19,1.04968257634574e-19,-1.48733913589073e-24,-5.90441503708183e-13,-1.92890783763299e-36,0,2.34464443870535e-14,3.24343077172746e-14,5.33420099060945e-15,-1.16005365901913e-15,3.82051198864997e-17,-2.00861897280463e-16,-8.88548552286475e-18,-1.58748975779302e-19,-2.20060256803754e-17,0.00016894965320147,1.22731938046957e-05,-9.52931339360806e-06,-4.85889903386938e-07,-8.02431402505798e-08,-3.58148867404321e-08,-2.10945294182716e-08,-5.11628819744246e-08,4.6420317979553e-14,-2.90391377189042e-15,9.91665426642431e-17,-1.97273589807008e-16,2.81807200448184e-17,-3.42993123179643e-17,-2.75371411716229e-17,-1.17390768167009e-18,1.14729586865978e-15,-1.73983241455901e-15,1.88348417629564e-16,-7.11920236737279e-17,1.99319753370131e-16,-2.10583066786618e-17,1.12336885381611e-16,-1.2797241766989e-17,-3.63048156314787e-17,3.43188975503968e-17,-3.38354901197763e-18,-6.16412684358696e-19,1.06070026829486e-18,2.46425434148985e-19,4.96003823810423e-19,3.66419857226368e-20,1.82788156850675e-05,1.07383873896903e-06,1.07383873888255e-06,-4.858899033926e-07,-8.02431402499223e-08,-3.58148867405774e-08,-2.10945294190458e-08,-5.11628819747524e-08,6.94648975481212e-16,-8.86818784824121e-18,-3.60011618196327e-18,-9.9239778975525e-18,-1.09755914756698e-18,-4.14017919692507e-19,-2.43861334649722e-19,-1.12566272239544e-19,-3.00828294169597e-17,-7.15267980785755e-17,-2.36805063902186e-17,2.43098792307086e-17,-5.91231317369779e-18,-1.58848154728121e-18,-1.11923224319585e-18,4.46093819225904e-19
"b10",-3.80088691955997e-19,-4.64331391187388e-34,6.06536647954713e-23,-1.59361173597369e-23,-7.09868258114815e-16,-1.19183434668275e-22,8.55868661053836e-22,-1.17796200339427e-23,-5.57041070829278e-14,6.16376493558385e-05,9.03411760076193e-24,-2.04925618637607e-18,-1.11920131634309e-17,-4.07190838200792e-28,-1.08863937202219e-16,-4.59226840632805e-25,-2.34480576198555e-12,-1.92081442449331e-22,2.52575453316552e-16,5.64827778240575e-17,-1.23992750592086e-23,-3.95384079828426e-23,-2.91619293284221e-22,-3.95637478526841e-28,9.94095789943762e-12,-8.46475990042965e-22,2.51464819287366e-22,-3.78566782845967e-27,-1.14454226436393e-15,-2.75901149199969e-39,0,-4.16076063256308e-26,-2.09304893014842e-14,4.98139736594018e-15,-1.15471561409802e-16,5.76732544053809e-17,-3.26456411009809e-17,-5.30140677992376e-18,-2.24851295438733e-19,-1.24955786318459e-17,1.22731938046957e-05,8.53015219204914e-05,-9.52931339352891e-06,-4.85889903398129e-07,-8.02431402502509e-08,-3.58148867408983e-08,-2.10945294192058e-08,-5.11628819751051e-08,2.47336201708843e-14,4.81559728512235e-16,-7.29126443481487e-17,-1.49193429369096e-16,8.44177540711767e-18,-2.11323369952117e-17,-1.61581890183615e-17,-1.11906775860004e-18,6.42066864633642e-15,-9.01166175728801e-15,1.34713534115921e-15,-7.06517061965056e-17,1.0015423718412e-16,4.25485736217803e-18,6.84675372824908e-17,-6.47086552006051e-19,4.90222927574359e-16,3.09404898414283e-15,1.99929853019736e-16,-2.18197866563136e-16,3.67903277338478e-17,1.748250955679e-17,-1.77487741125274e-17,-1.96219721427759e-18,1.07383873896903e-06,8.89408402425601e-05,-1.08814754310142e-05,-4.8588990339767e-07,-8.02431402483744e-08,-3.58148867415946e-08,-2.10945294181993e-08,-5.11628819757365e-08,7.51494978891519e-17,4.98327450880105e-17,3.28325276842595e-18,-3.04697312809335e-17,3.46178885446307e-17,9.57347388470818e-19,-1.0981058096687e-17,-4.76439512369021e-19,-2.77792975960744e-16,9.32563603049619e-15,-1.01783846939868e-15,-1.68412604978445e-16,-3.58413677128552e-17,-2.22032186799609e-17,5.66905894326498e-17,9.64537782546329e-19
