"","b1.w1","b2.w1","b3.w1","b4.w1","b5.w1","b6.w1","b7.w1","b8.w1","b9.w1","b10.w1","b11.w1","b12.w1","b13.w1","b14.w1","b15.w1","b16.w1","b17.w1","b18.w1","b19.w1","b20.w1","b21.w1","b22.w1","b23.w1","b24.w1","b25.w1","b26.w1","b27.w1","b28.w1","b29.w1","b30.w1","b31.w1","b32.w1","b1.w2","b2.w2","b3.w2","b4.w2","b5.w2","b6.w2","b7.w2","b8.w2","b9.w2","b10.w2","b11.w2","b12.w2","b13.w2","b14.w2","b15.w2","b16.w2","b17.w2","b18.w2","b19.w2","b20.w2","b21.w2","b22.w2","b23.w2","b24.w2","b25.w2","b26.w2","b27.w2","b28.w2","b29.w2","b30.w2","b31.w2","b32.w2","b1.w3","b2.w3","b3.w3","b4.w3","b5.w3","b6.w3","b7.w3","b8.w3","b9.w3","b10.w3","b11.w3","b12.w3","b13.w3","b14.w3","b15.w3","b16.w3","b17.w3","b18.w3","b19.w3","b20.w3","b21.w3","b22.w3","b23.w3","b24.w3","b25.w3","b26.w3","b27.w3","b28.w3","b29.w3","b30.w3","b31.w3","b32.w3"
"b1",0.672504998985673,3.34864154247099e-23,-2.6771184196431e-19,8.72183503273547e-13,-1.78513309546231e-29,5.264911693203e-19,3.77761470032945e-18,-1.11247139726348e-29,9.80246920873928e-17,1.90016553581565e-19,-4.94437103044306e-13,1.74227848244153e-31,-1.22111832403466e-13,1.22513840149316e-30,1.1877732429256e-12,0,7.83643930434846e-20,-1.04768272779661e-18,2.22227999735938e-19,-6.16262202321948e-13,2.80153211518036e-19,1.92909096102553e-19,1.28714946741172e-18,0,5.42310115039483e-08,-4.63276203216589e-11,1.28302522065817e-28,-2.03767256839077e-24,-3.82510830505346e-23,7.5637940797059e-19,-5.24491211957469e-18,-9.08828937892054e-25,0.00415246199092032,-0.000228230253061229,-2.8313413020324e-05,-1.19599105878304e-05,-3.63747141926594e-06,-1.33412170228146e-06,-5.66445680659881e-07,-5.80347776441655e-07,-1.78190454796805e-15,1.66303765788148e-14,-3.26924438851162e-16,-2.13815723972e-16,-3.95632302668586e-17,1.88447872978613e-17,-1.14367874380337e-16,-1.57597312185479e-17,6.44200393118436e-14,-9.91251239187316e-14,6.9936988591516e-15,9.70075867812394e-16,4.04036310118447e-16,5.9337365755505e-16,1.91996293252421e-17,5.95936931922797e-18,-1.09114874759346e-13,-4.94516082372053e-14,4.21959350775623e-14,-6.23947823912549e-15,-1.58148751574729e-15,1.6853140242953e-15,9.95405125071065e-16,-3.60831426420795e-16,0.000616563791859371,7.04216457781978e-06,7.04216456348042e-06,-1.19599105900381e-05,-3.63747142063381e-06,-1.33412170270407e-06,-5.66445681425193e-07,-5.80347776232048e-07,2.93863344955228e-17,3.06812726126207e-15,-3.91931081461836e-16,-8.05841399692477e-18,5.37293810655639e-18,-5.90028490489787e-18,-4.17765249581824e-18,-2.35513076617674e-18,2.21860358047406e-14,1.32201214195694e-14,-2.34586504215527e-16,-6.79351567273297e-16,-1.68561226572597e-17,-7.26159093871916e-17,5.72513024218015e-17,-3.11357315494095e-17,-1.07084105349738e-13,5.72613121812513e-14,-5.32090824022723e-15,7.86032921582695e-16,-2.50746138302028e-16,2.70347991560075e-16,-4.36024765417586e-16,-2.16110072979916e-17
"b2",3.34864154247098e-23,0.000512584341334439,-4.66692542524024e-24,-1.29326843179239e-24,2.96311502616826e-25,-4.97177574830308e-15,6.55344356408563e-23,-4.91392410946069e-16,-9.26481220395683e-13,-1.79593904678459e-15,-3.76860748450788e-16,-3.99057227085451e-28,-4.65369129323118e-17,9.58876683461627e-17,4.52661328244883e-16,0,1.17951410135564e-22,9.90242362073993e-15,-2.10044103564991e-15,7.53159668068744e-26,-2.64791372191806e-15,3.29752212550017e-24,-1.21657433782345e-14,0,-1.62968685273669e-19,4.02846471383668e-25,1.04905800299793e-14,-3.5816303379063e-26,-5.75742248523299e-26,1.29638797069499e-23,4.95716570954757e-14,-1.61955702330176e-26,-0.000228230253061229,0.000652472393943425,-2.83134130112039e-05,-1.19599105903832e-05,-3.63747142046512e-06,-1.33412170264054e-06,-5.66445681332851e-07,-5.8034777626918e-07,6.60189857997016e-15,2.6415331116878e-15,-6.8553001832935e-16,-2.5817585864826e-17,9.62402632412673e-18,-5.32059194228194e-18,1.26702343850513e-17,-5.61399035242483e-18,5.58905122473436e-15,-1.05703575997449e-14,5.9742968447377e-16,2.22247097162444e-16,1.23624142846485e-17,4.85902447278022e-17,-3.98242249070165e-18,1.28196651448328e-17,3.35499768152406e-13,3.47979775711358e-14,-3.95059654816009e-15,-2.71048839128783e-15,-2.64069619790592e-16,-1.90947118656848e-16,-8.01125288789889e-17,-9.77574571432617e-17,7.04216457781965e-06,0.000645879584709364,-3.58454309159246e-05,-1.19599105907213e-05,-3.63747142055638e-06,-1.33412170269831e-06,-5.66445681338307e-07,-5.80347776249505e-07,3.68141280895794e-17,-4.02940434025113e-16,2.59246837567098e-16,-1.75168807182646e-18,-2.98517186353366e-18,-1.0607495575594e-17,8.89174372367045e-19,-3.9361782990848e-18,-1.04305143568425e-14,1.33418442463748e-16,4.50231414384237e-16,-1.68766994433435e-16,2.56777211320722e-16,-1.6531331608956e-18,4.1894040687872e-17,1.1956906369175e-17,-2.17904278364668e-15,-2.62179983138527e-15,6.8745926368427e-15,-8.51435202859561e-16,-8.42286531457568e-16,-3.18575849636852e-16,2.10935310144133e-17,1.80939660872007e-17
"b3",-2.6771184196431e-19,-4.66692542524024e-24,8.68427913337918e-05,2.03986385736098e-25,-3.33249847723613e-26,-1.35851710250688e-22,-6.04919922384329e-15,8.32524234041775e-17,1.56965782699533e-13,3.04270579859974e-16,-1.02975634495019e-23,-1.67312294581827e-28,1.57687041706632e-17,-1.62454294896779e-17,2.50153349215587e-23,0,5.70001047917858e-23,-8.38841298962716e-16,1.77929843670509e-16,7.95799796990276e-17,-7.31665747587572e-23,-5.03802810845464e-23,-3.32423517744384e-22,0,-1.4006059181092e-11,-6.54993976175779e-27,-1.77732946396171e-15,2.8714371372685e-16,-2.24908471287973e-26,-1.21121133053677e-15,1.37001428228156e-21,1.28070665961523e-16,-2.83134130203244e-05,-2.83134130112039e-05,5.82245667624671e-05,-1.19599105897825e-05,-3.63747142070075e-06,-1.33412170261074e-06,-5.66445681420069e-07,-5.80347776248921e-07,-4.23139124824058e-16,-3.16582326590597e-16,6.3243884687078e-17,2.00853356997454e-18,-1.98131834358945e-19,6.3120149404221e-21,-8.06227321019315e-19,4.43579227607296e-19,-2.30523005514917e-15,1.78491714254364e-15,-9.27647186928023e-17,-2.54730051253764e-17,-6.34353830355125e-18,-2.75693853606382e-18,-3.52718890165811e-19,-1.1573405175618e-18,-7.55119819930306e-14,2.90048550266996e-15,8.12402485326549e-16,1.68212584363319e-16,3.09921880853187e-17,-7.47610513041714e-18,-5.06579449584217e-18,7.76180765505244e-18,7.04216456348055e-06,-3.58454309159246e-05,6.08315412983793e-05,-1.19599105898236e-05,-3.63747142064473e-06,-1.33412170262e-06,-5.66445681390913e-07,-5.80347776253718e-07,1.24046916148218e-17,3.59374501444574e-17,-1.01027319949132e-17,-9.12212295950043e-20,-8.72103709196164e-19,-2.72206760035203e-19,-1.40055511422879e-18,6.02416210957608e-19,-1.32683746432952e-15,6.09861068784581e-18,-9.61125533990319e-17,3.9300855270464e-17,-4.7572138916205e-20,3.09501785383326e-18,1.38202232681424e-18,1.38360659010239e-18,-4.33490941255607e-16,-5.4809009930984e-15,6.47181918329741e-16,1.15465460271003e-16,-2.83429549414132e-17,-8.20294862372402e-18,-1.03829730179185e-19,1.12711947777995e-17
"b4",8.72183503273547e-13,-1.29326843179239e-24,2.03986385736098e-25,2.28156139786312e-05,4.20052098775079e-27,2.21298442239515e-16,-2.87840076019817e-24,-2.1535751104709e-27,4.12385556462761e-14,7.99389460765808e-17,1.67744278115761e-17,-1.34471452556947e-37,4.14280388655729e-18,4.2378404510122e-28,-4.02967649484568e-17,0,8.67946690772935e-13,8.40921137222768e-25,-1.78612488648356e-25,-8.03508783159379e-25,5.89305678524802e-17,-1.46705145261958e-25,5.41508747532703e-16,0,7.74946179075933e-20,1.57172521094669e-15,4.51579714955212e-26,2.86984598555212e-24,-4.23660538450628e-16,-1.26876412498846e-23,-2.20648135617991e-15,1.7757077894838e-35,-1.19599105878301e-05,-1.19599105903832e-05,-1.19599105897825e-05,1.0913552258412e-05,-3.63747142064934e-06,-1.33412170263376e-06,-5.6644568136915e-07,-5.80347776250588e-07,5.39549059921436e-18,-1.0163140904817e-16,2.33746794931395e-18,1.34294305644136e-18,-2.6698778111927e-20,-2.30510916301634e-20,6.48446650929678e-19,1.39254692393544e-19,-1.38201331603171e-15,3.67621454778502e-16,-2.22079533620063e-18,-2.488850945817e-18,-9.66765996448036e-19,-3.1947555009147e-18,1.11366616317959e-19,5.66614611778915e-20,8.83303254362796e-15,-9.95383391466783e-16,-3.70035035477313e-16,6.18368722789283e-17,1.51838850162283e-17,-3.47191854010598e-18,-1.84689163141849e-18,3.17630226339334e-18,-1.19599105900382e-05,-1.19599105907213e-05,-1.19599105898236e-05,1.09135522584605e-05,-3.63747142065502e-06,-1.33412170262172e-06,-5.66445681374105e-07,-5.80347776250987e-07,-1.30498227404297e-17,-6.27437471925968e-17,8.98397073574228e-20,6.93464047656702e-19,2.16850419527183e-19,6.38457279942409e-19,2.83160850396318e-19,8.96204187543647e-20,2.25121489842912e-16,-3.07544177138486e-17,-2.89692508476511e-18,4.11971171650584e-18,-8.71042834498505e-18,5.23585976546857e-19,-3.27282050835587e-18,-2.44238642263351e-19,2.75868166754928e-15,-1.13590497880926e-16,-3.35263700547464e-16,4.07588925025023e-18,4.38402608467985e-17,1.23142801968956e-17,9.08452119659991e-18,-2.71848401662758e-18
"b5",-1.78513309546231e-29,2.96311502616826e-25,-3.33249847723613e-26,4.20052098775079e-27,0.000202605632771453,-9.06649588413318e-33,3.44001691386645e-25,-1.94229246467877e-16,1.04669004948085e-23,2.06298404867065e-26,-6.86879102209641e-34,-1.57732564376056e-28,1.0514995985244e-27,3.79008490028313e-17,6.64470245498317e-27,0,3.98153834516199e-23,3.91406183469332e-15,-8.30226660515933e-16,5.306607048991e-27,-1.04662236616557e-15,6.90894288580043e-28,-2.2173827100751e-32,0,-9.33961690624698e-22,3.10339558928167e-37,4.14653830389312e-15,-1.41568600162182e-26,-3.76216092866462e-15,-4.59915634599327e-26,-9.83492489674968e-25,-6.40150992843673e-27,-3.63747141926581e-06,-3.63747142046504e-06,-3.63747142070076e-06,-3.63747142064934e-06,1.36182733427325e-05,-1.33412170262934e-06,-5.66445681372248e-07,-5.80347776253055e-07,-5.18289342916908e-17,-3.42880173641042e-17,3.4251284710063e-18,5.92277772325514e-19,6.01591472294696e-20,1.45749855250784e-19,-1.06415627681712e-19,4.22999604101198e-20,2.93361282668085e-15,5.73367334473559e-17,-6.38602990874075e-17,-3.20569043027223e-18,-6.1606912099568e-19,-1.75666703604137e-18,1.52683138202363e-19,-2.71352518315443e-19,4.7409313509498e-15,-1.78705492288564e-15,-1.75774563743882e-17,6.44496906526843e-17,-1.22439436589199e-17,2.1823502882679e-19,4.7548314057401e-19,1.51178457954978e-18,-3.63747142063382e-06,-3.63747142055636e-06,-3.63747142064473e-06,-3.63747142065502e-06,1.36182733427366e-05,-1.33412170262914e-06,-5.66445681370178e-07,-5.8034777625338e-07,4.70576354833289e-18,5.29910703446612e-17,-5.54945926309078e-18,-5.28315443661431e-19,-7.60996993605498e-21,-1.65747585873245e-19,7.38686832532422e-20,-2.90993079144709e-20,7.03622042248785e-17,-1.82365842119049e-16,1.13170105761497e-17,2.76230544873708e-18,2.55051511540191e-18,-1.74971963748824e-19,-1.01722155553604e-19,9.66095201637775e-21,-1.76271517789361e-15,1.12508651432056e-15,4.63873206199508e-17,-3.0047931261867e-17,1.95855244564165e-19,-8.84158675991931e-18,-6.36591034129175e-18,2.03016676785161e-19
"b6",5.264911693203e-19,-4.97177574830308e-15,-1.35851710250688e-22,2.21298442239515e-16,-9.06649588413318e-33,0.000170634170583255,1.91696943229099e-21,1.26760517974384e-26,4.97664128184172e-20,9.64698934064125e-23,-1.25453131653879e-16,8.84230852556161e-35,-3.09833403033183e-17,-2.47353695219942e-27,3.01372757223781e-16,0,1.98833255931511e-23,-5.31907273709643e-22,1.12824890919113e-22,-1.56363742114622e-16,1.4223287985066e-22,9.78926835516688e-23,4.04985423532926e-15,0,2.7519984778139e-11,-1.17546710888474e-14,-2.70617046808052e-25,-5.17021145770402e-28,-9.70541222928132e-27,3.83828505371018e-22,8.25095032917863e-15,-2.30596861248589e-28,-1.33412170228157e-06,-1.33412170264059e-06,-1.33412170261074e-06,-1.33412170263376e-06,-1.33412170262934e-06,6.98546674481843e-06,-5.66445681376298e-07,-5.80347776251463e-07,-9.12595829898431e-17,-2.15283435830795e-17,8.18468031621459e-18,2.25335887425638e-19,-1.42478826906694e-19,1.52531622555073e-20,-5.27630829913541e-20,6.63155361568859e-20,-7.97223874070384e-16,3.17882970516703e-16,-7.78697928072009e-18,-4.32396005956036e-18,-6.77328384567535e-19,-1.67761697112774e-18,1.2345190900554e-19,-1.99653253225123e-19,-6.87941052664224e-15,5.6182322097134e-16,9.27848019627358e-18,1.39707565164151e-17,4.79279209638789e-18,1.47065492366431e-19,6.65844861792153e-19,6.0874280132201e-19,-1.33412170270407e-06,-1.33412170269833e-06,-1.33412170262e-06,-1.33412170262172e-06,-1.33412170262913e-06,6.98546674481803e-06,-5.66445681375739e-07,-5.80347776251792e-07,1.07517160550579e-18,-5.91072609044992e-18,-1.32053228474511e-18,-3.01548106254569e-20,5.55250449163901e-20,1.6718789903719e-19,2.17132778990079e-19,-1.17415725398119e-20,2.35760169450249e-17,-6.9117487065036e-17,1.91990878700106e-18,5.00187040430904e-18,-3.66898461669522e-18,1.41106501500822e-19,-8.8689753123358e-19,-7.75010036485892e-20,4.83200480156258e-16,-9.60764494408134e-17,-8.73632278044367e-17,8.9277738078872e-18,1.10181752163475e-17,4.37493902636743e-18,1.59431146358954e-18,-1.20257706140446e-18
"b7",3.77761470032945e-18,6.55344356408563e-23,-6.04919922384329e-15,-2.87840076019818e-24,3.44001691386645e-25,1.91696943229098e-21,0.00122541686157082,-1.17475407954175e-15,-2.21490481640152e-12,-4.29348588737452e-15,1.45306336764885e-22,4.07412289977564e-17,-2.22508232146805e-16,5.08675341109473e-27,-3.52985121016586e-22,0,-8.04314191699936e-22,2.36733624902148e-14,-5.0214476709589e-15,-1.12293314691174e-15,1.03244698305379e-21,7.10903663552998e-22,4.69074493736376e-21,0,1.97635990503667e-10,9.24245582440716e-26,5.56515688053804e-25,-4.05181297216073e-15,3.17362706528738e-25,1.70910994962988e-14,-1.9330868087736e-20,-3.75144528499942e-26,-5.66445680659877e-07,-5.66445681332921e-07,-5.66445681420067e-07,-5.66445681369148e-07,-5.66445681372248e-07,-5.66445681376298e-07,8.95939534158245e-06,-5.80347776251805e-07,-9.95772985552696e-21,-4.83660593918153e-18,-3.54885329274051e-19,2.26704517975595e-19,1.6234077565069e-19,-4.46756890475236e-20,4.58741373579727e-20,-4.72257382008457e-20,1.91828411393051e-15,-8.84869763995811e-17,-3.23643441558904e-17,-2.20527989583828e-19,-1.74688238184497e-19,-2.94356847305663e-19,2.6051776474278e-20,1.74479853899782e-19,8.97474279125034e-16,9.91514879962191e-18,-2.77683239717216e-17,-1.66249637608183e-19,1.6954693169369e-18,4.32474885046388e-19,-5.11582562211904e-18,-5.09118135425366e-19,-5.66445681425196e-07,-5.6644568133832e-07,-5.66445681390911e-07,-5.66445681374104e-07,-5.66445681370179e-07,-5.66445681375738e-07,8.95939534158816e-06,-5.80347776252715e-07,6.06365765226954e-19,-3.09232574192105e-18,6.3140668987654e-19,-2.76258480974051e-20,1.25446347102366e-21,1.04189249053109e-20,1.77518172069978e-21,-5.95646873053868e-21,1.13218462050881e-17,-2.80342597162815e-17,2.12702618299686e-18,4.96386993154031e-19,-2.5861559728848e-19,-2.73985510507468e-20,5.46910231291879e-20,2.34593196452666e-20,1.97876107990448e-16,-1.06754891345011e-16,6.61791680817614e-18,-8.08434827641015e-20,-3.73580228800225e-19,-1.92971667711284e-19,6.13997460637276e-19,4.58141576844966e-20
"b8",-1.11247139726348e-29,-4.91392410946069e-16,8.32524234041775e-17,-2.1535751104709e-27,-1.94229246467877e-16,1.26760517974384e-26,-1.17475407954175e-15,1.68648669460441e-05,7.41072695565514e-24,-2.95446726216363e-17,3.6127965194568e-28,-5.41809823735255e-29,6.99864992848787e-28,-4.9815256176927e-28,-3.36676793910612e-27,0,1.00087483846492e-23,3.25806006204151e-16,-6.91079609695856e-17,3.32813047064337e-27,1.24767899026528e-26,-5.99904346006091e-17,1.16627575346878e-26,0,-5.82007193775291e-22,-1.55511849397141e-36,-5.50093451890692e-26,2.78816494286144e-17,-7.61099869224611e-28,-2.35217158361843e-16,1.63098896183427e-15,2.48713187119114e-17,-5.8034777644177e-07,-5.80347776269139e-07,-5.8034777624892e-07,-5.80347776250588e-07,-5.80347776253057e-07,-5.80347776251462e-07,-5.80347776251805e-07,1.41981111857131e-06,-1.9099995133889e-17,-6.10478478229224e-18,9.83436418497452e-19,1.53269827002416e-19,2.38113413340235e-21,7.63464411365021e-21,1.73506145751519e-20,1.63718633745822e-20,4.56423148022265e-17,2.63800587987015e-17,-2.22766709359215e-18,-8.97642881992088e-19,5.41920863379821e-20,-1.87566870298229e-19,-1.60486669361045e-19,-1.79898245349593e-21,1.06516481529716e-15,-1.90222323396086e-16,-1.52716895899724e-17,5.17130524402151e-18,1.05153038879013e-18,-2.42461312197747e-19,-7.14427228043106e-19,2.11739611908195e-19,-5.80347776232053e-07,-5.80347776249526e-07,-5.80347776253711e-07,-5.80347776250989e-07,-5.80347776253382e-07,-5.80347776251791e-07,-5.80347776252715e-07,1.41981111857133e-06,4.98287156577167e-19,-1.3352435717364e-17,1.89289196444773e-18,2.73332093479332e-20,1.04735328303595e-20,1.47756350105547e-20,4.23418922491425e-21,-2.44224687219701e-22,1.15532357529033e-17,-2.87687744608611e-17,2.13275021298285e-18,4.6209076788292e-19,-3.11441609198145e-19,2.07292892601054e-19,3.8895949227564e-20,1.36328417328835e-20,1.96442078852215e-16,7.89669816296469e-17,-1.45733269417538e-17,-4.22480063321171e-18,1.04962567356354e-18,4.10311381131128e-19,1.02733659646177e-18,-2.26438651689903e-19
"b9",9.80246920873928e-17,-9.26481220395683e-13,1.56965782699533e-13,4.12385556462761e-14,1.04669004948085e-23,4.97664128184172e-20,-2.21490481640152e-12,7.41072695565514e-24,0.0317973622751339,-1.11408232316062e-13,3.77116505543698e-21,-1.02153906853145e-25,1.37714748319896e-24,-8.91615776859879e-25,5.61602562296024e-14,0,2.68248253967636e-20,6.14281154609923e-13,-1.30297530581173e-13,-4.69302347467171e-21,-1.64259130976066e-13,-1.1310716417107e-13,1.21738666187624e-19,0,5.12829829238563e-09,6.70286714530659e-24,-9.41853914193289e-23,9.30890312599604e-24,-1.30936843152602e-23,-4.43483130663725e-13,3.0750991802896e-12,8.85506907808994e-25,-1.78190454796804e-15,6.60189857997016e-15,-4.23139124824057e-16,5.3954905992127e-18,-5.18289342916912e-17,-9.12595829898418e-17,-9.95772985657558e-21,-1.90999951338872e-17,0.000168949653202753,1.22731938046792e-05,-9.52931339356275e-06,-4.85889903404249e-07,-8.02431402485156e-08,-3.58148867411306e-08,-2.10945294231162e-08,-5.1162881975309e-08,3.95646089999147e-14,2.0713144729733e-15,-9.48671853054542e-16,-8.67825456982441e-17,1.48140901416536e-17,-2.51839911155263e-17,-1.23021733598013e-17,5.47787145876337e-20,-9.12209992921201e-14,-8.43559688758921e-15,2.68303226123528e-16,9.60660970484575e-16,8.70440213589341e-17,2.78161764426582e-17,-1.03775780360397e-16,1.777875547956e-17,2.93863344955233e-17,3.68141280895793e-17,1.24046916148218e-17,-1.30498227404297e-17,4.70576354833289e-18,1.07517160550578e-18,6.06365765226955e-19,4.98287156577163e-19,1.82788156850687e-05,1.07383873896874e-06,1.07383873888346e-06,-4.85889903392956e-07,-8.02431402497978e-08,-3.58148867404231e-08,-2.10945294196241e-08,-5.11628819747157e-08,-1.70487032110359e-17,-2.49137720647495e-17,3.73054100963631e-18,1.12373378918147e-19,4.88906329501792e-19,-1.32253047938524e-19,7.66816099772619e-21,1.63563596776407e-20,-2.04795022382006e-16,1.38759102702793e-16,9.19415531840496e-18,-2.3566699239048e-18,1.41969626523832e-18,3.89656743466076e-19,-1.16871132648431e-17,-1.2856684052933e-18
"b10",1.90016553581565e-19,-1.79593904678459e-15,3.04270579859974e-16,7.99389460765809e-17,2.06298404867065e-26,9.64698934064125e-23,-4.29348588737452e-15,-2.95446726216363e-17,-1.11408232316062e-13,6.16376493560544e-05,7.31022933813038e-24,-1.90730947662382e-28,-1.11920154022162e-17,-1.72835407036939e-27,1.08863941135401e-16,0,5.19986269475103e-23,1.19075431534017e-15,-2.52575462641733e-16,-9.09739999612608e-24,-3.1840838283257e-16,3.57576659682992e-23,2.35984517870051e-22,0,9.94095826676191e-12,1.37641809762158e-26,-1.8257382703818e-25,1.79960141943149e-26,-2.5381473914832e-26,-8.59670604665929e-16,5.96093106804502e-15,1.67294156907733e-27,1.66303765788148e-14,2.6415331116878e-15,-3.16582326590596e-16,-1.01631409048171e-16,-3.42880173641037e-17,-2.15283435830792e-17,-4.83660593918184e-18,-6.10478478229201e-18,1.22731938046792e-05,8.53015219205712e-05,-9.52931339355876e-06,-4.85889903396319e-07,-8.02431402498541e-08,-3.58148867406265e-08,-2.10945294204724e-08,-5.11628819747516e-08,2.02068289979612e-14,1.188006699695e-15,-4.92653872887659e-16,-4.54074384325447e-17,-5.5498970813987e-18,-3.49608152677495e-18,-6.96851161137856e-18,-1.33777883391957e-19,-9.28621310938397e-14,-1.87692733244512e-15,1.26215004514622e-15,4.40763011695626e-16,3.56791939507099e-17,8.98764325962863e-18,-5.72211732994706e-17,8.25435973948077e-18,3.06812726126207e-15,-4.02940434025115e-16,3.59374501444566e-17,-6.27437471925962e-17,5.29910703446609e-17,-5.91072609045006e-18,-3.09232574192113e-18,-1.33524357173641e-17,1.07383873896874e-06,8.89408402425582e-05,-1.08814754310148e-05,-4.85889903395886e-07,-8.02431402525909e-08,-3.58148867402966e-08,-2.10945294182084e-08,-5.11628819755222e-08,-3.27717115088237e-15,-2.12101737261857e-15,2.46934874478452e-16,4.98544339536234e-17,1.78822292092059e-17,7.1688651990938e-18,1.79648997728333e-18,3.19048880098858e-18,1.662684473362e-15,-1.7843331242934e-15,9.40484784834006e-16,-1.21707982205125e-16,-1.56512100773899e-17,-4.76593377038417e-17,6.11421555275288e-18,-5.94118686998986e-19
