p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
-1773.3104390686,-1775.11236697959,-1775.2492502885,-1775.31113475316,-1775.86015731179,-1775.28125735274,-1775.47278006009,-1775.70422411837,-1771.54455778127,-1773.04213923816
-1773.34509007204,-1775.11236697959,-1775.2492502885,-1775.31113475316,-1775.86015731179,-1775.28125735274,-1775.47278006009,-1775.70422411837,-1771.54455778127,-1773.04213923816
-1773.34509007204,-1775.11236697959,-1775.2492502885,-1775.31113475316,-1775.86015731179,-1775.28125735274,-1775.55816826207,-1775.9153720879,-1771.54455778127,-1773.04213923816
-1773.34509007204,-1775.11667431478,-1775.2871156068,-1775.32945513634,-1775.86015731179,-1775.28125735274,-1775.55816826207,-1775.9153720879,-1771.54455778127,-1773.04213923816
-1773.34509007204,-1775.11667431478,-1775.2871156068,-1775.32945513634,-1775.86015731179,-1775.28125735274,-1775.55816826207,-1775.9153720879,-1771.54455778127,-1773.04213923816
-1773.34509007204,-1775.11667431478,-1775.2871156068,-1775.32945513634,-1775.86015731179,-1775.28224593163,-1775.55816826207,-1775.9153720879,-1771.54455778127,-1773.04213923816
-1773.34509007204,-1775.11667431478,-1775.2871156068,-1775.32945513634,-1775.86015731179,-1775.28224593163,-1775.85778960769,-1775.9153720879,-1771.55054204961,-1773.04213923816
-1773.34509007204,-1775.12098699169,-1775.2871156068,-1775.32945513634,-1775.86015731179,-1775.28224593163,-1775.85778960769,-1775.9153720879,-1771.55054204961,-1773.05221957178
-1773.34509007204,-1775.14234189008,-1775.2871156068,-1775.32945513634,-1775.86015731179,-1775.35858031924,-1775.85778960769,-1775.9153720879,-1771.55054204961,-1773.05221957178
-1773.34509007204,-1775.14234189008,-1775.2871156068,-1775.32945513634,-1775.86015731179,-1775.35858031924,-1775.85778960769,-1775.9153720879,-1771.55054204961,-1773.05221957178
-1773.34509007204,-1775.15664528157,-1775.28768458234,-1775.32945513634,-1775.86092256033,-1775.35858031924,-1775.85778960769,-1775.9153720879,-1771.55054204961,-1773.07893576765
-1773.34509007204,-1775.15664528157,-1775.28768458234,-1775.32945513634,-1775.86092256033,-1775.35858031924,-1775.85778960769,-1775.9153720879,-1771.55054204961,-1773.07893576765
-1773.34509007204,-1775.15664528157,-1775.29091127949,-1775.32945513634,-1775.86092256033,-1775.35858031924,-1775.85778960769,-1775.9153720879,-1771.55054204961,-1773.15345175245
-1773.34509007204,-1775.15664528157,-1775.29091127949,-1775.32945513634,-1775.86092256033,-1775.35858031924,-1775.85778960769,-1775.9153720879,-1771.55054204961,-1773.16165216477
-1773.34509007204,-1775.15664528157,-1775.29091127949,-1775.32945513634,-1775.89293007356,-1775.35858031924,-1775.85778960769,-1775.9153720879,-1771.55054204961,-1773.16165216477
-1773.34509007204,-1775.15760206707,-1775.29091127949,-1775.36158958216,-1776.07420999526,-1775.35858031924,-1775.85778960769,-1775.9153720879,-1771.55054204961,-1773.16387211291
-1773.34509007204,-1775.15760206707,-1775.29091127949,-1775.36158958216,-1776.07420999526,-1775.40556358914,-1775.85778960769,-1775.9153720879,-1771.55054204961,-1773.16387211291
-1773.34509007204,-1775.15760206707,-1775.29091127949,-1775.3743843256,-1776.07420999526,-1775.40556358914,-1775.85778960769,-1775.9153720879,-1771.59706816361,-1773.16387211291
-1773.34509007204,-1775.15760206707,-1775.29091127949,-1775.3743843256,-1776.07420999526,-1775.40556358914,-1775.85778960769,-1775.9153720879,-1771.61889137082,-1773.16387211291
-1773.36164233975,-1775.15760206707,-1775.29091127949,-1775.3743843256,-1776.07420999526,-1775.40556358914,-1775.85778960769,-1775.9153720879,-1771.61889137082,-1773.16387211291
-1773.36164233975,-1775.15760206707,-1775.32046488139,-1775.3743843256,-1776.07420999526,-1775.40556358914,-1775.85778960769,-1775.9153720879,-1771.61889137082,-1773.19761181326
-1773.36164233975,-1775.15760206707,-1775.32046488139,-1775.3743843256,-1776.07420999526,-1775.40556358914,-1775.85778960769,-1775.9153720879,-1771.61889137082,-1773.23561043871
-1773.36164233975,-1775.15760206707,-1775.32046488139,-1775.3743843256,-1776.07420999526,-1775.40556358914,-1775.85778960769,-1775.9153720879,-1771.61889137082,-1773.23561043871
-1773.36164233975,-1775.15760206707,-1775.32046488139,-1775.3743843256,-1776.07420999526,-1775.40556358914,-1775.85778960769,-1775.91757814515,-1771.61889137082,-1773.23561043871
-1773.39984102956,-1775.22057679111,-1775.32046488139,-1775.3743843256,-1776.07420999526,-1775.40556358914,-1775.85778960769,-1775.91757814515,-1771.61889137082,-1773.28131568353
-1773.39984102956,-1775.22057679111,-1775.32046488139,-1775.3743843256,-1776.07420999526,-1775.40556358914,-1775.85778960769,-1775.92311860955,-1771.61889137082,-1773.28131568353
-1773.39984102956,-1775.22057679111,-1775.32046488139,-1775.3743843256,-1776.07420999526,-1775.40556358914,-1775.85778960769,-1775.92311860955,-1771.61889137082,-1773.28131568353
-1773.39984102956,-1775.40194955756,-1775.32046488139,-1775.3743843256,-1776.07420999526,-1775.40556358914,-1775.85778960769,-1775.92702979609,-1771.61889137082,-1773.28131568353
-1773.39984102956,-1775.40194955756,-1775.32046488139,-1775.3743843256,-1776.07420999526,-1775.40556358914,-1775.85778960769,-1775.92702979609,-1771.61889137082,-1773.28131568353
-1773.39984102956,-1775.40194955756,-1775.32046488139,-1775.3743843256,-1776.07929614832,-1775.40556358914,-1775.85778960769,-1775.92702979609,-1771.61889137082,-1773.28131568353
-1773.39984102956,-1775.40194955756,-1775.32046488139,-1775.3743843256,-1776.07929614832,-1775.40556358914,-1775.85778960769,-1775.92702979609,-1771.61889137082,-1773.28133120087
-1773.39984102956,-1775.40194955756,-1775.32046488139,-1775.3743843256,-1776.07929614832,-1775.40556358914,-1775.85778960769,-1775.92702979609,-1771.61889137082,-1773.28133120087
-1773.39984102956,-1775.40194955756,-1775.32046488139,-1775.3743843256,-1776.07929614832,-1775.44688371362,-1775.85778960769,-1775.92702979609,-1771.61889137082,-1773.28133120087
-1773.39984102956,-1775.40194955756,-1775.32046488139,-1775.3743843256,-1776.07929614832,-1775.44688371362,-1775.85778960769,-1775.92702979609,-1771.61889137082,-1773.28785426583
-1773.44011780191,-1775.40194955756,-1775.32046488139,-1775.38460708659,-1776.07929614832,-1775.44688371362,-1775.85778960769,-1775.92702979609,-1771.61889137082,-1773.28785426583
-1773.44011780191,-1775.40194955756,-1775.32046488139,-1775.38460708659,-1776.07929614832,-1775.44688371362,-1775.85778960769,-1775.92702979609,-1771.61889137082,-1773.28785426583
-1773.44011780191,-1775.40194955756,-1775.32046488139,-1775.38460708659,-1776.07929614832,-1775.44688371362,-1775.85778960769,-1775.93764344454,-1771.62533965928,-1773.28785426583
-1773.44011780191,-1775.40601391114,-1775.33639420581,-1775.38460708659,-1776.07929614832,-1775.44688371362,-1775.85778960769,-1775.93764344454,-1771.62533965928,-1773.28785426583
-1773.44011780191,-1775.40601391114,-1775.33639420581,-1775.39270469123,-1776.07929614832,-1775.44688371362,-1775.85778960769,-1775.93764344454,-1771.62533965928,-1773.28785426583
-1773.44011780191,-1775.40601391114,-1775.33639420581,-1775.39270469123,-1776.07929614832,-1775.44688371362,-1775.85778960769,-1775.94498404441,-1771.62533965928,-1773.28785426583
-1773.44011780191,-1775.40601391114,-1775.33639420581,-1775.39270469123,-1776.07929614832,-1775.44688371362,-1775.85778960769,-1775.94498404441,-1771.62533965928,-1773.28785426583
-1773.44011780191,-1775.40601391114,-1775.33639420581,-1775.39270469123,-1776.07929614832,-1775.44688371362,-1775.85778960769,-1775.94498404441,-1771.62533965928,-1773.28785426583
-1773.44011780191,-1775.40601391114,-1775.33639420581,-1775.39270469123,-1776.07929614832,-1775.44688371362,-1775.85778960769,-1775.94498404441,-1771.62533965928,-1773.28785426583
-1773.44011780191,-1775.40601391114,-1775.33639420581,-1775.40204479442,-1776.07929614832,-1775.44688371362,-1775.85778960769,-1775.94498404441,-1771.62813727482,-1773.28785426583
-1773.44011780191,-1775.40601391114,-1775.33639420581,-1775.40204479442,-1776.07929614832,-1775.44688371362,-1775.85778960769,-1775.94498404441,-1771.62813727482,-1773.28785426583
-1773.44011780191,-1775.40601391114,-1775.33639420581,-1775.42739012833,-1776.07929614832,-1775.44688371362,-1775.85778960769,-1775.94744724339,-1771.62813727482,-1773.28785426583
-1773.44011780191,-1775.40601391114,-1775.33639420581,-1775.42739012833,-1776.07929614832,-1775.44688371362,-1775.85858328822,-1775.94744724339,-1771.62813727482,-1773.28785426583
-1773.44011780191,-1775.40601391114,-1775.33639420581,-1775.42739012833,-1776.07929614832,-1775.44688371362,-1775.8859638165,-1775.94744724339,-1771.62813727482,-1773.28785426583
-1773.53536087097,-1775.40601391114,-1775.33639420581,-1775.42739012833,-1776.07929614832,-1775.44688371362,-1775.8859638165,-1775.94744724339,-1771.62813727482,-1773.28785426583
-1773.53536087097,-1775.40601391114,-1775.33639420581,-1775.42739012833,-1776.08180769579,-1775.44688371362,-1775.8859638165,-1775.94844234919,-1771.62813727482,-1773.28785426583
-1773.53536087097,-1775.40601391114,-1775.33639420581,-1775.42739012833,-1776.08180769579,-1775.44688371362,-1775.8859638165,-1775.96717396451,-1771.62813727482,-1773.28785426583
-1773.53536087097,-1775.40601391114,-1775.33639420581,-1775.42739012833,-1776.08180769579,-1775.44688371362,-1775.90456839304,-1775.96717396451,-1771.62813727482,-1773.28785426583
-1773.53536087097,-1775.40601391114,-1775.33639420581,-1775.42739012833,-1776.08180769579,-1775.44688371362,-1775.90456839304,-1775.96717396451,-1771.62813727482,-1773.28785426583
-1773.53536087097,-1775.40601391114,-1775.33639420581,-1775.42739012833,-1776.08180769579,-1775.44688371362,-1775.90456839304,-1775.96717396451,-1771.65604859133,-1773.28785426583
-1773.5415626329,-1775.40601391114,-1775.33639420581,-1775.42739012833,-1776.18735242655,-1775.44688371362,-1775.90456839304,-1775.96717396451,-1771.65604859133,-1773.33691123142
-1773.5415626329,-1775.40601391114,-1775.33639420581,-1775.42739012833,-1776.18735242655,-1775.44688371362,-1775.90456839304,-1775.96717396451,-1771.65604859133,-1773.33691123142
-1773.5415626329,-1775.40601391114,-1775.41586897768,-1775.42739012833,-1776.18735242655,-1775.44688371362,-1775.90456839304,-1775.96717396451,-1771.65604859133,-1773.33691123142
-1773.5415626329,-1775.40601391114,-1775.41586897768,-1775.42739012833,-1776.18735242655,-1775.44688371362,-1775.90456839304,-1775.96717396451,-1771.65604859133,-1773.33691123142
-1773.5415626329,-1775.40601391114,-1775.43795021707,-1775.42799171658,-1776.18735242655,-1775.44688371362,-1775.90456839304,-1775.96717396451,-1771.65604859133,-1773.33691123142
-1773.5415841529,-1775.40601391114,-1775.45468250424,-1775.42980347232,-1776.18735242655,-1775.44688371362,-1775.93333176972,-1775.96946541796,-1771.65604859133,-1773.33691123142
-1773.5415841529,-1775.40601391114,-1775.45468250424,-1775.42980347232,-1776.19455208064,-1775.44688371362,-1775.93333176972,-1775.96946541796,-1771.65604859133,-1773.33691123142
-1773.5415841529,-1775.40601391114,-1775.45468250424,-1775.42980347232,-1776.19455208064,-1775.44688371362,-1775.93333176972,-1775.96946541796,-1771.65604859133,-1773.34745482161
-1773.5415841529,-1775.40601391114,-1775.45468250424,-1775.43179523079,-1776.19455208064,-1775.44688371362,-1775.93333176972,-1775.96946541796,-1771.65604859133,-1773.34745482161
-1773.5415841529,-1775.40601391114,-1775.45468250424,-1775.43179523079,-1776.19455208064,-1775.44688371362,-1775.93333176972,-1775.96946541796,-1771.65604859133,-1773.34745482161
-1773.54406902091,-1775.40601391114,-1775.45468250424,-1775.43179523079,-1776.19455208064,-1775.44688371362,-1775.93333176972,-1775.96946541796,-1771.65604859133,-1773.34745482161
-1773.54406902091,-1775.40663987427,-1775.45468250424,-1775.43179523079,-1776.19455208064,-1775.45014648619,-1775.93333176972,-1775.96946541796,-1771.65989050363,-1773.34745482161
-1773.54406902091,-1775.40663987427,-1775.45468250424,-1775.43292101976,-1776.19455208064,-1775.45014648619,-1775.93333176972,-1775.96946541796,-1771.65989050363,-1773.36353004255
-1773.54406902091,-1775.40663987427,-1775.45468250424,-1775.43449099126,-1776.19455208064,-1775.45014648619,-1775.93333176972,-1775.96946541796,-1771.65989050363,-1773.36353004255
-1773.54406902091,-1775.40663987427,-1775.45885334038,-1775.43449099126,-1776.19455208064,-1775.45014648619,-1775.93333176972,-1775.97287524528,-1771.65989050363,-1773.36353004255
-1773.54406902091,-1775.40663987427,-1775.45885334038,-1775.43449099126,-1776.19455208064,-1775.45123169172,-1775.93333176972,-1775.97287524528,-1771.66058563082,-1773.3748277358
-1773.54406902091,-1775.40663987427,-1775.45885334038,-1775.43449099126,-1776.19455208064,-1775.45123169172,-1775.93333176972,-1775.97287524528,-1771.66058563082,-1773.3748277358
-1773.54541981838,-1775.40663987427,-1775.45885334038,-1775.43449099126,-1776.19725354825,-1775.45123169172,-1775.93333176972,-1775.97287524528,-1771.66521547457,-1773.3748277358
-1773.54541981838,-1775.40663987427,-1775.45885334038,-1775.43449099126,-1776.19725354825,-1775.45123169172,-1775.93333176972,-1775.97287524528,-1771.66521547457,-1773.3748277358
-1773.54541981838,-1775.40663987427,-1775.45885334038,-1775.43449099126,-1776.19725354825,-1775.45123169172,-1775.93333176972,-1775.97287524528,-1771.66521547457,-1773.3748277358
-1773.54541981838,-1775.40663987427,-1775.46936446858,-1775.43449099126,-1776.19725354825,-1775.45123169172,-1775.93333176972,-1775.97287524528,-1771.67133842414,-1773.3748277358
-1773.54541981838,-1775.40663987427,-1775.46936446858,-1775.43456813139,-1776.19725354825,-1775.45123169172,-1775.93333176972,-1775.97287524528,-1771.67133842414,-1773.3748277358
-1773.5560036561,-1775.40663987427,-1775.47260550044,-1775.43456813139,-1776.19725354825,-1775.45123169172,-1775.97317455831,-1775.97287524528,-1771.67133842414,-1773.3748277358
-1773.56421915807,-1775.40663987427,-1775.47260550044,-1775.43456813139,-1776.19725354825,-1775.45123169172,-1775.97317455831,-1775.97287524528,-1771.67133842414,-1773.3748277358
-1773.56876388479,-1775.40663987427,-1775.47260550044,-1775.43456813139,-1776.19725354825,-1775.45123169172,-1775.97317455831,-1775.99393945639,-1771.67133842414,-1773.3748277358
-1773.56876388479,-1775.40663987427,-1775.47260550044,-1775.43456813139,-1776.19725354825,-1775.45266214814,-1775.97317455831,-1775.99393945639,-1771.67133842414,-1773.3748277358
-1773.56876388479,-1775.40663987427,-1775.47260550044,-1775.43456813139,-1776.19725354825,-1775.45266214814,-1775.97317455831,-1775.99393945639,-1771.69021317797,-1773.3748277358
-1773.56993699233,-1775.40663987427,-1775.47260550044,-1775.43456813139,-1776.19725354825,-1775.45266214814,-1775.97317455831,-1775.99393945639,-1771.69021317797,-1773.38077014894
-1773.56993699233,-1775.44736795378,-1775.47260550044,-1775.43456813139,-1776.19725354825,-1775.45266214814,-1775.97317455831,-1775.99393945639,-1771.69021317797,-1773.38077014894
-1773.58448718226,-1775.44736795378,-1775.47260550044,-1775.43456813139,-1776.19725354825,-1775.45266214814,-1775.97317455831,-1775.99393945639,-1771.7269123913,-1773.382915397
