p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
871179.14503752,1314288.01069812,1799597.06593843,1431445.41796629,1917835.17213651,1639716.04222503,1282278.02049203,4025852.9624925,1200574.61081025,1338836.26935406
660273.363932882,1314288.01069812,1799597.06593843,1431445.41796629,1450858.35082835,1639716.04222503,1282278.02049203,4025852.9624925,1200574.61081025,1291509.15293086
660273.363932882,1314288.01069812,1799597.06593843,1399130.30823231,1450858.35082835,1639716.04222503,1282278.02049203,4025844.73099276,1200574.61081025,1010755.88170605
628434.32649809,1314288.01069812,1786651.0370009,1399130.30823231,1450858.35082835,1627757.42560272,1282278.02049203,3684480.93667877,1200574.61081025,1010755.88170605
628434.32649809,1306787.13812346,1294765.72054912,1399130.30823231,1450858.35082835,1624766.91743374,1282278.02049203,3684480.93667877,1196649.61282451,981263.958243673
625417.879005041,1306787.13812346,1294765.72054912,1399130.30823231,1450858.35082835,1624766.91743374,1282278.02049203,3680852.31765224,1196647.47628922,981263.958243673
198376.967443201,1306787.13812346,1294765.72054912,1399130.30823231,1450858.35082835,1624766.91743374,1282278.02049203,3680852.31765224,922691.674552713,981263.958243673
186181.281530579,1263411.4945785,1287569.92811336,1399130.30823231,1445218.20139911,1618480.43998753,1276317.6773129,3680852.31765224,922691.674552713,981263.958243673
186181.281530579,1247984.64018699,1287569.92811336,1399130.30823231,1445218.20139911,1618480.43998753,1276317.6773129,3680852.31765224,922691.674552713,753576.461720204
180177.239964622,1247984.64018699,1287569.92811336,1399130.30823231,1445218.20139911,1618480.43998753,1276317.6773129,3680852.31765224,922285.986076422,753576.461720204
170091.657086835,695021.895323904,1046562.56275377,1386865.36471041,1445218.20139911,1614624.98138054,1276317.6773129,3680852.31765224,606202.69186117,753576.461720204
170091.657086835,695021.895323904,1046562.56275377,1386865.36471041,1445218.20139911,1614624.98138054,1276317.6773129,3680852.31765224,562214.381936225,676774.86123519
170091.657086835,574013.636722189,1046562.56275377,1386865.36471041,1445218.20139911,1614599.05390868,1276317.6773129,3680852.31765224,562214.381936225,676774.86123519
170091.657086835,574013.636722189,1046562.56275377,1386865.36471041,1445218.20139911,1592554.52525425,1276317.6773129,3517059.27833164,561538.381927655,676774.86123519
170091.657086835,547846.737552788,1046562.56275377,1386865.36471041,1445152.76933221,1592554.52525425,1276317.6773129,3517059.27833164,561538.381927655,676774.86123519
170091.657086835,547846.737552788,1046562.56275377,1209687.74890287,1445152.76933221,1592554.52525425,1276317.6773129,3517059.27833164,561538.381927655,676774.86123519
170091.657086835,547846.737552788,1046562.56275377,988499.177926708,1445152.76933221,1592554.52525425,1276317.6773129,3517059.27833164,515045.157877522,676774.86123519
146003.604783527,547459.868222926,1046562.56275377,988499.177926708,1445152.76933221,1592554.52525425,1270086.42609638,3509394.34928446,515045.157877522,676774.86123519
146003.604783527,547459.868222926,948529.916361642,976399.049252097,1445152.76933221,1592554.52525425,1270086.42609638,3509394.34928446,515045.157877522,676774.86123519
97399.9356496987,547459.868222926,890682.425545426,975963.824395012,1445152.76933221,1592554.52525425,1257369.96055581,3509394.34928446,510269.653136369,676774.86123519
97399.9356496987,547459.868222926,885930.569097059,910263.043980563,1444873.118049,1250337.00469444,1257369.96055581,3504090.80800512,510269.653136369,676774.86123519
97399.9356496987,547459.868222926,885930.569097059,910263.043980563,1444873.118049,1250337.00469444,1244461.12696761,3504090.80800512,510269.653136369,657199.872060208
97399.9356496987,487577.651012937,883306.479587203,910263.043980563,1444873.118049,1250337.00469444,1206147.85303982,2360603.43507917,510269.653136369,657199.872060208
97399.9356496987,487577.651012937,797248.307809462,876491.480744017,1444873.118049,1227251.12113506,1206147.85303982,2360603.43507917,472514.599531534,657199.872060208
97399.9356496987,487513.131896983,795404.52704564,876491.480744017,1444873.118049,1204839.5840318,914918.284069671,2360603.43507917,472514.599531534,657199.872060208
97399.9356496987,310826.549865874,795404.52704564,876491.480744017,1444873.118049,1204839.5840318,914918.284069671,2360603.43507917,472514.599531534,657199.872060208
97399.9356496987,219814.473993327,740068.276373968,723142.062575989,1444873.118049,1204839.5840318,914918.284069671,1145039.59517451,472514.599531534,654408.864142417
97399.9356496987,219814.473993327,740068.276373968,723142.062575989,1302615.1136585,1177854.96204815,914918.284069671,1145039.59517451,465897.973032115,645089.255588375
97112.3069557496,215108.920837016,740068.276373968,723142.062575989,1302615.1136585,1177854.96204815,889308.937952889,1143230.66211834,465897.973032115,635241.062721929
97112.3069557496,215108.920837016,740068.276373968,714403.639544993,1302615.1136585,1167068.25367687,889308.937952889,1143230.66211834,465881.507307695,635241.062721929
72261.1479994361,215108.920837016,734407.653658625,699474.97621864,666918.850279384,1102417.41034307,889308.937952889,1143230.66211834,465881.507307695,635241.062721929
72261.1479994361,215099.747894408,734407.653658625,655022.595082842,666918.850279384,1102417.41034307,889308.937952889,1143230.66211834,460374.773430481,630860.115032383
72261.1479994361,215099.747894408,732084.348753189,655022.595082842,666918.850279384,1102417.41034307,888951.846220632,1143004.84829914,460374.773430481,618920.41770386
72261.1479994361,215099.747894408,730347.027291932,655022.595082842,666918.850279384,1099261.71154324,888951.846220632,1143004.84829914,459737.262883781,618920.41770386
71745.7479171266,215099.747894408,730347.027291932,641579.970793812,666918.850279384,1014360.73668794,888951.846220632,1143004.84829914,459658.812075054,618920.41770386
69282.5405056468,215099.747894408,730347.027291932,641579.970793812,666918.850279384,1014360.73668794,888753.601755247,1143004.84829914,459658.812075054,411255.570870451
69282.5405056468,215099.747894408,730347.027291932,641579.970793812,666918.850279384,1014360.73668794,866313.104312108,1143004.84829914,345723.46721404,411255.570870451
69282.5405056468,215099.747894408,729131.013903359,641579.970793812,666918.850279384,969155.184669092,866313.104312108,1143004.84829914,345723.46721404,411255.570870451
69282.5405056468,215099.747894408,729131.013903359,641579.970793812,665191.812448738,559332.109481665,866313.104312108,1143004.84829914,345723.46721404,411255.570870451
69282.5405056468,215099.747894408,722866.520948299,634689.002961218,434728.865256773,559332.109481665,725471.776375528,1124984.45181309,198400.047434684,411255.570870451
69282.5405056468,215099.747894408,680807.728225299,634662.173064012,434728.865256773,517651.998939243,725471.776375528,1124984.45181309,198400.047434684,411255.570870451
69282.5405056468,214558.178757304,572439.425218106,630789.296719306,434728.865256773,517604.311643845,725471.776375528,1124984.45181309,198146.589724187,270747.681029199
69282.5405056468,213187.976653278,572249.631652331,630789.296719306,434728.865256773,517604.311643845,643530.291340444,873487.453641576,198146.589724187,266560.395207825
69282.5405056468,213187.976653278,572249.631652331,600066.455683681,434728.865256773,517224.292590834,643530.291340444,803419.567060591,198146.589724187,266560.395207825
69113.6826353478,213187.976653278,572249.631652331,600066.455683681,434728.865256773,517224.292590834,643530.291340444,803419.567060591,198146.589724187,266560.395207825
69113.6826353478,213187.976653278,572249.631652331,600066.455683681,434728.865256773,486367.340500444,643530.291340444,803419.567060591,182587.903666543,244663.828683614
69018.1820566852,213187.976653278,550791.667423799,529692.219122273,434728.865256773,408271.985733425,604976.504250897,803419.567060591,182567.745079433,243759.604038951
68568.8368120555,212995.291641761,550791.667423799,529692.219122273,434728.865256773,408271.985733425,586318.582723745,803419.567060591,182567.745079433,243759.604038951
68568.8368120555,192899.751560644,550791.667423799,401256.153302808,434728.865256773,407796.429037025,585943.644459737,803419.567060591,182567.745079433,243759.604038951
68568.8368120555,192899.751560644,348873.535933681,401256.153302808,434728.865256773,407796.429037025,585943.644459737,803419.567060591,182567.745079433,243759.604038951
68563.7830193495,192899.751560644,348873.535933681,400155.881722329,434728.865256773,407796.429037025,585943.644459737,803419.567060591,182567.745079433,243523.398112324
68563.7830193495,183060.32608677,279661.026500394,400155.881722329,434728.865256773,401055.616288139,585943.644459737,803419.567060591,182567.745079433,235919.754510261
41973.9285180159,183060.32608677,279661.026500394,400155.881722329,434404.610060805,401055.616288139,561403.526316312,736967.509522432,182567.745079433,235919.754510261
41973.9285180159,183060.32608677,279661.026500394,400155.881722329,350256.148393267,401055.616288139,555761.628180249,717428.047602028,131635.796176697,221202.032081445
41773.9951137751,183060.32608677,232586.590242484,400155.881722329,350256.148393267,401055.616288139,555761.628180249,717428.047602028,131635.796176697,221202.032081445
41773.9951137751,183060.32608677,232586.590242484,400155.881722329,350256.148393267,401055.616288139,555761.628180249,716279.026209465,131635.796176697,221202.032081445
41773.9951137751,183060.32608677,232586.590242484,400155.881722329,350256.148393267,401055.616288139,555761.628180249,704893.533844692,131635.796176697,221202.032081445
41773.9951137751,183060.32608677,232583.906670064,400155.881722329,350256.148393267,350704.761196041,500372.585345565,704893.533844692,131635.796176697,221202.032081445
32824.6039780592,183060.32608677,232583.906670064,400155.881722329,350256.148393267,350704.761196041,500372.585345565,704893.533844692,131635.796176697,221202.032081445
32824.6039780592,183060.32608677,232583.906670064,400155.881722329,350256.148393267,350704.761196041,499318.552774668,472867.96421908,131635.796176697,219591.670750735
32824.6039780592,183060.32608677,232583.906670064,400155.881722329,349618.417667758,350704.761196041,499318.552774668,472867.96421908,131635.796176697,216409.944804041
32824.6039780592,172788.226724206,232583.906670064,399437.938473964,340218.816468687,350581.663619127,499318.552774668,472867.96421908,131635.796176697,216409.944804041
32824.6039780592,172788.226724206,232583.906670064,224095.395130237,329902.28630398,346975.952896056,498619.521861794,472867.96421908,131328.195070554,216409.944804041
32824.6039780592,172788.226724206,227106.780330495,218421.522737343,329902.28630398,346975.952896056,388334.818081778,472867.96421908,131328.195070554,216409.944804041
32824.6039780592,169675.757510039,227106.780330495,218106.7051572,329874.289075997,321540.225035737,385761.035642865,419290.412238249,131328.195070554,216409.944804041
32824.6039780592,108710.012246893,226951.80183295,218106.7051572,329874.289075997,321540.225035737,380281.227380831,419290.412238249,72875.3940275552,216409.944804041
30067.2058690814,106227.663084662,226951.80183295,218106.7051572,329874.289075997,321540.225035737,380281.227380831,419290.412238249,72875.3940275552,212627.399099047
29836.0107130834,106227.663084662,226951.80183295,218106.7051572,329874.289075997,321540.225035737,380281.227380831,419290.412238249,60732.3867797304,212627.399099047
29836.0107130834,106227.663084662,226951.80183295,218106.7051572,329874.289075997,321540.225035737,380172.729747016,419290.412238249,60732.3867797304,212573.591038745
29160.0285401564,103076.170610723,225746.023838506,218106.7051572,329874.289075997,321540.225035737,380172.729747016,416861.859167963,60732.3867797304,169076.972227658
29160.0285401564,103076.170610723,215391.473053229,218106.7051572,329874.289075997,293199.855858435,375257.749482663,336179.27354497,60732.3867797304,79003.1945766008
29160.0285401564,99113.0441043864,215391.473053229,218106.7051572,329874.289075997,282825.439354954,375257.749482663,336179.27354497,56516.0240159336,61695.0262272166
26429.355349384,98298.0918942403,215391.473053229,218100.693515543,329874.289075997,220726.898321226,375257.749482663,336179.27354497,56516.0240159336,61695.0262272166
26358.7924028456,98298.0918942403,215391.473053229,218100.693515543,329687.701809366,220726.898321226,368717.26828811,183733.002109671,56516.0240159336,61290.4587645668
26358.7924028456,98298.0918942403,213728.130247541,218100.693515543,328619.260988527,202236.04787829,368717.26828811,183733.002109671,56516.0240159336,61290.4587645668
26358.7924028456,46354.8817327802,213728.130247541,183019.311060395,328619.260988527,202236.04787829,368717.26828811,183733.002109671,56516.0240159336,61290.4587645668
26334.904509959,46354.8817327802,213728.130247541,183019.311060395,301804.438656344,202236.04787829,368717.26828811,183733.002109671,44724.8329490975,56022.0398978055
26334.904509959,46354.8817327802,213728.130247541,183019.311060395,301804.438656344,201674.05428194,366480.761747851,162295.081280474,43823.4332949308,56022.0398978055
26249.9880251933,46354.8817327802,213728.130247541,183019.311060395,239321.134165387,201674.05428194,366480.761747851,162295.081280474,43424.5122981793,56019.0162449119
26249.9880251933,46354.8817327802,208313.494037373,182920.527614621,239321.134165387,201674.05428194,305554.63815027,162295.081280474,43326.7178758686,56019.0162449119
26231.1923258981,46354.8817327802,208313.494037373,182920.527614621,239321.134165387,201674.05428194,305554.63815027,162295.081280474,43326.7178758686,55708.2413141142
26231.1923258981,46354.8817327802,208313.494037373,182920.527614621,239321.134165387,201674.05428194,305554.63815027,162295.081280474,43326.7178758686,55708.2413141142
