"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"21",-1.09523941029902e-11,6.19047531491852e-12,5.79222899280038e-13,4.68769666174406e-12,-1.13171810097133e-11,-3.33138640969005e-11,1.0393182254254e-11,2.25204116089661e-11,-3.18797082519147e-11,-1.02692026576047e-12,1.20851022835024e-12,6.07856982017779e-12,2.07046647241896e-12,-8.49031239972744e-13,-1.31784613058249e-12,2.90188201355548e-13,-0.00961016968242409,-0.029833647996891,-0.0993530375641282,-0.24903413888356,1,-0.123848846793821,-0.0438958769603465,-0.0659604671364863,-1.58901453829679e-11,1.86917521325815e-11,-1.2505911131905e-11,5.71365300409622e-12,-2.20964927173406e-11,2.09620311610181e-11,-4.01330855952888e-11,2.07549290085754e-11
"22",-1.40269940391589e-11,6.79200329075392e-12,1.04080646884744e-11,2.11477125721909e-12,-1.42023060990668e-11,1.32822232888643e-11,1.32898430158157e-11,-3.19735100618856e-11,2.23247955806443e-11,-2.21835483780475e-13,-1.27304171623455e-11,7.44853423809649e-13,-1.61512540359304e-12,-1.5382483161771e-13,-1.43622847114262e-12,2.38653632283908e-12,-0.00429997479157103,-0.0133487689015258,-0.0444545279618838,-0.11142784724926,-0.123848846793821,1,-0.069991889933761,-0.105173835836384,-2.31417087846973e-11,-1.15795338223216e-11,1.89334537788949e-12,3.28290110194029e-11,-3.37558548499485e-11,1.46545317771364e-11,-6.70045048893544e-11,1.50763190550877e-11
"23",1.3076303073706e-11,-2.03599140223547e-12,-9.66847703756048e-12,-1.74507381897648e-11,-1.86252164123763e-12,7.00149615330475e-11,6.56585095559136e-12,-1.09150000779785e-12,3.31044429778998e-11,8.76143138606694e-11,-3.41639934528083e-11,-9.47350001267811e-12,-8.95218123249363e-13,-6.10850018019009e-12,2.15823865826751e-12,-1.62734104220147e-12,-0.00152404456626045,-0.0047312181897739,-0.0157560650780248,-0.0394934890186182,-0.0438958769603465,-0.069991889933761,1,-0.101100168223646,7.43088088866923e-12,-2.94388983378726e-12,1.4836377997089e-11,4.61720385069677e-11,-9.18229184920373e-11,3.76150904805236e-11,-1.50454469122012e-10,4.85054817346513e-11
"24",-4.68646687601009e-11,-5.53611716077028e-13,2.23914101605899e-11,2.41714252771158e-11,-3.84450532477328e-11,-2.35705655333142e-11,-6.14727478437192e-11,-4.37273993067775e-12,-5.29500149297265e-11,3.38249324688952e-12,-1.20504569904211e-11,8.17434003801011e-12,2.46187547996742e-12,-1.69001677078998e-12,-6.59077393458508e-12,7.23587679331355e-12,-0.00229011698012781,-0.00710940034919728,-0.0236759687727339,-0.0593451860092938,-0.0659604671364863,-0.105173835836384,-0.101100168223646,1,-6.84564120931146e-11,-1.65125305460642e-11,2.12846349413342e-11,6.98270181542972e-11,-8.4016854591565e-11,-3.00894000472518e-11,-1.98608180513825e-10,-2.12707787198295e-11
"25",-4.05374513100925e-11,1.45850834455341e-11,1.8243095889073e-11,1.9226297081124e-11,-3.91824205576478e-11,-2.06303361860623e-11,-4.7948579795676e-11,-4.65983952609398e-12,-5.20373258995724e-11,-2.04759675093213e-12,-8.00447378863361e-12,1.09064147195109e-11,5.79365733877511e-13,-3.28083135419702e-12,-1.96012884323522e-12,6.14619348998997e-12,-1.63260633879208e-11,-1.71531056191317e-11,1.23828706028361e-11,1.35537139880998e-11,-1.58901453829682e-11,-2.31417087846976e-11,7.43088088866817e-12,-6.84564120931159e-11,1,-0.228161580391901,-0.0804475855732931,-0.042933718592646,-0.00848619154666125,-0.00405323933165032,-0.00151084138216441,-0.00361270300644176
"26",-1.05806844847802e-11,-8.7065837077996e-12,-2.55810897003152e-13,5.58517429690039e-12,3.55938733203906e-12,9.26420855998676e-12,-1.9447571500717e-11,-7.79703268543211e-12,-1.85177356648264e-11,-4.80733874878276e-12,3.01460066153259e-13,3.67121383078197e-12,1.24643920493701e-13,-9.12683148445446e-13,-2.60356618503543e-13,1.78972017986898e-12,1.12884221094384e-11,-1.25379967694125e-12,-1.66088362863493e-12,-3.75131210839208e-12,1.86917521325816e-11,-1.15795338223216e-11,-2.943889833787e-12,-1.65125305460639e-11,-0.228161580391901,1,-0.268704352763628,-0.143403646005942,-0.0283448729734985,-0.0135382937535765,-0.00504638660789789,-0.0120668507422648
"27",6.19296513655191e-12,-8.45104820956377e-12,-6.86511488662053e-12,-5.03714976870762e-12,1.24364224534557e-11,1.00454847569703e-11,1.03923990670052e-11,5.60727659741394e-12,6.28046707765304e-12,7.94131572480984e-12,-1.66243251882067e-12,-1.10262293295579e-12,1.00411733754491e-13,-1.07408345805018e-13,2.32712636177429e-12,-1.71388728255141e-12,-7.31157681336487e-12,6.91504984983955e-12,-3.73206515507767e-13,2.09817849307402e-12,-1.2505911131905e-11,1.89334537788956e-12,1.48363779970891e-11,2.12846349413345e-11,-0.0804475855732948,-0.268704352763627,1,-0.440590584408567,-0.0870862387053711,-0.0415947914944807,-0.0155044201159265,-0.0370739585253883
"28",2.69925639117866e-11,-5.26247433242366e-12,-4.89573150154481e-12,-1.59932205168337e-11,2.13863626120267e-11,2.5631209859495e-11,-1.01382151806265e-12,5.84643071149609e-12,7.86583982443e-11,3.22412342174628e-11,-1.65601941449929e-11,-1.07575107150218e-11,-1.71385204184709e-12,7.47209426000281e-13,4.94136341967287e-12,-5.93788465847288e-12,1.2875033769282e-11,4.26495029324498e-12,-1.03422723571072e-11,-1.39355171702672e-11,5.71365300409621e-12,3.28290110194029e-11,4.61720385069677e-11,6.98270181542971e-11,-0.0429337185926449,-0.143403646005942,-0.440590584408567,1,-0.241044911277068,-0.11512970323901,-0.0429144906616712,-0.102616546284049
"29",-2.65287391329604e-11,-2.78493171695069e-12,1.75548227779145e-12,1.67124696604472e-11,-2.20701103083742e-11,-5.83971121607915e-11,6.22495450728681e-12,3.63711707208285e-11,-9.53565456165523e-11,-1.10303137286398e-11,1.42079187283889e-11,8.81565521411303e-12,6.92567465332224e-12,-1.09480709470551e-12,-1.0621279381755e-11,5.45238359733692e-12,-2.75237906592151e-11,-2.36999318956953e-12,1.57706795899321e-11,2.26581665308075e-11,-2.20964927173407e-11,-3.37558548499486e-11,-9.18229184920373e-11,-8.40168545915652e-11,-0.0084861915466586,-0.0283448729734991,-0.0870862387053712,-0.241044911277068,1,-0.126125112714812,-0.047013019695336,-0.112416892502079
"30",-3.40464862988045e-11,3.44326497913625e-11,1.40152060519051e-11,1.17206636378849e-12,-2.356605724951e-11,2.9973264180929e-11,1.18793143664741e-11,-5.77944668751442e-11,3.7321695374036e-11,2.05314812928591e-11,-3.29322840785461e-11,2.11674683892718e-12,-1.86971253949159e-12,-2.41080449484013e-12,-2.44197521306382e-12,4.18387323203401e-12,1.73187717242426e-11,-1.77652432180662e-11,-2.02041947434805e-12,-1.48632840790912e-11,2.09620311610181e-11,1.46545317771364e-11,3.76150904805236e-11,-3.0089400047252e-11,-0.00405323933164848,-0.0135382937535768,-0.041594791494481,-0.11512970323901,-0.126125112714812,1,-0.0695544878710576,-0.166317744429256
"31",-6.57777388427873e-11,1.92902493161466e-11,4.68282358040892e-12,2.86905379780848e-11,-4.98879638519324e-11,-1.12309153730959e-10,1.12397549643785e-11,6.69446997020074e-11,-2.01200954200446e-10,-1.6983333993652e-10,7.64426229006967e-11,3.40690767750666e-11,8.64083456707479e-13,-1.29979039951197e-12,-6.12871294074883e-12,1.60890650562477e-11,-5.28203496882804e-11,-7.95845998342151e-12,3.18822759963161e-11,4.06617471656161e-11,-4.01330855952888e-11,-6.70045048893544e-11,-1.50454469122012e-10,-1.98608180513825e-10,-0.00151084138216873,-0.00504638660789693,-0.015504420115926,-0.0429144906616711,-0.0470130196953358,-0.0695544878710576,1,-0.149711184355217
"32",2.87100558749733e-11,2.65948599905098e-11,1.10551519571651e-11,-4.20298613722988e-12,-2.24367578503581e-11,3.90868356591651e-11,1.14250200775584e-11,-6.5840674745056e-11,4.32707083274956e-11,2.03708219721078e-11,-2.91857554044455e-12,-1.223665572697e-11,-4.82988789611243e-12,4.65048760418522e-12,-2.38114411298492e-12,-2.27936983210727e-12,1.68811657200935e-11,4.0234910156343e-12,-7.13942987388892e-12,-5.71452789044121e-12,2.07549290085745e-11,1.50763190550864e-11,4.85054817346519e-11,-2.12707787198335e-11,-0.00361270300638247,-0.0120668507422786,-0.0370739585253931,-0.102616546284051,-0.11241689250208,-0.166317744429257,-0.149711184355217,1
