a_11,a_12,a_13,a_14,a_21,a_22,a_23,a_24,a_31,a_32,a_33,a_34,a_41,a_42,a_43,a_44
0.749082203031995,0.213848654680645,0.0823889759386158,0.107390416147014,0.227258580325932,0.825889385882678,0.141370867053729,0.297664492029771,0.0566018459614959,0.0877508996893651,0.905053714308042,0.0120940692442851,0.0894376129347108,0.0413893900963414,0.0166480441051408,0.889692670944916
0.59916208650703,0.38779717256905,0.126233347965963,0.0752831481604255,0.220879792874597,0.844784439046748,0.194439181317138,0.204779884635259,0.0221912608467639,0.143600244229412,0.799894530669871,0.00491148719247468,0.0298607050713961,0.054087650279357,0.0122466283747016,0.5897843970538
0.731162195315416,0.30780834486436,0.162525450949248,0.188787530120891,0.33640991405981,0.727161837694986,0.169416650884361,0.206608447334163,0.0427393444682555,0.130580132111598,0.965747211342291,0.0252305568108362,0.063214485235393,0.0942043203512929,0.0139494481522524,0.872368687383804
0.910624441315959,0.206613050475265,0.0345233778652598,0.200308089894485,0.22938937782049,0.746906681991507,0.121086362869268,0.268728706057401,0.0349613808818122,0.0411148350359015,0.861124656326905,0.042974416282582,0.0740717125693053,0.102248754805389,0.0124844226601452,0.582479742320479
0.744427048060088,0.226745727716046,0.190617116413638,0.0664467886863915,0.263919740134595,0.73478191569268,0.347204709106883,0.249112984474449,0.0969906762368643,0.0157105018185756,0.843092846497035,0.0434102399051806,0.078291251230715,0.0728603931079466,0.0176544907941981,0.704859458850836
0.752956859865635,0.268244288058816,0.15192284919597,0.11671448416038,0.50122932050067,0.57401760469014,0.128550822390726,0.287297123113514,0.0357114191908672,0.0481676151543052,0.7722604966243,0.0277506915524573,0.026000859211944,0.0800394181106867,0.0242217286664493,0.826892229248763
0.789809145958493,0.309072519723272,0.186520353266832,0.101266796274392,0.378083762625571,0.637370966726806,0.139465164829559,0.278678395053192,0.0743429851311371,0.104356327608474,0.750789260140534,0.0412927732464826,0.0722440336169527,0.104811848287993,0.0188618181432492,0.734083096976061
0.739866526574541,0.0824888952358335,0.118315353029741,0.169054175424789,0.375564901929691,0.608983973677689,0.160300005825174,0.155658050079161,0.0876336455206412,0.112310240989588,0.728475537247931,0.0103965558950829,0.0854358368981582,0.0530135180010422,0.0119537790940142,0.730796367654926
0.781319538073948,0.158576460970548,0.0851282221929456,0.100317543646866,0.351726578782949,0.715725337497512,0.165488873173243,0.156558392340729,0.0737760727561728,0.0317612131041892,0.90408822028735,0.0282976966553033,0.04315444906303,0.0132120233158636,0.0237984049014624,0.849617444122656
0.741674994745543,0.106987665073285,0.0686777516247699,0.047817680986956,0.600970913471102,0.450465237370113,0.167927562084925,0.243189746624793,0.061451520889042,0.122569566851151,0.814181339745188,0.0455243255476685,0.0685110856405234,0.0896079302021665,0.0166929987995893,0.866773097389872
0.82195225441247,0.147594113705714,0.0832223671544459,0.109342325934089,0.499216047443598,0.544635736093236,0.214215351129353,0.352340349622749,0.0460039428447603,0.0896760252829194,0.923026587695878,0.00713704667962017,0.061477402120041,0.0896892670736639,0.0285908377763691,0.618704110530972
0.864939606096445,0.14755502235553,0.0684269905253591,0.138300411243255,0.317620486458255,0.706626940991247,0.12434650763617,0.32222518188029,0.0700353109231802,0.10056599060612,0.930733484985938,0.0241779517420897,0.0788151374056193,0.0687855394015148,0.0226038801823954,0.844969587705546
