"","b1.w1","b2.w1","b3.w1","b4.w1","b5.w1","b6.w1","b7.w1","b8.w1","b9.w1","b10.w1","b11.w1","b12.w1","b13.w1","b14.w1","b15.w1","b16.w1","b17.w1","b18.w1","b19.w1","b20.w1","b21.w1","b22.w1","b23.w1","b24.w1","b25.w1","b26.w1","b27.w1","b28.w1","b29.w1","b30.w1","b31.w1","b32.w1","b1.w2","b2.w2","b3.w2","b4.w2","b5.w2","b6.w2","b7.w2","b8.w2","b9.w2","b10.w2","b11.w2","b12.w2","b13.w2","b14.w2","b15.w2","b16.w2","b17.w2","b18.w2","b19.w2","b20.w2","b21.w2","b22.w2","b23.w2","b24.w2","b25.w2","b26.w2","b27.w2","b28.w2","b29.w2","b30.w2","b31.w2","b32.w2","b1.w3","b2.w3","b3.w3","b4.w3","b5.w3","b6.w3","b7.w3","b8.w3","b9.w3","b10.w3","b11.w3","b12.w3","b13.w3","b14.w3","b15.w3","b16.w3","b17.w3","b18.w3","b19.w3","b20.w3","b21.w3","b22.w3","b23.w3","b24.w3","b25.w3","b26.w3","b27.w3","b28.w3","b29.w3","b30.w3","b31.w3","b32.w3"
"b21",-3.47403401520923e-12,3.25868784820804e-22,2.14492049031392e-27,1.90108198692655e-23,-1.04662223735921e-15,-8.81464017326466e-16,0,-1.4052257337336e-23,2.02155449366737e-20,1.83352240339815e-27,6.68149985255752e-17,-3.02140306746294e-18,-7.08333311600821e-29,1.70002643667111e-17,5.30714930933915e-28,-1.62388035643964e-29,6.1487811798211e-24,3.50303649926716e-22,6.06929145066234e-27,8.32776193433635e-17,9.08779046846071e-05,3.23264050852606e-16,-3.18088892331117e-27,-4.67916287715461e-17,-1.46568453476076e-11,2.06999042322119e-26,2.99997097633e-22,3.0048573567648e-16,-2.72189037390666e-22,1.86922880125343e-27,1.41761026585563e-21,1.34021420088354e-16,-1.0733453914998e-15,2.23140808269542e-16,-2.9896808420459e-18,6.39059990750174e-19,-3.51529282184885e-18,1.19866018097257e-18,-4.26412014883399e-19,3.65598789554993e-19,-3.58660376634332e-18,-2.52802706101249e-17,2.89001072146506e-18,1.30655803067374e-19,1.64583567034222e-20,5.29197656922573e-20,3.44925420374186e-20,-1.12562128036804e-20,-1.44650031011387e-06,-1.44650030902814e-06,-1.44650030906223e-06,-1.44650030906909e-06,5.22590387885266e-06,-4.05909666191248e-07,-1.4966387708849e-07,-9.08448225670639e-08,2.25210752564873e-18,-4.23843819783975e-16,-5.51508409021831e-18,9.3037441299255e-18,1.07299389455251e-17,3.86060354912735e-18,-3.18665867685044e-19,6.77502023331931e-19,-6.45877362655656e-17,2.03085865796571e-16,-1.93441224016129e-17,-2.71221314564392e-18,2.41665767091885e-18,-1.33702348288599e-18,1.77756551224704e-18,-2.26925217108878e-19,1.39279256004393e-18,-2.79756194267243e-17,4.19480431020434e-18,6.44366798269204e-22,1.03319384326285e-19,-9.21593333464484e-21,-2.7425982343509e-20,9.16604206999608e-21,-1.44650030915949e-06,-1.44650030902055e-06,-1.44650030907805e-06,-1.44650030907134e-06,5.22590387885287e-06,-4.05909666191028e-07,-1.49663877088113e-07,-9.08448225669147e-08,-2.92748982328829e-17,1.86408208434176e-16,-3.71001687329943e-17,1.21230557677642e-18,1.10339832942475e-18,-3.38942886025915e-18,4.22285523735273e-18,2.22089328658683e-19
"b22",-2.39218404435359e-12,-6.97029747299759e-23,1.47696937791952e-27,3.88534709686257e-28,-2.75598188508735e-23,-3.03483533743892e-16,0,-5.99904346003961e-17,-4.32324262110985e-21,4.828059589501e-35,4.6008119867759e-17,-2.08050703530907e-18,-1.13626892480445e-17,4.47607944713709e-25,3.65445369046415e-28,-1.11818746970212e-29,1.19028180217982e-12,4.6222460880755e-23,1.22603450846253e-27,2.19282419692281e-24,3.23264050852606e-16,6.25775993224236e-05,-2.19032280360987e-27,-1.2320768991872e-24,-3.85931437777351e-19,1.42537431683446e-26,4.2425593636054e-27,2.06911416305908e-16,-2.21062676274478e-23,1.28712612595428e-27,2.89728960665813e-26,9.22857844916871e-17,6.73985001979781e-16,-1.38793906904594e-16,5.37123786664902e-18,-2.26530090994321e-18,1.45406761243516e-18,6.92161151178869e-19,-3.82566511904693e-19,-1.66768898037463e-19,2.90478086855545e-19,1.975482112837e-18,-2.12577552250081e-19,-2.4381641432779e-20,-1.04907487943474e-20,1.97888062047086e-21,-5.68178642942343e-20,1.71565447980217e-20,-4.05909665995716e-07,-4.05909666213424e-07,-4.05909666188661e-07,-4.0590966619237e-07,-4.05909666191248e-07,2.05548085351105e-06,-1.49663877088223e-07,-9.08448225669655e-08,2.18601121312235e-15,-1.32582044046793e-16,3.15821567028266e-18,-6.36283365119956e-18,-3.88170697381053e-18,-1.43109766390058e-18,1.29037964453632e-18,-3.83272547772767e-19,5.33982396034709e-17,-9.84799621559661e-18,-2.59928091758334e-18,-3.83203468066048e-20,2.01586346909837e-19,1.39714109645899e-19,3.07172114699339e-19,-5.31071468540071e-20,6.2780883215977e-19,1.14630988200156e-18,2.28875731193551e-19,-6.79505522046473e-20,-9.81004008773105e-21,4.19970320605676e-21,-2.27783663161726e-21,-4.88058380312862e-21,-4.05909666246914e-07,-4.05909666176644e-07,-4.05909666193792e-07,-4.05909666190343e-07,-4.05909666191028e-07,2.05548085351118e-06,-1.49663877088347e-07,-9.08448225668938e-08,-2.06805502069867e-17,-1.51141588256861e-16,1.19676483090765e-17,4.06795525463178e-18,8.76592606433657e-19,3.78302758318051e-19,1.31770481570895e-19,-4.76954847674262e-20
"b23",2.35388738572388e-23,-3.94442990357054e-32,-4.52230143275059e-26,1.02839613631523e-26,1.05506006186187e-25,5.97250063183308e-27,0,1.32131547803085e-33,-1.1129643677794e-24,-1.84830418397698e-37,-4.52715724138557e-28,2.04720003977494e-29,1.73757170563874e-37,2.5324003609162e-34,7.54632233507702e-27,2.3012622548452e-29,5.99468189853367e-33,-1.18955951384589e-26,3.24932626367156e-26,-8.3948999101726e-27,-3.18088892331117e-27,-2.19032280360987e-27,0.000417535230034602,-6.97016169318334e-34,1.37819121275424e-21,-4.68374120684163e-36,-8.54529955994019e-15,-3.0290823576866e-26,-1.58676669085459e-25,-1.27770802187554e-25,-5.95494964020327e-26,-6.15756519910264e-16,5.91251021687577e-16,-1.18792450276579e-16,-1.41100383892838e-18,-6.06015781338503e-19,1.6818833342281e-18,7.6480895308346e-19,-2.00194930741142e-19,-1.22079105934211e-19,1.12422304612522e-19,7.33703974512697e-19,-7.30604858634827e-20,-3.67034314910069e-21,-5.70397765063217e-20,2.9196553390218e-22,-1.67588902694217e-22,1.72095830291161e-20,-1.49663877246444e-07,-1.49663877052623e-07,-1.49663877085618e-07,-1.49663877089384e-07,-1.4966387708849e-07,-1.49663877088223e-07,2.22446258924888e-06,-9.08448225669068e-08,-1.92228577417938e-16,7.38028062263346e-18,2.36104354039219e-17,-2.572600590272e-18,-2.98008137291882e-18,-1.14609823692985e-18,1.48838638148379e-18,-2.51450799020873e-19,-1.43714547408075e-17,-2.03777578871199e-18,-1.90261821181913e-18,3.24456908493009e-19,1.34974045386551e-18,2.68744098053466e-20,1.03885068506137e-19,-3.57511599083128e-20,2.32866199947346e-19,6.98267258258679e-19,-2.57414847277916e-19,-7.3831549518725e-22,1.29261416352311e-21,3.43048219430421e-21,-4.47976592403051e-22,9.23250886394044e-22,-1.4966387708804e-07,-1.49663877056839e-07,-1.49663877089471e-07,-1.49663877088873e-07,-1.49663877088113e-07,-1.49663877088347e-07,2.22446258924907e-06,-9.08448225669441e-08,3.78038737789382e-16,2.33353617813683e-17,-1.09980274577553e-17,-3.72502736192526e-18,-6.88856992735084e-19,-1.62498844128822e-19,-3.92014433963542e-20,-1.41168158512554e-19
"b24",3.46262404551223e-13,-2.63921735612588e-16,1.39037364605178e-34,-1.1747406614569e-17,-1.04318501233045e-16,8.78568975970945e-17,0,8.68345904278531e-18,-1.63719692114123e-14,1.82750090980592e-28,-6.65955543046191e-18,3.01147970233859e-19,3.004532439902e-27,1.69444335885361e-18,2.97066388813956e-28,6.4975856595108e-38,-6.39847379738544e-24,-1.74987019311715e-16,1.11669514493869e-27,-3.33903321427062e-25,-4.67916287715461e-17,-1.2320768991872e-24,-6.97016169318334e-34,9.05794585407109e-06,-1.4608710620612e-12,-8.28919632344962e-35,2.9904087243939e-23,-1.20358053465362e-24,1.68195937872872e-16,-2.604416285226e-27,-8.75987183304357e-16,-5.36414184115734e-25,4.44535343516145e-19,4.44535316812851e-19,-4.4921687318251e-19,3.94046892091361e-20,1.46251787277353e-20,1.29918006619607e-21,-2.8715176933654e-20,2.09781282462474e-20,6.58573444234181e-20,4.42970540625423e-19,-4.6729283288904e-20,-4.61000024765968e-21,-2.96747021432366e-23,1.4344628522842e-21,2.36134544428835e-21,-9.84799399940175e-22,-9.08448225409722e-08,-9.08448225694511e-08,-9.08448225663276e-08,-9.08448225670905e-08,-9.0844822567064e-08,-9.08448225669655e-08,-9.08448225669068e-08,3.62970642121308e-07,-1.04958445945397e-16,1.62025955648545e-17,-1.11601741025603e-18,2.43371242766156e-19,1.00548597234592e-19,4.51251648657546e-20,-1.22276332946055e-19,1.492597967896e-29,5.93040564388011e-18,-1.72721511037277e-17,1.31013604504457e-18,4.56247067152319e-19,-4.82964893799099e-19,4.83889633297982e-20,6.87397580694956e-20,3.19973130854952e-20,-2.72633146870328e-19,2.50710303963141e-18,-4.45461456652807e-19,5.0211373504826e-21,-4.83004094703546e-21,1.83159991444879e-21,4.80480413505707e-21,-4.75868497602568e-23,-9.08448225707255e-08,-9.08448225623982e-08,-9.08448225674175e-08,-9.08448225669867e-08,-9.08448225669146e-08,-9.08448225668937e-08,-9.08448225669441e-08,3.62970642121309e-07,-1.59837644248784e-17,1.79630266163973e-17,-2.87707663827564e-18,5.94499079044356e-22,4.95549559861484e-19,1.59017153754803e-20,-2.48039582333781e-19,-2.98107243387934e-20
"b25",1.08462018665275e-07,-8.26699169125348e-11,-2.86648800086427e-22,-3.6797163617091e-12,-3.26763606990624e-11,2.75199858309755e-11,0,2.71997619261724e-12,-5.1282980966327e-09,5.7243996223909e-23,-2.08601573808553e-12,9.43305318140089e-14,9.4112918207035e-22,5.30761482620164e-13,1.44331591482478e-22,2.03598882128862e-32,-2.00423544486887e-18,-5.48123189387726e-11,5.87737295735995e-22,-1.04643914490002e-19,-1.46568453476076e-11,-3.85931437777351e-19,1.37819121275424e-21,-1.4608710620612e-12,2.83727866765695,-2.59942279330674e-29,-5.80679051858366e-11,-3.7719733693939e-19,5.26851044549907e-11,-1.6256812523032e-21,-2.74391146648562e-10,-1.68024493809213e-19,-4.48095631705168e-12,2.90998629437357e-13,-2.6872622971708e-14,3.22238923918712e-14,-5.98420733943527e-15,-2.61138012051033e-15,-7.2718389454416e-15,3.33406231303589e-15,-1.3267071049869e-14,-1.32546340278704e-15,2.9444362744396e-16,5.68200227354101e-16,1.78957316468712e-17,-2.43604027642171e-16,6.5188051026242e-17,-1.00126952801225e-16,3.07123433442921e-13,-4.98928776666413e-13,2.03847981491709e-14,1.53626055087237e-14,2.25210752565125e-18,2.18601121312235e-15,-1.92228577417938e-16,-1.04958445945398e-16,0.0191338468247025,-0.00130702267399336,-0.000149995628350012,-2.89211567576319e-05,-5.21814086585719e-06,-1.68460546841575e-06,-6.97588190284882e-07,-6.82131165597845e-07,1.12272369992584e-15,1.06521202243033e-13,-5.60944314531829e-15,-1.72063426828264e-15,-4.09150196342319e-16,-1.38641228271476e-15,-6.79185149450336e-18,3.40551022987042e-18,-3.13071892228088e-17,2.43510251123455e-16,-5.60812342168454e-17,-1.25866679458823e-17,6.12003067854028e-17,-5.81264601416258e-18,-3.44921287079605e-18,-8.73729418303001e-18,-1.94012058724042e-15,-1.18467084442418e-15,1.56934663025808e-16,2.18543037119084e-17,-2.92748982328829e-17,-2.06805502069867e-17,3.78038737789382e-16,-1.59837644248784e-17,0.00299506547276311,-4.76841495885092e-05,-4.76841496965467e-05,-2.89211567337069e-05,-5.21814086946921e-06,-1.68460546774888e-06,-6.97588200572809e-07,-6.8213116303158e-07
"b26",-1.53181216422908e-22,-4.68899070930974e-33,5.98243860000054e-15,5.19687384861327e-27,-1.85685087533607e-33,-3.88665539999669e-26,0,-1.36893722534079e-38,7.24270993932723e-24,3.25291930380576e-45,2.94608594013072e-27,-1.33223277483733e-28,-1.32453067619677e-36,3.01120623159294e-35,2.14043646289502e-15,-4.52919876395856e-17,1.58971572886335e-33,7.74115934168431e-26,4.11201852495087e-26,1.47708195790283e-34,2.06999042322119e-26,1.42537431683446e-26,-4.68374120684163e-36,-8.28919632344962e-35,-2.59942279330674e-29,0.00121189302224807,1.82543246129223e-25,4.00709670509277e-15,-3.4661801373434e-26,1.49265151088964e-26,3.87523394242593e-25,1.47987762142014e-26,3.04051153607492e-13,-1.40468485739336e-14,9.22034572125508e-16,-2.52921592740018e-15,1.61708366489365e-15,6.71149210849863e-17,5.08051222304139e-16,-3.81150112022971e-16,1.6210734848197e-14,1.23761087177907e-15,-8.87834987728428e-16,-9.11628679752029e-17,-1.25030667844063e-17,1.14504199621722e-17,-6.67235036763772e-18,8.95978142962705e-18,-2.07334489300567e-14,3.3986319374766e-14,-1.23938960275614e-15,-9.25616153972861e-16,-4.23843819783975e-16,-1.32582044046792e-16,7.38028062263336e-18,1.62025955648545e-17,-0.00130702267399335,0.00171505842154516,-0.000149995628325583,-2.89211567383383e-05,-5.21814086882389e-06,-1.68460546930447e-06,-6.97588199720383e-07,-6.82131162693688e-07,1.59117453196471e-15,5.31231002314058e-14,-1.1440306487884e-15,-1.84056821431308e-15,1.32698556768413e-16,-5.28399330695741e-16,9.12006018389677e-17,-7.57661759950967e-17,-1.59996235773319e-16,9.0052476485498e-16,-1.45514536402648e-16,-9.30461018222001e-18,2.48490436292431e-17,-7.88801271160596e-18,-6.70336759970604e-18,3.89923002869277e-18,6.42227063229751e-14,-1.06497584919559e-15,-3.58830910203005e-15,-4.75629967285114e-16,1.86408208434177e-16,-1.5114158825686e-16,2.33353617813679e-17,1.79630266163972e-17,-4.76841495885094e-05,0.00165208006240968,-0.000179234382342806,-2.8921156741476e-05,-5.21814086847378e-06,-1.68460546820718e-06,-6.97588199221797e-07,-6.82131162723932e-07
"b27",-2.22000642234401e-18,1.69226601559746e-21,1.77732946392545e-15,-4.6694556677653e-16,-4.14653763498596e-15,-5.63280547784557e-22,0,-5.56711612245471e-23,1.04978364837513e-19,7.26410100884471e-27,4.26966821441263e-23,-1.93076239062563e-24,1.21393425920612e-27,-1.08647261586207e-23,-3.17952347300363e-16,-4.3893984374068e-29,-2.54331791405742e-22,1.12212765376246e-21,-1.47536384205717e-15,3.29931631905519e-16,2.99997097633e-22,4.2425593636054e-27,-8.5452995599402e-15,2.9904087243939e-23,-5.80679051858366e-11,1.82543246129223e-25,0.000360042671492118,1.19047290157192e-15,6.68559029819705e-15,5.0215761760684e-15,5.61689928279389e-21,2.81250461977371e-26,3.69577897921736e-14,-9.62968092506338e-15,9.66443235310479e-16,-1.44714589683894e-16,-6.42853119506681e-18,8.04243741086976e-17,4.52451433084732e-17,-3.78506699800337e-17,-1.7305045714393e-15,-9.34094211687341e-17,9.25603810157113e-17,5.54417087649435e-18,4.66446717697032e-19,-5.23930765046029e-19,-4.66621225061855e-18,1.83218638475115e-18,-2.29805450536008e-15,3.69891072907243e-15,-1.37871800337151e-16,-1.26133305628818e-16,-5.51508409021836e-18,3.1582156702832e-18,2.36104354039219e-17,-1.11601741025605e-18,-0.000149995628350008,-0.000149995628325584,0.000181689103227096,-2.89211567441644e-05,-5.21814086919624e-06,-1.68460546882804e-06,-6.97588199473948e-07,-6.82131162863659e-07,-2.91966082583132e-16,-8.04530921832125e-16,-6.12876030998366e-16,1.50381493604265e-16,5.11455950240598e-17,3.08213980021364e-17,8.15409898135907e-18,6.12537043237931e-18,2.21998643296624e-16,-9.45738105071257e-16,1.25150929000198e-16,-1.5801949361196e-18,2.61833827412059e-19,7.86451673241256e-19,5.94821515013949e-19,-5.17672560213543e-19,-7.12748946930634e-15,4.55576783840582e-15,3.73159072798472e-17,-1.93531093174295e-17,-3.71001687329945e-17,1.19676483090764e-17,-1.09980274577553e-17,-2.87707663827562e-18,-4.76841496965472e-05,-0.000179234382342806,0.000193842487964038,-2.89211567446882e-05,-5.21814086910364e-06,-1.68460546907878e-06,-6.97588199358566e-07,-6.82131162876595e-07
"b28",-2.22362238937456e-12,-6.80835423093757e-23,2.87143713725237e-16,7.54393085165219e-17,-2.69388007032364e-23,-5.64198024342344e-16,0,-1.98718710108078e-28,1.05137250876835e-13,4.71926668925818e-35,4.27662268943609e-17,-1.93390723429708e-18,-1.93320289972103e-26,4.37223246643765e-25,1.02736177670896e-16,-2.17391441887273e-18,4.50252567228451e-23,1.12372885093999e-15,2.38358425530864e-16,2.14324758535201e-24,3.0048573567648e-16,2.06911416305908e-16,-3.0290823576866e-26,-1.20358053465362e-24,-3.7719733693939e-19,4.00709670509277e-15,1.19047290157192e-15,5.81681628983367e-05,-1.0801179923907e-15,3.85660239202384e-26,5.62540052859146e-15,8.57830056449328e-17,6.38453039048529e-15,4.89842828222024e-16,-7.17497178464108e-17,-5.02480054165915e-17,-7.26718064660856e-18,-2.28353798908985e-18,1.27113785907426e-17,2.10833475024301e-19,-5.974178010985e-17,3.0277745326262e-17,9.62318477280674e-19,-1.27043643605674e-18,1.07108471430964e-19,7.72351856297633e-19,6.99380753209728e-19,-7.91705090760323e-20,-3.51017786236572e-16,5.474602021255e-16,-4.69929496111353e-18,-2.45665631314537e-17,9.30374412992551e-18,-6.36283365119947e-18,-2.57260059027201e-18,2.43371242766153e-19,-2.89211567576311e-05,-2.89211567383384e-05,-2.89211567441644e-05,2.37154851433251e-05,-5.21814086924201e-06,-1.68460546893361e-06,-6.97588199411586e-07,-6.82131162871258e-07,-2.80001110241564e-16,-3.28522568951732e-15,2.1108821121008e-16,7.39204433213403e-17,-5.25548210612873e-18,3.14329968827474e-17,-3.741476168104e-18,2.23381797369993e-18,-5.06085973663734e-17,1.27851280187778e-16,-1.05915275675795e-17,7.66996256840627e-19,-1.81599194554694e-18,2.31843163497819e-19,8.84891048902779e-20,6.96966188144806e-20,-1.16813002436374e-15,-6.33452102032421e-16,1.27297074466852e-16,1.30848816393546e-17,1.21230557677641e-18,4.06795525463177e-18,-3.72502736192526e-18,5.94499079043577e-22,-2.89211567337069e-05,-2.8921156741476e-05,-2.89211567446882e-05,2.37154851433404e-05,-5.2181408692175e-06,-1.68460546894561e-06,-6.97588199357087e-07,-6.82131162883183e-07
"b29",2.0369178942998e-18,9.51811872372077e-15,3.71271204716438e-26,4.23660470088429e-16,3.76216031431887e-15,5.11036676202308e-22,0,5.05198792099774e-23,5.90441504686724e-13,-6.59073061440374e-27,-3.87389811003992e-23,1.76171326052969e-24,5.93154587066578e-17,-6.11086958144156e-17,5.76957360844243e-16,-3.12228135718297e-29,-1.24270073171801e-11,6.31076138423524e-15,1.33860000687881e-15,-2.99347504173382e-16,-2.72189037390666e-22,-2.21062676274478e-23,-1.58676669085459e-25,1.68195937872872e-16,5.26851044549907e-11,-3.4661801373434e-26,6.68559029819705e-15,-1.0801179923907e-15,0.000326667299813865,2.09864326837461e-25,3.15917507628874e-14,9.21658285162154e-25,7.8267131138212e-16,8.54228826858568e-16,-2.60982194332537e-17,-2.71034340486274e-17,-2.33087916170918e-17,-7.56502886167774e-18,2.96540324766863e-18,4.12043583886715e-18,-1.27858894327942e-16,-9.49473320103481e-17,1.6868677036646e-17,2.37206193193694e-19,3.04543709257072e-19,5.88677073697729e-19,2.47858290674178e-19,-7.41480458372241e-20,-3.45263698558945e-16,6.06942253127768e-16,-7.63458844686523e-17,-5.8854669251817e-18,1.07299389455251e-17,-3.88170697381028e-18,-2.98008137291884e-18,1.0054859723458e-19,-5.21814086585498e-06,-5.21814086882402e-06,-5.21814086919626e-06,-5.21814086924201e-06,1.97607602855152e-05,-1.68460546893526e-06,-6.97588199366555e-07,-6.8213116287654e-07,6.61715837037683e-16,-6.29837665965971e-16,1.17899807390159e-16,-1.66183752239583e-17,-1.05228697534653e-17,1.0891012716288e-17,-2.3008464507481e-18,-1.71844710277291e-18,7.88571185554391e-19,2.90445715093161e-17,-4.960031888412e-18,8.85267721015526e-20,-3.45676853927828e-19,2.72934987130312e-20,2.51793089796446e-19,-1.98813870846993e-20,-2.59874313045726e-16,-6.32116676921323e-16,5.98654733729533e-17,1.58140711553508e-17,1.10339832942475e-18,8.76592606433658e-19,-6.88856992735078e-19,4.95549559861484e-19,-5.21814086946917e-06,-5.21814086847384e-06,-5.21814086910363e-06,-5.2181408692175e-06,1.97607602854772e-05,-1.68460546893388e-06,-6.97588199381035e-07,-6.82131162875385e-07
"b30",-1.9503227406923e-22,-1.4738253326513e-25,3.26077916903392e-26,3.18213236006579e-16,-1.31833937014998e-25,-2.6497546195862e-26,0,-1.55874249980258e-33,-3.62971673531917e-24,2.30952934513485e-37,2.66035467047747e-28,-1.69621572021924e-28,6.9689983047608e-37,9.16469003228083e-28,2.16677566322693e-16,-5.91968481743642e-29,-7.95913139702994e-33,4.74004053987982e-15,1.00542817012461e-15,9.56841778678191e-27,1.86922880125343e-27,1.28712612595428e-27,-1.27770802187554e-25,-2.604416285226e-27,-1.6256812523032e-21,1.49265151088964e-26,5.02157617606839e-15,3.85660239202384e-26,2.09864326837461e-25,0.00024536120110433,4.93399717040139e-25,3.61844338989594e-16,1.19863176672397e-16,3.57115366709964e-16,-1.12852157834211e-17,-1.02878217511966e-17,-9.25452460861202e-18,1.03948597039756e-18,1.07312726930215e-18,4.72580238956084e-19,4.98757934894653e-17,-3.10047564345832e-17,9.2117770274358e-19,-1.55759697818928e-19,8.20074620059188e-20,1.96221555317719e-19,7.609423334799e-20,-5.73685480417101e-20,-1.26449496953217e-16,2.24996200525552e-16,-2.97911205653084e-17,-1.72325121273635e-18,3.86060354912735e-18,-1.43109766390118e-18,-1.1460982369298e-18,4.51251648657837e-20,-1.68460546842102e-06,-1.6846054693041e-06,-1.684605468828e-06,-1.6846054689336e-06,-1.68460546893526e-06,9.02796004297363e-06,-6.97588199374112e-07,-6.82131162878784e-07,-8.56204777968516e-17,-1.88307338240337e-16,1.13695963767759e-17,8.57521096752481e-18,-6.93890147619985e-18,2.80939603298127e-18,-4.76563917656356e-18,8.90067299435201e-19,1.37694991766217e-19,1.5623616642394e-17,-5.78897172946085e-18,2.9835088387187e-19,-6.25360009527842e-20,3.36992114239519e-20,-1.66201433133837e-20,3.45191214359635e-20,2.81132724327066e-16,1.11111593923793e-17,-2.36734656558666e-17,2.64599809805887e-18,-3.38942886025913e-18,3.78302758318048e-19,-1.62498844128825e-19,1.59017153754828e-20,-1.68460546774892e-06,-1.68460546820711e-06,-1.68460546907882e-06,-1.6846054689456e-06,-1.68460546893388e-06,9.0279600429753e-06,-6.97588199385636e-07,-6.82131162877605e-07
"b31",-1.06111525521109e-17,-4.95716490932769e-14,4.01551069774989e-26,3.5600726837192e-22,-1.95938395340817e-14,-2.66189122831263e-21,0,-2.6311436084955e-22,-3.07509917972043e-12,3.43254160593544e-26,2.01759468351703e-22,-9.17750971626018e-24,5.64105430900288e-25,3.18262349250658e-16,6.57326514769982e-26,-3.04007023667187e-28,-1.20180660297633e-21,3.28673091156686e-14,2.43078376578128e-25,1.55904227136556e-15,1.41761026585563e-21,2.89728960665813e-26,-5.95494964020327e-26,-8.75987183304357e-16,-2.74391146648562e-10,3.87523394242593e-25,5.61689928279389e-21,5.62540052859146e-15,3.15917507628874e-14,4.93399717040139e-25,0.00170132746026296,2.50901815929566e-15,1.27554038569257e-16,-4.69003982185237e-16,4.414569153512e-17,4.98407700421752e-18,5.23318428636211e-18,2.91239060947661e-18,-7.89437968004934e-19,-1.11416682579669e-18,-1.87552619795377e-17,5.674581269448e-18,1.0206259403638e-19,7.26296625932169e-20,-2.63726496940846e-19,-1.87419582981492e-20,-4.48935404412554e-22,9.03632314707266e-20,2.058986410079e-17,-3.75105887116795e-17,5.31052586668417e-18,-6.43803425805685e-19,-3.18665867685047e-19,1.29037964453604e-18,1.48838638148382e-18,-1.22276332946041e-19,-6.9758819028736e-07,-6.97588199720203e-07,-6.9758819947393e-07,-6.97588199411584e-07,-6.97588199366554e-07,-6.97588199374112e-07,1.11418757149041e-05,-6.82131162877578e-07,3.58045437104763e-16,-5.26543578311854e-17,-3.27860385016509e-17,1.00714196895199e-18,1.01461415674484e-17,-4.70877453554255e-18,-6.06148457754395e-20,8.90777724573688e-20,-1.08650594630304e-17,-4.05600951218891e-18,3.56072875456123e-18,-1.26821092777458e-20,-5.98363726498972e-20,-8.78277952515766e-21,2.65382541368422e-19,-3.18506846318944e-20,-4.96143034565775e-17,2.88985842746419e-18,5.98038926663911e-18,-4.12597296658006e-18,4.22285523735274e-18,1.31770481570894e-19,-3.92014433963496e-20,-2.48039582333781e-19,-6.97588200572776e-07,-6.97588199221786e-07,-6.97588199358589e-07,-6.97588199357082e-07,-6.97588199381035e-07,-6.97588199385637e-07,1.1141875714906e-05,-6.8213116287704e-07
"b32",-9.91770972732948e-13,-3.03429080067469e-23,1.28070665957829e-16,3.36471321530181e-17,-2.98790941184447e-16,-2.51641297591629e-16,0,-3.75069429254397e-28,4.68928870624706e-14,5.23436121495363e-28,1.90744177832586e-17,-8.6255340299644e-19,-8.53491761876042e-27,1.9485806521648e-25,6.98962663766404e-28,-9.6960042674821e-19,1.75535796955566e-24,5.0120095073091e-16,1.06311651065286e-16,2.37741883956058e-17,1.34021420088354e-16,9.22857844916871e-17,-6.15756519910264e-16,-5.36414184115734e-25,-1.68024493809213e-19,1.47987762142014e-26,2.81250461977371e-26,8.57830056449328e-17,9.21658285162154e-25,3.61844338989594e-16,2.50901815929566e-15,2.59439263494623e-05,6.03187098698225e-16,-3.06449385179899e-17,-5.07492342814636e-18,-2.40999046529314e-18,-6.5647970590264e-19,-7.67055611595937e-20,2.62889374579221e-19,2.6048182806971e-19,-1.96646764835782e-17,4.22385459480351e-18,1.16893792182791e-18,-8.08417083744447e-20,1.48747600317077e-20,2.74023073897114e-20,1.63145042118679e-20,-1.08296029364058e-20,-2.14783638915333e-17,2.82585643999191e-17,1.4876348252059e-18,-1.5688857151928e-18,6.77502023331934e-19,-3.8327254777182e-19,-2.51450799020955e-19,1.48804643803036e-29,-6.82131165589572e-07,-6.82131162694274e-07,-6.8213116286371e-07,-6.82131162871274e-07,-6.82131162876544e-07,-6.82131162878784e-07,-6.82131162877579e-07,1.86324077597927e-06,-4.95698638700107e-17,-7.82769448495038e-17,4.7726548284145e-18,2.41915128891346e-18,-7.01614603201026e-23,7.89074425127998e-19,1.22934447022462e-18,3.63346378072597e-21,7.11879816019996e-19,3.91533964774644e-18,-6.63886833126806e-19,1.48086016476504e-21,-4.46285673170937e-20,5.29378925798414e-21,-2.16365735381037e-20,2.52450506468455e-21,-5.42511714997761e-17,-6.65811566664149e-18,7.33075540210562e-18,-2.78752807456937e-19,2.22089328658685e-19,-4.76954847674308e-20,-1.41168158512545e-19,-2.98107243387934e-20,-6.82131163031509e-07,-6.82131162723891e-07,-6.82131162876601e-07,-6.82131162883188e-07,-6.82131162875384e-07,-6.821311628776e-07,-6.8213116287704e-07,1.86324077597851e-06
