"","b1.w1","b2.w1","b3.w1","b4.w1","b5.w1","b6.w1","b7.w1","b8.w1","b9.w1","b10.w1","b11.w1","b12.w1","b13.w1","b14.w1","b15.w1","b16.w1","b17.w1","b18.w1","b19.w1","b20.w1","b21.w1","b22.w1","b23.w1","b24.w1","b25.w1","b26.w1","b27.w1","b28.w1","b29.w1","b30.w1","b31.w1","b32.w1","b1.w2","b2.w2","b3.w2","b4.w2","b5.w2","b6.w2","b7.w2","b8.w2","b9.w2","b10.w2","b11.w2","b12.w2","b13.w2","b14.w2","b15.w2","b16.w2","b17.w2","b18.w2","b19.w2","b20.w2","b21.w2","b22.w2","b23.w2","b24.w2","b25.w2","b26.w2","b27.w2","b28.w2","b29.w2","b30.w2","b31.w2","b32.w2","b1.w3","b2.w3","b3.w3","b4.w3","b5.w3","b6.w3","b7.w3","b8.w3","b9.w3","b10.w3","b11.w3","b12.w3","b13.w3","b14.w3","b15.w3","b16.w3","b17.w3","b18.w3","b19.w3","b20.w3","b21.w3","b22.w3","b23.w3","b24.w3","b25.w3","b26.w3","b27.w3","b28.w3","b29.w3","b30.w3","b31.w3","b32.w3"
"b1",1,1.05538407732357e-09,-2.07698680972789e-21,-3.59213490384435e-17,6.63519403795099e-10,6.08921086915063e-10,0,3.08832151835447e-17,8.31234228702783e-09,-2.10742736218693e-21,-1.67646967197523e-10,3.5650288850335e-11,-1.5023032143319e-19,-8.45641886448589e-11,-8.59155543771598e-22,1.80719494739017e-22,-6.78247378994477e-20,-8.59361710724887e-10,-6.4505231029275e-21,-1.87164222559327e-10,-4.44382720769595e-10,-3.68754552009124e-10,1.40472518429492e-21,1.40295173429165e-10,7.85197551339519e-08,-5.36569053620841e-21,-1.426689591793e-16,-3.55525383965874e-10,1.37427277159734e-16,-1.51829370004727e-20,-3.13704574836576e-16,-2.37435575932106e-10,1,-0.138656204566816,-0.0575819354268046,-0.0561813322802685,-0.0152962767879073,-0.00783330255585983,-0.00293674397354876,-0.00755823177348788,-1.62057166803011e-13,-5.54309266803995e-13,-5.31759347595469e-13,2.55625754019404e-12,-3.75684248160404e-13,-1.28082574181728e-12,-2.05660687883666e-13,-2.24084675849041e-13,1.6324328315532e-11,-8.09694114622747e-11,1.68757231117435e-11,1.38043114833941e-11,-7.28628164253996e-12,7.29525843874876e-12,6.1518610580363e-12,1.14503223524485e-14,-5.02709081450016e-10,1.13934267212501e-10,4.25489372765866e-11,2.03451135927858e-11,2.73227719538593e-12,6.19067687439285e-13,5.93010285262909e-13,6.85748270851423e-12,1,0.0111594138313232,0.0363624176861191,-0.145799440814678,-0.039696256933816,-0.0203286587631369,-0.00762131498880384,-0.0196148065765973,5.70264847599733e-12,-1.30941274218054e-11,6.232466337404e-12,-3.27744510907682e-14,-1.50122908588108e-14,3.97846188590709e-16,3.08916327744961e-14,-1.16797755358235e-14,-4.36872381771259e-13,-1.78987325533747e-12,9.04394903015416e-12,-4.90133446961846e-12,-1.13783777057287e-12,1.49996530403847e-12,-3.88060259688904e-13,3.96423728697338e-13,8.26191498280864e-13,1.57657002608908e-12,-8.44537438540771e-13,-2.31555306601809e-12,5.99488277859475e-12,-1.14760868021387e-12,4.31986306341714e-12,-1.46249445396894e-12
"b2",1.05538407732357e-09,1,3.72932998542627e-29,-6.14722158870682e-12,-1.83184417758122e-11,-2.06871361451548e-18,0,5.28511264148977e-12,-2.2948712176499e-10,5.81818485038554e-23,5.69599341596121e-19,9.84232827255475e-13,4.20014225591417e-21,2.33464787489293e-12,1.33207148503813e-22,2.00214094354941e-31,-1.95496502796627e-20,-2.37252497395152e-11,3.28741922437304e-22,5.16722931365886e-12,1.50984004899312e-18,-3.89187780763681e-19,-8.5261901180228e-29,-3.87326874119129e-12,-2.16777317203919e-09,-5.94928209581125e-30,3.93920858463496e-18,-3.94290943705008e-19,2.32603164439181e-11,-4.15585517885754e-22,-5.30831569656708e-11,-2.63121709145128e-19,-0.138656204566816,1,-0.145264007297379,-0.141730655594267,-0.0385884643210628,-0.0197613524349768,-0.00740862902915994,-0.0190674215177134,1.45580234935837e-14,-8.02526850673696e-13,7.21441798234334e-13,-1.25987562818021e-12,2.89405357398663e-13,1.13119398372734e-12,1.07289553006244e-12,-6.46394510675654e-13,-1.0717885174895e-11,4.35750557148618e-11,-9.46038101737001e-12,-6.98476012772212e-12,3.82135356917665e-12,-3.78994242393427e-12,-3.11813717196189e-12,2.88861358457847e-14,8.23585565462391e-11,-1.32787859672226e-11,-2.7968320378286e-11,3.93785460179796e-12,7.5230046012977e-12,4.65299572480322e-12,-5.50067903606391e-12,-8.78907547064332e-13,0.0111594138313231,1,-0.180839632896223,-0.142452176164329,-0.0387849099647982,-0.019861953265032,-0.00744634477585047,-0.01916448969931,6.46020068089218e-14,-1.01086207880428e-13,6.27980250106812e-14,-3.87664077628675e-14,-2.63959661702631e-14,-8.3837760034027e-14,9.50412557193545e-13,-2.61816837091806e-13,-3.83327252151329e-14,5.55514098667479e-13,-8.02597621588709e-13,-8.25886050008453e-13,3.49561191838537e-12,-2.70280912501225e-13,-5.37610900975594e-14,-1.12806701413045e-12,7.65873637023161e-11,5.14271063486834e-11,-2.27374875546614e-12,-2.65444312767968e-11,-5.57507899545662e-12,-2.46602032522342e-12,-6.20696629360622e-13,-2.25643900392705e-12
"b3",-2.07698680972789e-21,3.72932998542627e-29,1,-3.96865269703548e-23,-1.96331279576417e-22,-3.30840759058851e-23,0,-7.18119274434137e-30,4.51628686837302e-22,6.23574696182186e-34,9.10864331575926e-24,-1.93696176002101e-24,-7.79646084239817e-33,-2.98812088021993e-30,2.95274545996344e-12,-4.29522115684342e-13,-1.81580592146893e-31,4.66910879496348e-23,4.49758689280729e-12,4.66653354829315e-23,2.41443299979763e-23,2.00352679453209e-23,-2.3749039885907e-22,4.95735225898776e-30,-1.82613232707074e-20,1.8440777184019e-11,1.00513423566905e-11,4.04007801831975e-12,2.2043043046376e-22,2.23383739212392e-22,1.0446719750198e-22,2.69814278882302e-12,-0.0575819354268057,-0.14526400729738,1,-0.474451401572507,-0.129177071130979,-0.0661522471438467,-0.0248008055248446,-0.0638292740965161,3.9814473802182e-13,2.90261453415572e-12,-1.15122223970497e-12,5.7527869481337e-14,-3.28412910540165e-13,-2.5377226997785e-13,-1.44238423311968e-13,8.85131182806369e-14,-4.30046322522259e-12,-7.77319780377626e-12,3.49872351615534e-12,1.58085595994269e-12,-1.71392173748046e-13,4.90980829072546e-13,-1.23983105246362e-13,-9.77163368252188e-14,-2.54598464239011e-11,2.91779390926409e-12,9.39634116770994e-12,-1.93086121061787e-12,-7.69406623362512e-13,-4.92223019923498e-13,1.733229358046e-12,-4.87238806889864e-13,0.0363624176861196,-0.180839632896223,1,-0.464173621778631,-0.126378779280573,-0.0647192273939668,-0.0242635593161188,-0.0624465756325042,3.36749078466611e-13,-2.72152071581078e-13,4.03112990030424e-13,-2.6086767489434e-13,-1.91236606175117e-13,1.11232208362597e-13,-4.99608758356716e-14,3.49958159601254e-14,-2.86138418548798e-13,7.30147063909271e-13,2.14286547377616e-12,-5.44074640705242e-13,-1.08493548191062e-12,-2.32451359436891e-13,-1.63559090222153e-13,2.78815064538691e-13,-1.31417191010011e-11,-3.60875753928015e-12,-5.64395755459882e-12,5.55755235624409e-12,3.40053195652475e-12,4.85160933586445e-13,-1.25934690596924e-12,4.48292141665961e-13
"b4",-3.59213490384435e-17,-6.14722158870682e-12,-3.96865269703548e-23,1,-3.86475491816377e-12,-5.72083389861317e-19,0,-1.79879226080772e-19,7.81178720366502e-18,1.22749842975203e-23,1.5750492988765e-19,-3.34996250962977e-20,9.01086018595427e-24,2.46277508521345e-13,5.91495805757198e-23,-1.05262416161596e-24,-4.12451041556857e-21,8.07682025279289e-19,1.59711939471892e-22,1.09016231553016e-12,4.17499167734019e-19,1.02826319976381e-23,1.05365344978179e-22,-8.17167453453314e-13,-4.57348508711686e-10,3.12531612040799e-23,-5.15196837678168e-12,2.07080375999594e-12,4.90737258320635e-12,4.25303753346142e-12,1.80696120602967e-18,1.38297434050519e-12,-0.0561813322802681,-0.141730655594266,-0.474451401572507,1,-0.298370237588949,-0.152796943952943,-0.0572843320606976,-0.147431394056859,1.84575583969116e-13,-7.66910354227325e-13,4.12708419626459e-13,-2.43955625375928e-13,1.56576482211272e-13,2.21024841138054e-14,-1.68912613049015e-13,1.31291354183573e-13,1.11406621499073e-11,3.80095994980368e-12,-2.36683740065006e-12,-1.75889705507821e-12,8.46209416726843e-14,-4.78284289300911e-13,-1.22995242908458e-13,1.97983542355197e-14,7.05169931972805e-11,-1.84868698052464e-11,-3.24986118391639e-12,-3.12334353256779e-12,-1.84560785149473e-12,-1.03644330534804e-12,4.51983439321234e-13,-5.34438539174732e-13,-0.145799440814677,-0.14245217616433,-0.464173621778631,1,-0.298370237587078,-0.152796943951885,-0.0572843320594593,-0.147431394055796,-8.00507792018866e-13,2.77586947136042e-12,-1.8404735270496e-12,2.18843285482931e-13,9.26161824448453e-14,-1.88160374436603e-14,-2.72757248185674e-13,8.86112801213608e-14,2.80381799064764e-13,-3.46408680379633e-12,-1.69909337854463e-12,1.98611589116328e-12,-3.59136910028096e-13,-8.09076611308034e-15,6.58508532321342e-14,2.29235180778216e-13,-9.51704979468988e-12,-1.37073438264314e-11,3.26954139407921e-12,4.59478812456713e-12,-1.13162796040196e-12,8.63906880791279e-13,9.13331576988918e-14,5.36470039818387e-13
"b5",6.63519403795099e-10,-1.83184417758123e-11,-1.96331279576417e-22,-3.86475491816377e-12,1,1.05691216805279e-11,0,3.32274748516621e-12,-1.44278430461008e-10,-3.17613524206404e-12,-2.90986998767831e-12,6.18786651009798e-13,2.64169037930051e-21,1.4677918676827e-12,1.29899106181912e-22,3.65589411162788e-24,-1.22908546529668e-20,-1.49160517958594e-11,-6.86971046043639e-12,3.24863430001613e-12,-7.71320808140084e-12,-2.44760398667138e-19,3.62747863497101e-22,-2.43512198168357e-12,-1.36287783140112e-09,-3.7473057252983e-30,-1.53526329203613e-11,-2.48147455180385e-19,1.46237484816434e-11,-5.91287257242203e-22,-3.33733523346263e-11,-4.12120119671927e-12,-0.0152962767879071,-0.0385884643210628,-0.129177071130979,-0.298370237588949,1,-0.136784444428393,-0.0512811665763326,-0.131981182383244,5.07279007894958e-13,1.13789665273972e-12,-1.01069400949469e-12,1.36023125627068e-13,3.84462823911372e-14,-9.73899470876255e-14,-5.91000148253831e-14,7.80010061853945e-14,-3.12728855319639e-12,-2.13919486265187e-12,1.48784607260536e-12,2.67413089157806e-13,-4.16696425631262e-13,2.74831722506939e-13,3.05578145254561e-13,6.578159638868e-15,-1.17231537952687e-11,1.05811289576455e-11,-1.29236828421906e-13,-4.04379308981551e-13,-1.42087839547692e-12,-8.34638236905354e-13,4.24840440364289e-13,-1.30324417239974e-13,-0.0396962569338158,-0.0387849099647988,-0.126378779280573,-0.298370237587078,1,-0.136784444429058,-0.051281166576064,-0.131981182383348,-1.32658218555669e-13,-1.77607831766487e-12,1.3304217048333e-12,-7.60526950170457e-14,1.52669343625e-13,-3.5404904289108e-14,-1.13882663617689e-14,-5.96137573235615e-14,-1.13540217376947e-13,6.1836590356215e-12,-9.07807588536516e-13,-1.58263215305433e-12,2.86466210492294e-13,3.81016140386363e-14,2.45231744719297e-13,-2.17229493773856e-13,-2.02590268548108e-12,8.84686970185758e-13,9.95457503095985e-13,-2.92439162556346e-13,-6.41462609334109e-13,-6.25799026863241e-13,8.23684207480502e-13,-1.39284601596539e-17
"b6",6.08921086915063e-10,-2.06871361451548e-18,-3.30840759058851e-23,-5.72083389861317e-19,1.05691216805279e-11,1,0,4.91840505018494e-19,-1.62947322873463e-17,-3.35689598471876e-23,-2.67042859983735e-12,5.67869210162924e-13,3.33634052438158e-24,-6.73506369607337e-13,-1.36853866298242e-23,2.87865934131867e-24,-5.40187011291477e-22,-6.84433659626051e-12,-1.02749615653566e-22,-2.98131664448173e-12,-7.07851950234503e-12,-2.93692381117215e-12,2.23757004168026e-23,2.23474513432844e-12,1.2507318423385e-09,-8.54694464865984e-23,-2.27255688526368e-18,-5.66312156365448e-12,2.16454308862515e-18,-1.29499982760902e-22,-4.94041402948281e-18,-3.7820830542128e-12,-0.00783330255585921,-0.019761352434977,-0.0661522471438464,-0.152796943952943,-0.136784444428393,1,-0.0716013490502391,-0.184278777936272,-2.05750201752787e-12,-1.02763545359942e-12,9.09048014254148e-13,2.40226724272551e-13,-4.29044240040802e-14,-2.97917578146067e-14,-1.50161559412768e-14,5.78414138864789e-14,-1.435910517849e-12,-1.44221956660924e-12,-8.1088447901298e-14,5.96593437274516e-13,1.98389030474598e-13,1.8266392588872e-13,1.94018300210751e-13,8.1589802863599e-16,-7.14284510602309e-12,6.13171428199555e-13,2.25748843610994e-12,-1.77416709211109e-13,-6.43889064931766e-13,1.30895918016451e-13,3.30120696314561e-13,-2.12615365215904e-14,-0.0203286587631373,-0.0198619532650316,-0.0647192273939668,-0.152796943951885,-0.136784444429058,1,-0.0716013490501089,-0.184278777936089,-7.46761755017657e-13,5.06735762692236e-13,-2.65276544937477e-13,1.11416291021615e-13,-8.11542976105169e-14,1.52446894488825e-14,1.47014705769153e-14,4.4543777272135e-14,7.48207053912034e-14,-2.46245212108071e-12,1.35057987157598e-13,7.47733145168003e-13,-2.21289400200386e-13,3.6871077965729e-14,6.81755527125879e-15,3.03887511945282e-14,-9.58498686902136e-12,-4.91868486947637e-12,8.37587391687498e-13,2.44214849685992e-12,9.26976502308038e-13,3.53769539254502e-13,-5.33741567289598e-13,2.18718622936022e-13
"b7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002936743973549,-0.00740862902915982,-0.0248008055248445,-0.0572843320606976,-0.0512811665763327,-0.0716013490502391,1,-0.162717284498888,1.03254870061388e-13,-2.92340929539451e-13,1.14273572918862e-13,-1.96912617084654e-16,-9.19941945146304e-14,2.03284182974273e-14,1.09479078914592e-13,1.02684796977602e-15,-9.06947422677857e-13,6.58030645837708e-13,7.99424252161233e-13,-5.40299029528667e-13,-6.23174069874195e-14,-8.9147851924687e-14,-4.48436725628284e-14,-1.59234216900348e-14,-1.75632043694716e-11,4.09853540466011e-12,1.12141968975629e-12,8.72041788118776e-13,2.22865366335767e-13,1.19321050007518e-13,-7.9013173416217e-14,6.43426869282628e-14,-0.00762131498880387,-0.00744634477585077,-0.0242635593161188,-0.0572843320594593,-0.0512811665760639,-0.0716013490501089,1,-0.162717284498805,-1.48084833808993e-14,1.79764530803155e-13,-9.22517242408626e-14,7.32631684254015e-14,-3.71341341247037e-14,-3.51960826733449e-14,-1.41925565025018e-14,1.33004207810986e-14,1.07486755407357e-13,-2.97251270842266e-12,7.66324227602034e-13,1.21010332991162e-13,2.59779906773464e-13,7.15790152678841e-14,2.32702595365889e-14,3.8118245175384e-14,-4.14615630807407e-14,7.49622837327985e-13,1.95664546649384e-13,-2.56677396912082e-13,-1.72920491515539e-13,-5.29891548534858e-13,-6.06681147215278e-15,3.008844556777e-13
"b8",3.08832151835447e-17,5.28511264148978e-12,-7.18119274434138e-30,-1.79879226080772e-19,3.32274748516621e-12,4.91840505018494e-19,0,1,-6.71522722869415e-18,-1.0553495388116e-23,-1.35414141207045e-19,2.88011491247083e-20,1.48421815088505e-24,-4.23477359591091e-13,6.04555011744594e-30,1.53726764716809e-35,-3.39650161515002e-22,-6.94245680690337e-19,-2.28263006773177e-23,3.82730355112525e-23,-3.58942994950607e-19,-1.84663515661114e-12,1.5745936657837e-29,7.02564886613222e-13,3.93208273058914e-10,-9.57546628116219e-35,-7.14433536674511e-19,-6.34460553777091e-24,6.80640853081067e-19,-2.42314817917497e-29,-1.55331357289087e-18,-1.79309110687434e-23,-0.00755823177348851,-0.0190674215177135,-0.0638292740965171,-0.147431394056858,-0.131981182383244,-0.184278777936272,-0.162717284498888,1,2.63871920675781e-13,-7.55026948270041e-13,2.84978119588694e-13,-3.89437516828685e-14,6.82424889326343e-14,7.23414338138468e-14,-3.1602200903222e-14,-3.41950642784097e-14,-2.14035176332018e-12,2.29530718462081e-12,-9.07746440985866e-13,1.08731503185203e-13,1.34217379129495e-13,-9.76209556420566e-14,-6.86931608485083e-14,2.92223877973696e-14,2.02282018936369e-11,-7.72398294471507e-12,-2.35664325185905e-12,3.63335868830644e-14,7.77904071576156e-13,1.31997424370925e-13,-2.80127523581668e-13,1.60150262460261e-13,-0.0196148065765972,-0.0191644896993191,-0.0624465756325027,-0.147431394055794,-0.131981182383348,-0.184278777936089,-0.162717284498805,1,-3.29016039015601e-15,6.00262953860319e-13,-4.06047274237372e-13,8.23178459949234e-15,2.08397947635619e-14,1.76796710156248e-15,-4.47651746931497e-14,9.01924730934435e-15,3.13604165577415e-14,-1.19495036420735e-13,-4.63048926752161e-13,3.55861329071218e-13,-8.33080107727847e-14,-3.10871540696095e-14,-2.01169574376261e-14,4.45720361932618e-14,5.22232315775576e-14,-1.56438821999968e-12,3.6922626216295e-13,3.84960782053717e-13,-3.24428543560123e-13,2.48606652071485e-13,2.23962293858682e-14,2.23393770861062e-15
"b9",8.31234228702783e-09,-2.2948712176499e-10,4.51628686837302e-22,7.81178720366502e-18,-1.44278430461008e-10,-1.62947322873463e-17,0,-6.71522722869414e-18,1,4.58247807656894e-22,4.48642003229658e-18,3.87597241214419e-12,-1.81161854812705e-11,1.83879903755094e-11,1.2359754721791e-21,-3.92964017422377e-23,-1.53975588803482e-19,-9.34315650954285e-11,3.00069235041526e-21,4.06977702759896e-11,1.18921602480231e-17,-3.06481745445956e-18,-3.05449311226139e-22,-3.0506368476702e-11,-1.70736635072208e-08,1.16673816090483e-21,3.10261057654313e-17,7.73069244005129e-11,1.83201278231327e-10,-1.29949389006548e-21,-4.18089849804894e-10,5.16289833208599e-11,-1.62057166803011e-13,1.45580234935852e-14,3.9814473802182e-13,1.84575583969116e-13,5.07279007894957e-13,-2.05750201752787e-12,1.03254870061388e-13,2.63871920675782e-13,1,0.102235223311976,-0.274822888844531,-0.0590249841178987,-0.0101335565302265,-0.00553614240356048,-0.00248296890667615,-0.0132402285568819,9.41706816018884e-15,-3.49214483128821e-14,1.89582461057953e-14,3.6420423188059e-14,-1.2070466058956e-13,1.55875552330786e-14,5.7991090888697e-15,8.40988026108967e-15,-7.37896169989771e-12,3.01151194951792e-11,-9.87710471066932e-12,-9.43807664855945e-13,-2.2128423131893e-12,1.27707484822992e-12,-4.32280184072821e-13,-1.10834167529658e-12,5.70264847599732e-12,6.46020068089244e-14,3.36749078466606e-13,-8.00507792018863e-13,-1.32658218555672e-13,-7.46761755017656e-13,-1.48084833808991e-14,-3.29016039015461e-15,1,0.0266326527362474,0.0923649521129408,-0.179448777647596,-0.0308082138400257,-0.0168310758915602,-0.00754876501707146,-0.040253171869175,6.52698210992524e-12,5.28027068890795e-13,-1.53670018318684e-12,-6.83191940184391e-13,1.42505525081193e-13,1.02422807595912e-13,3.65190840443176e-14,-1.05844642344527e-13,-1.33803320470396e-13,-9.20704346251032e-13,3.72951025670467e-12,-2.43071626670672e-12,4.14920652446289e-14,1.07188773967535e-14,-7.61340487458737e-13,1.21982677759938e-13
"b10",-2.10742736218693e-21,5.81818485038554e-23,6.23574696182186e-34,1.22749842975203e-23,-3.17613524206404e-12,-3.35689598471876e-23,0,-1.0553495388116e-23,4.58247807656894e-22,1,9.24214061768951e-24,-1.965350089591e-24,-8.39036591231786e-33,-4.66190547896202e-24,-4.12577129056988e-34,-1.16116141291957e-35,3.90374166183747e-32,4.73753977812816e-23,2.1819129496168e-23,-1.03181018888593e-23,2.44981920167103e-23,7.77392128068341e-31,-1.15213627323658e-33,7.73427674475e-24,4.3286843109409e-21,1.19019497769083e-41,4.87620384768321e-23,7.88149877626928e-31,-4.64470029236281e-23,1.87800829591034e-33,1.05998280495827e-22,1.30894923605365e-23,-5.54309266803996e-13,-8.02526850673697e-13,2.90261453415572e-12,-7.66910354227327e-13,1.13789665273972e-12,-1.02763545359942e-12,-2.9234092953945e-13,-7.55026948270041e-13,0.102235223311976,1,-0.386770340591327,-0.0830684565844667,-0.0142613998678052,-0.00779125673230304,-0.00349439136528056,-0.0186335560691064,2.31273228814993e-14,-1.84929807172591e-14,1.28764148289339e-13,3.0713395016213e-13,-1.19735413931543e-12,1.49189409132387e-13,5.3263527925418e-14,7.9608731719919e-14,-1.03750023712067e-12,3.23568523149257e-12,-7.50322293458262e-13,6.73176792038013e-13,-2.31261080755531e-12,-1.11726223684004e-12,1.84067144703869e-13,3.35039552134663e-13,-1.30941274218054e-11,-1.01086207880429e-13,-2.72152071581068e-13,2.77586947136041e-12,-1.77607831766486e-12,5.06735762692236e-13,1.79764530803155e-13,6.00262953860314e-13,0.0266326527362471,1,-0.42430616398022,-0.0813511913232401,-0.013966575483309,-0.00763018892047208,-0.0034221521886922,-0.0182483465700915,2.89406469353135e-13,-1.2786787309974e-12,-1.07514847755813e-14,7.49263562518726e-13,-1.29762256355921e-12,8.47802522633908e-14,4.96430563149938e-14,4.41251118798369e-13,4.71806015984769e-13,2.34925143915949e-12,-7.20270762417492e-12,2.78380275522963e-12,6.92807427185163e-13,5.5136113016412e-13,-1.28845482440667e-13,3.04147561058321e-13
