b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b61,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,b78,b79,b80
5815.97831786582,-37.4545395546118,90.6962803290073,135.163607227888,76.3883886850481,69.535459420216,40.0747021009145,81.8779700891976,765.935983978551,-72.9996612765132,97.4415433196065,242.155429559984,86.7666682305307,74.1522703435689,16.7841123234711,167.455939103058,-867.788565355862,125.463842385686,39.7392408290831,45.2777496424782,28.5484103140021,27.7205679628959,17.7710062785192,71.0061631401349,-72.0406908634079,30.1001783958101,-11.366270423627,-17.9254013086613,-3.71978746802189,-2.26576148335326,0.340508386861755,-4.09045842304943,-836.631979956246,-117.750780352657,-132.698491703929,-213.744065763825,-95.2901195890846,-83.8448500700157,-36.210659722429,-145.336325621093,-2654.22017927041,139.969041304049,136.198406665559,182.903948012498,103.111043097559,97.041501570461,57.6906449467797,195.307968138531,-1320.97170658635,32.2154988086357,66.8923631813512,80.5742417591962,44.8456384938967,40.360943025668,24.0021091722235,63.0331933450217,-231.035421357476,78.3337429902459,-76.1232110838434,-142.852948102526,-70.174135447165,-65.6479930990582,-30.5124650019842,-158.969250359458,421.0667809212,-3.04453089064926,-38.0910702799976,-51.6109265214409,-30.9346756128656,-28.3336699690767,-15.6026881002558,-48.1209198218157,-752.246173224382,133.913823207896,19.1004938239358,10.1769500208041,14.3422557192612,14.7163278426551,11.386506563723,24.3866687545937
-37.4545397835042,4260.10332488122,191.081496727681,278.196101655997,139.679469751631,123.586767347828,65.6972376526974,153.002187230054,-77.274201662874,714.681495470714,94.1037327810249,226.547682630331,82.9954148491036,71.7363595616273,18.643252562847,163.780083416382,125.528484107566,530.747665642477,-80.5851832193232,-121.344924930179,-45.0976479922733,-38.1148475996988,-16.2166682967478,-83.2238019022862,30.3514198748403,269.24093543559,-43.7610871587234,-56.5964039176344,-20.0732714902487,-15.7823917851227,-6.71744085472303,-22.2416355806021,-83.2006877482679,-2124.15545570175,-184.3936179504,-327.010438222114,-130.615585495149,-112.28597545294,-43.4300627629964,-204.0162955676,121.603523484954,-1897.45946489849,114.129614474377,158.96184382204,86.8275387120551,83.2886635754553,49.5573741581882,217.312729305836,14.8485609450447,-1483.3043863464,108.995974940237,136.343765669968,61.8222929845243,52.841616116449,27.7812421766984,79.537680744037,63.300921509764,1230.92995075243,4.57684892058106,16.9515071576505,-14.1181776154803,-19.644006943005,-16.0995228537189,-80.159427529224,-12.5506940572475,875.152108952896,-10.5010999101623,4.39758083634146,-11.7619573950142,-12.4987879936001,-11.3427430198448,-10.8373753720175,133.199835872036,753.779836480477,-119.680853640322,-166.460782912719,-60.1487224478457,-48.8693134090263,-20.6146208710777,-88.167827693607
90.6962801373032,191.081496754925,4393.21207645949,251.3192695609,126.912930149968,112.470351481157,60.0484462511693,138.952754512155,-81.2649620498145,-77.4853919554928,826.175393130442,214.659627647298,78.7277656806684,68.1394383766538,17.5222912617943,156.015737855765,39.9588461567129,-55.1597517514301,447.904521618282,-101.869403504409,-36.7978657751222,-30.6949714040659,-12.5652122526078,-65.9909263841542,3.07755663772858,-27.4270000654488,223.135400635329,-49.6592667828348,-17.2643489696069,-13.4348971220558,-5.61635322933737,-18.9939847192278,-24.0368881371451,70.8332428644795,-2250.94547288056,-299.287437373737,-120.575389716383,-103.929592615101,-40.591083044938,-188.490418187129,118.13286495004,68.7025313157679,-1837.9638905374,151.383279663464,83.2494116412932,79.8057829638304,47.5717248967022,203.914975527816,57.5610933909745,58.5976526966022,-1417.61128159935,125.094382844908,57.6246028035394,49.4787880843421,26.3962890569716,74.621939413212,-30.5082078959014,-130.749107822296,1233.74171538034,3.76375671259563,-17.8128338834356,-22.3524222442771,-16.4345225522948,-82.8672431354788,-50.7087257217683,-92.2395952520981,871.644044791987,-1.34336148015929,-13.2287226298502,-13.6441077323177,-11.3423802757008,-14.4948708383687,34.3411147069959,-77.6069649181472,632.741748977278,-142.602289149014,-50.350337991979,-40.5386925781695,-16.6118919904343,-72.7462288290991
135.163607587674,278.196101981156,251.31926974919,4727.20007202398,102.309528133239,90.9033274975852,48.8672342620311,112.404872176558,-108.983835368586,-103.465885633317,-150.183221841721,1011.37426139843,66.2086482769832,57.7510831824761,14.6576283790347,133.74065286493,43.8632636010274,-89.6260502146323,-70.4056694347631,296.362440116582,-26.1724656433638,-21.323411633629,-8.13581285689409,-44.0878899482403,0.417184640751608,-43.4989000193089,-33.3742652588536,150.985498383757,-12.4826865341664,-9.54050999101337,-3.80687355483821,-13.109125266192,-21.1833927534951,114.133678866259,152.464807369755,-2410.99887095566,-98.8446324990516,-85.6996865282371,-33.926453186571,-155.430900223574,156.373302730805,87.5531194800164,77.9889593817916,-1711.81331266141,70.7650056134251,68.0478231100065,40.8083278241552,171.109645201793,79.3490337757043,79.006125242701,64.7026618258368,-1298.75023084882,48.5680487397082,42.0489729485624,22.7265621763104,62.4687393170983,-50.8975391690332,-192.728774400472,-190.092611356031,1119.26086903576,-18.5110079231836,-22.0484806576731,-14.9609599035702,-77.4257827121245,-72.5106366339979,-133.473533864775,-134.54971368429,798.665041279282,-13.7337500872781,-13.8887874540003,-10.3894527667207,-17.3407278980887,34.0804448799517,-124.692752103868,-97.4189949381252,423.376009054347,-36.0863884476351,-28.4391718719258,-10.9632093611796,-49.314963291314
76.3883886839183,139.67946992602,126.912930597197,102.309527611425,4959.43170815157,95.4898340874801,51.3094013369011,117.926079444771,-59.1088453165703,-57.120444879843,-83.4033586190071,-130.826736374511,1128.13019982655,60.8713995810851,15.4490736948068,140.194465870197,25.3838783158388,-34.6884882395814,-26.4018357486929,-15.9049311194451,219.605729462771,-22.1495008338356,-8.45113006739258,-46.0987017191585,0.715109819348851,-17.908878004776,-13.3498975705634,-7.86169043721495,113.226310119043,-10.1692739575864,-4.07756317727698,-14.1151164856972,-8.8429842204943,51.2145685374099,70.9901958621528,116.058891769,-2539.89292401544,-90.1172967642825,-35.6313814390667,-163.129864044419,89.0370451198558,57.7596207924425,52.2374813828497,35.863247040888,-1593.14965962579,71.7436262687699,42.9327968806722,179.679839824874,45.4916476232435,46.6173284314479,39.2545283916855,27.2856941622699,-1208.06626455263,43.9501202050615,23.725439492278,65.5127693846464,-26.1471907508976,-89.6001863793878,-86.5007213689205,-85.3567559805164,1027.37881847777,-23.4589493505146,-15.792806389165,-81.1535959787668,-38.8473636528124,-64.534526784349,-64.214166623497,-66.0042196587356,742.192787560272,-14.4301431416173,-10.8320236916745,-17.7810372300174,20.3060248069065,-49.6769901319762,-37.722031550761,-22.4175117821005,315.674795573444,-29.9392371625153,-11.5966636742746,-52.4962722888779
69.535458774233,123.586767429267,112.470351599357,90.9033272164377,95.4898337425202,5132.91457192171,48.0168872425938,110.229167461219,-52.0230073073519,-50.4323344269301,-73.9550713745388,-116.636099246457,-107.747004286602,1174.77887903992,14.4845531849166,132.403323772671,22.8894137943428,-28.6166495122352,-21.5314485743465,-12.6364378517226,-13.6909464445366,171.704759809096,-7.53834127405374,-41.3348770281376,0.724568804277981,-14.9503776295025,-11.0096940218579,-6.28478073670885,-7.70584262655802,91.0718103496507,-3.70772534758492,-12.8987907942518,-5.87636293694856,45.4402897922847,62.9633980075458,102.768707412834,94.3012950169529,-2593.84458053041,-33.4815811082754,-153.055456201052,80.7605363324229,53.8823867226588,48.9016809764525,34.2487040522165,38.4856870757786,-1500.42456939662,40.5499531923365,169.135042732712,41.5053240605254,42.8287734840307,36.3274765233374,25.7305442204821,29.7936788871496,-1144.00798818149,22.3793601491446,61.6511052405827,-22.4667615046359,-76.8258759650693,-73.8993742743867,-72.1660664809106,-73.8629659806088,937.985846142831,-15.0368176241303,-77.7400173480202,-34.0902391528741,-55.6867947244749,-55.3072452317262,-56.4715109349509,-57.7094739592389,687.486878727951,-10.2979330264111,-17.5415268527385,18.40851339132,-41.2141894738807,-30.9437736880128,-17.8657020290856,-20.4788888220048,250.360304107534,-10.4483698161066,-47.5634531954274
40.0747016834808,65.6972376137228,60.0484460867113,48.8672345306932,51.3094007012738,48.0168873244363,5226.98225744596,118.742685433686,-29.4309244585166,-28.8311924755188,-42.4395631752199,-67.3668012349049,-62.2957963017796,-67.2606385018098,1203.77069588378,142.207092932888,13.7873784394136,-11.0621319929155,-7.84259932347585,-4.06963849903899,-4.4706078033849,-3.74445896226947,149.007938598773,-44.9143222481901,0.617141328564706,-6.65398408703495,-4.72732671087771,-2.42413749846759,-3.14439400244781,-2.82417905156102,80.5763582311126,-14.1320602927543,-2.67891648841747,21.7740031643406,31.2602873998546,52.6639419475282,48.0640280542967,52.940644538538,-2631.29831541782,-164.742940312021,47.2639254569582,34.1972431270506,31.2527129438024,22.8344674020153,25.2344863499671,22.0447999179117,-1440.94280916486,181.956729746938,24.2002653764892,25.0535282638644,21.5550930659389,15.8651212562868,18.0514274809171,16.7243882066315,-1107.51857845502,66.2600239758006,-11.9093726205123,-37.9031493690813,-35.5729939167993,-32.7272365845941,-33.9515420556531,-32.2216532820825,889.343176291882,-83.215501957008,-19.0680265254146,-28.9976752309105,-28.5008348989119,-28.2501893717777,-29.0553729179512,-28.68949704833,659.513634804327,-18.4514389718461,11.3114242300136,-17.0863020307897,-12.2793356405153,-6.30081405017464,-7.49161323442874,-6.46056242143416,219.36438213501,-51.9698893619887
81.877969360368,153.002187536454,138.952755033433,112.404870576411,117.926079752669,110.229166020946,118.742686489434,5414.31533204519,-57.8723873425097,-56.090812310602,-83.0565179846392,-131.944952873372,-121.934854589543,-131.68979389638,-122.530361161848,1241.03847931257,25.9584026959055,-39.0510249394476,-29.9626092719611,-17.8526511032344,-19.4044466829737,-16.5898684393383,-18.462542537107,99.0036189078736,0.545245258452071,-20.3685826687262,-14.1431623965799,-8.177395408756,-10.0494448800765,-9.12946855055306,-10.3573911841298,59.9420968383191,-2.9161527534214,63.7290586014915,84.4699802526014,132.77649518113,122.700477502561,133.41987448182,122.875284571321,-2657.21628193251,93.8790799649945,61.8583272364857,55.684587806396,38.7280059203352,43.5867919186229,37.159798983,42.6218825709865,-1281.79103619954,48.4360343998226,49.7353156501769,43.8208120538889,30.9034922544166,35.686569573583,32.8624621168331,36.9362369474763,-1031.44283045218,-24.3671084896013,-93.6500382657052,-91.7930323186227,-92.3478209952335,-93.7850460974952,-91.5404053452357,-93.5008192213584,733.801933827906,-38.1689754324587,-67.5422903617951,-66.2579274054022,-69.1658072759614,-70.1558503867403,-70.116153707745,-71.1677854286828,582.593593213038,20.5389287029971,-56.198283294872,-41.4435726430625,-24.288708738335,-27.8937552134446,-24.5544468035832,-27.6123007525888,154.124876358199
765.935983556697,-77.2742024648112,-81.2649627407793,-108.983835946363,-59.1088456415407,-52.0230073480162,-29.4309245774962,-57.8723961753551,5378.60611837007,99.5858723012277,-160.818437117153,-302.067018016443,-96.210654158494,-74.3084172687367,-17.5832043807736,-133.661164931959,319.113771843453,-36.4503310757786,-51.619377558884,-66.0950082030093,-32.2598505717337,-28.4774626343966,-16.2269805733154,-55.5517920519711,26.5077624296492,-6.91033141865009,-17.0585983268116,-18.677082885361,-8.67828022944251,-7.08946574440181,-4.16911798431656,-8.23379321401573,-2176.67452616157,51.7397857817458,131.895202327157,205.530180183188,85.6356211740345,71.3886819933383,30.1916882837919,107.761303917946,970.12923779217,-106.416872402129,-133.652374197949,-176.550211315673,-90.2906593023048,-80.3733894154116,-45.5965480574114,-141.884864670456,481.11906768428,-55.5167180145682,-87.5459500830454,-107.006460117989,-51.6302160808274,-43.6774364844937,-24.1965789131151,-56.440622087503,-1769.20611169253,46.1271622907287,126.325774783764,189.039421781613,76.3770066397803,64.3064242741383,27.7424012574644,126.113478276756,-1549.18464457965,55.3491943963222,99.2960376521266,125.835350263524,49.2054897636019,39.3320625798842,17.483624311274,56.2288555294952,276.648108501663,-36.4841291695139,-63.0967220745433,-74.4910668182569,-34.9812459873135,-29.754816611182,-16.9501659364079,-46.9248526181462
-72.9996609602798,714.681495508224,-77.4853918683293,-103.465885043171,-57.1204446252912,-50.4323342804358,-28.8311924969146,-56.0908120622964,99.5858716810794,5315.29938069317,-166.699566983429,-316.082432418791,-101.139718788696,-78.4512183999985,-18.6133202468793,-141.776074994447,-26.218928338657,304.760501390652,-53.1657223377331,-67.8253778028709,-33.3854985051173,-29.6221955894149,-16.9324979291091,-57.7528573601548,8.93212083331225,152.703145517087,-30.5122607344361,-34.9522631651561,-15.472680266364,-12.7912026503393,-6.93671953310859,-17.0274907343636,21.344453669537,-2253.47811852814,133.39050827585,205.807976451935,87.022688863846,72.8013873427774,31.3384945433134,108.52252204491,-86.8883381382385,940.910374250466,-131.723789117981,-173.091387557246,-89.7166072373543,-80.0162121816017,-45.8308510745449,-140.401333759272,-27.6065595540587,670.399962151645,-100.562392402434,-123.671081854602,-60.3283665468454,-51.4344207173776,-28.5207286447496,-64.2989201034826,28.9291077790162,-1787.80295987004,130.507981329754,195.194240554982,79.2375518732364,66.9401114786414,28.9077961437299,133.001396547169,50.8792814232734,-1373.15035376938,114.298406017413,154.607210838463,60.0163178945391,48.4627116338404,20.7590560890352,72.4105175618478,-9.14198770425649,430.323327930247,-80.5071538245056,-97.4284856733632,-45.6884416402098,-39.4326377733435,-22.1079119739874,-69.4060908716662
