a_11,a_12,a_13,a_14,a_21,a_22,a_23,a_24,a_31,a_32,a_33,a_34,a_41,a_42,a_43,a_44
0.832786622829003,0.154008420902408,0.0279526141443805,0.143129107040541,0.225435237636345,0.823123682569487,0.222862884193295,0.260475456955158,0.0551292856060955,0.0396949600495956,0.931064011116102,0.0192383289575524,0.0683054485393734,0.0478043666343732,0.0266598088551495,0.792241310304305
0.85270200564994,0.077534219349325,0.0866130188879233,0.131661045483015,0.420745407207977,0.665199458724097,0.232257528241096,0.232580134480464,0.0838420730358802,0.120227224893666,0.929773263648927,0.0169175218437839,0.0925590547481471,0.00732056760143495,0.0134053437612415,0.815792691318397
0.798699869907003,0.302321111422726,0.159042876622547,0.161614547750197,0.295780612627277,0.688509728389289,0.270890136293006,0.343185172402824,0.0310863959620074,0.0707450158359985,0.943245075924448,0.0232023440569366,0.044939098207621,0.0376203344177939,0.00605735086327017,0.723162748003801
0.804106368812245,0.149642852469484,0.128178352066323,0.0812315025715252,0.327406635171138,0.683003911390301,0.230387161453281,0.300155991904489,0.113819193425342,0.0795070759472397,0.781428340026428,0.0294771321045245,0.0176056783004628,0.076747950571146,0.0159126088200409,0.742180964492909
0.891629999846433,0.275816973017769,0.099125046909691,0.12486961394695,0.405846291441188,0.63536155027376,0.293756521030699,0.247554630034605,0.0854263405679253,0.0785261908695491,0.837959510045251,0.027529446269973,0.0604048396712973,0.00836220941362649,0.0198662028538867,0.747036654298561
0.844761284074587,0.0986223981177636,0.0263155114485957,0.0669302673236783,0.222986346455866,0.737966015025563,0.190026490752263,0.317059792916957,0.0229448207472111,0.135283951569646,0.897395442193706,0.0117175422099851,0.0241844508341474,0.0494734940821378,0.0315761165537893,0.877402171691979
0.899197190036668,0.38366559929069,0.106847431637349,0.143667907244561,0.326697876883779,0.722520379169601,0.267707785818627,0.323891061575888,0.0635716309454897,0.021280662312257,0.972021633096932,0.0389803795081964,0.0559959143052378,0.0798142882065995,0.0271036927485481,0.901476798755917
0.819397445091994,0.154007047562281,0.104668762751147,0.122380443092518,0.354830534146267,0.664689225250761,0.286334953562501,0.275661400703944,0.0906425453332712,0.0198872950158907,0.941581329368,0.0273776721631321,0.0607259524849042,0.0827143781336222,0.0217353152031899,0.878355545740114
0.888573338399477,0.13174824244501,0.0737298784973102,0.191486240125262,0.252455074696667,0.790525146923425,0.131820620011952,0.207925933506413,0.0923285199688697,0.106477809328528,0.942347925956825,0.0448275326162903,0.082216467003728,0.0318023969772407,0.0315277974486065,0.79564240774821
0.728487946012749,0.156670337191291,0.107407671405033,0.0943672593567839,0.346924443846986,0.735921712888544,0.218747126953939,0.209030584190331,0.0340098153174543,0.126225735681056,0.961672500458361,0.01916937712537,0.0252996401488539,0.00850002404276283,0.0163542918656017,0.870601676074197
0.76751533310685,0.391898362087028,0.144683125555752,0.125185319690613,0.272638068015831,0.753835893577023,0.269585811322242,0.203725620803921,0.0485866339175284,0.0725642338975289,0.971592591928164,0.019903549836078,0.0735773453213368,0.0538722070755112,0.0108122289012744,0.747929364429989
0.805172601740527,0.173719227249159,0.13936351359525,0.106212925987008,0.464198298980905,0.638793355655285,0.247921713334086,0.352033845018613,0.0398729714633771,0.0955661080783981,0.915445826634513,0.0200053989908443,0.0438755889649659,0.083187140276314,0.0189881695628556,0.860684334354453
0.890409267797658,0.157662233107082,0.124501457637815,0.0866634365224079,0.374606375141192,0.701906256665439,0.215619941980997,0.219712552396161,0.0742205742324109,0.0696261696872923,0.923188982959779,0.026904815373296,0.0644090496970532,0.0241497511059946,0.0107896937901529,0.770911390846256
