"","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","b17","b18","b19","b20","b21","b22","b23","b24","b25","b26","b27","b28","b29","b30","b31","b32","b33","b34","b35","b36","b37","b38","b39","b40","b41","b42","b43","b44","b45","b46","b47","b48","b49","b50","b51","b52","b53","b54","b55","b56","b57","b58","b59","b60","b61","b62","b63","b64","b65","b66","b67","b68","b69","b70","b71","b72","b73","b74","b75","b76","b77","b78","b79","b80"
"$w_1$",1.02093875732899,-0.417775965633194,-1.10438533210376,-2.6856268132751,-2.47710738157978,-4.38709800991586,-14.5696996655834,-10.9054179488218,0.939268346088808,-1.36299796169624,-8.25125081122943,-2.52332663310187,-4.65978808426564,-3.16376857652082,-2.26949764595041,-5.44935886236751,1.07306388447369,-0.348012413365689,-1.37770617940111,-11.3990486781347,-14.049347360718,-3.52585147458874,-5.51583946773132,-10.6340209247517,1.52465820485249,-0.30950119313253,-1.18069130100695,-5.25749693674715,-4.19881809486836,-13.8151946931456,-2.81074737596707,-14.871493073635,0.783710880512725,-11.6580030790895,-2.74547018136813,-3.71487527973658,-8.93920413809273,-2.58874987462055,-1.76020227970585,-3.74708520582431,1.72425195318227,-2.05555320555281,-2.25756162930802,-3.43735484014669,-5.74063169511365,-8.4956800182185,-3.10120913489207,-4.78459315601629,1.47333514961316,-1.41239291809252,-3.35422788929177,-4.44681734124669,-3.16805355559488,-3.41935815164887,-4.65387845125344,-12.7155365459135,-1.17615118847675,-1.73135916019253,-6.64387818021333,-7.48351961130461,-2.2720654152693,-5.85243569395568,-11.8231106044482,-14.9945077689215,-2.44812432127381,-5.97184246485287,-2.43247722326973,-6.8342228039468,-8.46996672523149,-5.06685032183951,-14.5753261743938,-3.70987415679205,1.81239354374558,-7.78756626476515,-2.90093492992176,-2.79717092641749,-3.93477905196677,-4.20232300163317,-7.613249470295,-10.8695867572546
"$w_2$",-6.82278962235575,-9.47706099515542,-2.34617467126126,-8.71038109840076,-4.71984917233285,-7.84108847597514,-7.42896903726674,-4.89387217123858,-10.8701956593716,-3.39042110115012,-8.98133890405777,-13.0521945353148,-5.31433893411432,-3.39963194432944,-14.3476904951368,-5.37252451561505,-2.47240401891649,-3.17061162285924,-2.54577665890979,-7.52166086260637,-5.56225141440351,-6.62552620300534,-9.71265038861085,-6.26504391120023,-2.31752790009858,-2.46632320072121,-2.49550058797671,-3.83643604019265,-10.0788313268367,-13.2021185674165,-13.3717301464301,-13.6380099260473,-4.22937013194886,-12.6904665828223,-4.28884246691823,-14.5835759125936,-8.01258295599007,-14.4683368924529,-4.38435852114596,-6.12616801185536,-1.31919764841444,-1.82708474009142,-3.39150845990978,-3.26680322140606,-5.84982338145665,-5.12217367030416,-6.86485963754621,-13.7986257200873,-1.66873321693057,-1.92769243340963,-3.57348507846654,-4.14941020999298,-4.67311942298683,-5.01734614925313,-6.79389628874893,-14.557716438597,-7.0222394996518,-7.68313774362938,-13.1812535948125,-4.35484525189,-4.56247390645846,-14.3402965780854,-10.4580517273441,-6.66396837632696,-7.17789072513324,-5.0640841473353,-6.59968468749392,-14.8685719289369,-9.96455734478012,-14.5763750687014,-6.6859557440944,-4.72328898781864,-1.32353426488671,-2.06491482034325,-3.00453202043501,-6.92761487294502,-5.66968506048272,-9.07405875696624,-5.71736900541852,-8.70230842932495
"$w_3$",-4.39712837177659,-1.94681475098378,-3.36608449994792,-3.82773436154111,-4.58058720037206,-4.61215251039916,-5.53580122146943,-5.57708389767856,-3.06783433814083,-4.23678818316802,-5.06961761663885,-3.1991476656806,-7.09513366746376,-6.25591984396354,-12.5315204405101,-5.03317044201745,-1.71497133151712,-2.33164418032875,-3.58038787290802,-5.10215881798612,-5.19027172529798,-12.7747892379159,-7.95448196384112,-14.801408759024,-2.35972908527634,-2.31942462284275,-4.69084560978509,-3.25910560453378,-8.26211258736052,-5.18010468101149,-14.7165872182751,-13.0063531222589,-11.6819923781509,-5.3902442602882,-4.47231124794877,-14.4461579716968,-9.30711489247729,-6.62606047141437,-4.66324186897378,-6.30958257312196,-2.4769413923112,-2.40431781997763,-2.82442777010136,-3.38489024098376,-5.67663022596494,-6.85299063030402,-7.01382921374703,-6.83673863824529,-1.68614722956489,-2.48625811429523,-2.86726313447458,-10.4079626680764,-4.40406385357011,-6.81587220807354,-13.134642490419,-13.7125963378624,-14.9279620746015,-6.2181779476768,-13.6744970485789,-12.9869847904003,-4.4783990595623,-4.48461893419156,-8.20739148664041,-6.54062481355538,-8.34517281511602,-5.64663589070076,-10.6804724094203,-7.89094511264505,-6.2269965396565,-11.2563338123579,-5.46269672796236,-4.8089307180827,-2.70706844926027,-1.69923223492145,-2.55005424528549,-7.08814910884965,-11.2279385026225,-6.6857983004245,-5.67452949686469,-7.29726311439282
