"","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","b17","b18","b19","b20","b21","b22","b23","b24","b25","b26","b27","b28","b29","b30","b31","b32","b33","b34","b35","b36","b37","b38","b39","b40","b41","b42","b43","b44","b45","b46","b47","b48","b49","b50","b51","b52","b53","b54","b55","b56","b57","b58","b59","b60","b61","b62","b63","b64","b65","b66","b67","b68","b69","b70","b71","b72","b73","b74","b75","b76","b77","b78","b79","b80"
"b26",4.87317343274096e-07,1.6580995038945e-06,6.42874750920399e-07,7.16468061686581e-07,8.16238522854268e-07,9.30025896969701e-07,4.96761631610817e-07,6.78631742943245e-07,4.38698480941878e-10,2.37354857482098e-09,3.15431272013225e-09,1.77520264593081e-09,6.46767487383801e-10,1.10901947969928e-09,4.43303288140092e-10,2.81015505432502e-09,8.58229960396088e-07,7.96391415277501e-07,1.17064789140876e-06,1.74605288234457e-06,1.49385687068482e-06,1.1188866153872e-06,3.80591595099217e-07,7.64866601809284e-07,-1.51771050785916e-05,0.000467617038577419,-3.47486584018715e-05,-3.50081480272047e-05,-2.46095630597412e-05,-2.04929208940471e-05,-1.01931901079763e-05,-2.364828272058e-05,1.51041072322418e-09,9.16322469074045e-09,6.19361997911072e-09,4.41984216481297e-09,3.27866386644054e-09,4.42651983695135e-09,2.32498571198047e-09,6.66244519209871e-09,6.42883921093508e-07,1.25628742249949e-06,8.60862048296502e-07,1.16345721591355e-06,1.13790929549796e-06,1.0471497480959e-06,4.6513655835791e-07,7.98005333802905e-07,-2.14023815115293e-06,-2.45483292872777e-05,-6.06757236214491e-06,-6.81433893022985e-06,-5.31730458768208e-06,-4.77013721060683e-06,-2.62470597021935e-06,-5.85794845175902e-06,1.81694468880448e-09,5.21728574175056e-09,7.03241141859151e-09,6.63951149484457e-09,4.91724209142551e-09,5.66465710480058e-09,2.66559952063734e-09,1.12245876214775e-08,-5.38897960015749e-09,-1.37925185225862e-07,-3.56143153302862e-08,-3.41145328484387e-08,-2.81734637460255e-08,-2.82779674924193e-08,-1.79073263844692e-08,-4.05339428416575e-08,-2.84289682887797e-06,-2.79417720302396e-05,-7.50884208267621e-06,-7.48602853415911e-06,-5.30415086143609e-06,-4.10540134582465e-06,-1.92677333771616e-06,-3.57547595225593e-06
"b27",3.33001850491291e-07,8.36844777268648e-07,7.3078038464834e-07,7.61883977983054e-07,9.76031640939341e-07,1.15570766571184e-06,5.783007765899e-07,7.50047566343393e-07,1.36655803402954e-09,5.13334529407355e-09,7.15421545552479e-09,3.76210028602069e-09,1.59074569167526e-09,2.37246384217118e-09,1.22028732839551e-09,5.00272622147419e-09,7.10482693323311e-07,1.13043353415418e-06,2.02703183385868e-06,2.74004184140355e-06,2.34504223412448e-06,1.74007442781619e-06,6.37755239393512e-07,1.23830452641699e-06,-9.99809204421293e-06,-3.47486584018715e-05,0.00028412041261703,-5.28070601929375e-05,-3.70970789485216e-05,-3.08675762214242e-05,-1.53642108042058e-05,-3.56735956785016e-05,2.13045328550969e-09,8.54116063798463e-09,1.05663410268815e-08,6.44395976149354e-09,4.51313112258124e-09,6.33278646910006e-09,3.23679297178612e-09,9.40116654307704e-09,4.88857603019678e-07,9.73744715026986e-07,1.27169683750346e-06,1.62538913803009e-06,1.62320599574445e-06,1.49310407438281e-06,6.57942966942068e-07,1.15317394676678e-06,-1.46098506285922e-06,-7.86206790091315e-06,-1.56213442304298e-05,-1.05286259346294e-05,-8.20670963104388e-06,-7.36620540910599e-06,-4.08882182396055e-06,-9.03209796518954e-06,2.51157609628161e-09,9.16347364136801e-09,1.38425249787637e-08,1.13370496262608e-08,8.17945860745269e-09,9.41116487261104e-09,4.77676130441141e-09,1.83869120152192e-08,-3.03122560836772e-09,-4.10620398295529e-08,-8.13356811760131e-08,-5.04564836474514e-08,-4.1973301127111e-08,-4.19816936123042e-08,-2.65540526330996e-08,-6.03826520404552e-08,-1.79340885556234e-06,-8.56544444829062e-06,-1.95066204428061e-05,-1.12128590465478e-05,-7.93259222549864e-06,-6.14279463301844e-06,-2.85450403208593e-06,-5.32227805934525e-06
"b28",3.48417674503038e-07,9.43950733362235e-07,8.18945591652207e-07,1.04283694756063e-06,1.39167739392084e-06,1.6817166604109e-06,7.97923566111596e-07,1.0177885313728e-06,1.03417069329698e-09,3.842830262225e-09,5.19234592390053e-09,3.66497283485755e-09,1.03381557866554e-09,2.68787001936069e-09,1.2995092940459e-09,6.59140104222552e-09,8.63674793305407e-07,1.77822456245855e-06,2.89155041854123e-06,5.07385100735483e-06,3.9795579280271e-06,2.92431000003806e-06,1.13148612995082e-06,2.16039207274134e-06,-1.01005753759941e-05,-3.50081480272047e-05,-5.28070601929375e-05,0.00823251464335077,-5.88596556716494e-05,-4.89731147500193e-05,-2.43738274676303e-05,-5.66057660141893e-05,1.82120422735726e-09,7.69946735209124e-09,8.96053792391609e-09,7.44066990080025e-09,5.28348928923153e-09,8.58633966063789e-09,4.22710426975028e-09,1.27828768436873e-08,5.60292296177022e-07,1.3329698277368e-06,1.68449249563562e-06,2.79890541882162e-06,2.62015771544919e-06,2.38879048884048e-06,1.06427978641416e-06,1.89648559073665e-06,-1.46580071810277e-06,-7.84457521122132e-06,-9.1191273639364e-06,-2.37273797236151e-05,-1.3138979262442e-05,-1.17963668660318e-05,-6.5727948246289e-06,-1.44575843755948e-05,2.39046561825543e-09,1.01976339387815e-08,1.46137097464586e-08,1.77640086117849e-08,1.26079116808288e-08,1.49422963493379e-08,7.91335137137868e-09,2.97212719399586e-08,-3.42306024669588e-09,-4.26957191204879e-08,-4.86545103883508e-08,-1.06554642912928e-07,-6.78482354811895e-08,-6.7414783079935e-08,-4.25700389708593e-08,-9.70428370391074e-08,-1.69917608313969e-06,-8.16288325643209e-06,-1.04779658454122e-05,-2.6084311122736e-05,-1.23893552432096e-05,-9.61725735848949e-06,-4.43159545593622e-06,-8.27281628832775e-06
"b29",3.65349425124107e-07,1.17426111877964e-06,1.30386908402106e-06,1.65612296979897e-06,3.41465145138279e-06,2.62169691784515e-06,1.42374762406292e-06,1.87364144789441e-06,7.83264257350019e-10,3.11355869777136e-09,3.97124300866277e-09,3.11765012221886e-09,3.01603782884472e-10,2.26317431145597e-09,6.82043808125516e-10,7.03442896667759e-09,6.07070827719261e-07,1.29869923956044e-06,2.11089447069813e-06,3.42538146430455e-06,5.83106343346378e-06,2.96841093823061e-06,9.31852226932363e-07,1.90047266021884e-06,-7.1121777997155e-06,-2.46095630597412e-05,-3.70970789485216e-05,-5.88596556716494e-05,0.00395884134897529,-6.06661673185481e-05,-3.02013209129443e-05,-7.00878027630649e-05,1.59650673878957e-09,7.95770474750037e-09,9.85288073943966e-09,9.16828499951234e-09,1.07949121192722e-08,1.17672633730084e-08,6.0959569073012e-09,1.78178514598782e-08,4.65414419590936e-07,1.2322862339492e-06,1.6408756101726e-06,2.42659301536365e-06,4.53152118738829e-06,2.84742076026861e-06,1.21946306331208e-06,2.05675794956839e-06,-9.31472070120682e-07,-5.12862085157042e-06,-5.81046654968289e-06,-1.08673407952925e-05,-4.80217689402588e-05,-1.42234612262545e-05,-7.83549376878413e-06,-1.74565023067947e-05,1.73859892828751e-09,7.7535443523643e-09,1.08484597739325e-08,1.26934239388285e-08,1.55609790948723e-08,1.43995017222296e-08,6.39646017918509e-09,2.89561399249878e-08,-2.35137378411145e-09,-2.96021039174464e-08,-3.38522537155653e-08,-5.23416975337785e-08,-2.01107603581437e-07,-8.45288744819969e-08,-5.34563552382405e-08,-1.21299981998994e-07,-1.19718850856057e-06,-5.70261753787433e-06,-7.30025113325256e-06,-1.22105868669331e-05,-5.38222812227283e-05,-1.24259179075888e-05,-5.87193563841065e-06,-1.0927836802931e-05
"b30",3.84544417462311e-07,1.31972343371556e-06,1.57286821798098e-06,2.01294150341469e-06,2.54213467731179e-06,7.36225199182573e-06,2.1268000234941e-06,2.83819239839529e-06,1.08775212966133e-09,4.26429426701108e-09,5.21092925575307e-09,4.75537577439564e-09,2.78108130376762e-09,4.85608359981482e-09,1.30628688811404e-09,1.05455336401045e-08,5.09474763887073e-07,1.13117340163592e-06,1.83749281031762e-06,2.98283849972189e-06,3.45305264427746e-06,8.65880416204991e-06,1.06138437548239e-06,2.30544826599628e-06,-5.92990374749814e-06,-2.04929208940471e-05,-3.08675762214242e-05,-4.89731147500193e-05,-6.06661673185482e-05,54.3375916541392,-4.14753681459924e-05,-5.39526352853123e-05,1.94414106701098e-09,2.54813804388578e-08,1.18722755046445e-08,1.21530426228901e-08,1.10071547459221e-08,2.8986731545053e-08,9.2554578452467e-09,2.65306861851743e-08,4.36859695104815e-07,1.23160318251599e-06,1.68333558339141e-06,2.43449262615174e-06,2.97542796141206e-06,8.05938705501428e-06,1.61524688570677e-06,2.66716380132e-06,-7.09910162015402e-07,-4.01142778081485e-06,-4.43724720290627e-06,-8.53454760771574e-06,-1.22706045509226e-05,-8.14692732300062e-05,-1.06381568100962e-05,-2.4069137576907e-05,1.89849313274984e-09,8.22636499316414e-09,1.01323995725692e-08,1.31802539916814e-08,1.22823499574602e-08,3.38381623036085e-08,1.06837367093161e-08,-1.22868744424653e-07,-1.54271122568122e-09,-2.3579377914119e-08,-2.66539980903094e-08,-4.12155856220056e-08,-5.82617274103809e-08,-3.62252753242936e-07,1.17918574592939e-07,-1.65732814157899e-07,-9.95460196403112e-07,-4.73614993383507e-06,-6.01382984670454e-06,-1.00589902037575e-05,-1.34297297732522e-05,-8.05854622231649e-05,-8.27811789269542e-06,-1.51429223984587e-05
"b31",1.5558884831949e-07,4.97102468073784e-07,5.55221345931054e-07,7.03869146303097e-07,9.45799322046183e-07,1.43006470753608e-06,3.17844128375889e-06,1.07001925814544e-06,8.89385302757407e-10,3.29206870850108e-09,3.47736996833842e-09,3.84524872540585e-09,2.86868077781405e-09,3.33380788301374e-09,2.88745275412063e-10,8.35875400737403e-09,2.27690989797921e-07,4.37785738958356e-07,7.15274151767256e-07,1.1853643585252e-06,1.27137995284588e-06,1.36620808861427e-06,1.8633928364692e-07,5.65670057992448e-07,-2.94199074382219e-06,-1.01931901079763e-05,-1.53642108042058e-05,-2.43738274676303e-05,-3.02013209129443e-05,-4.14753681459923e-05,0.000917279747111652,-7.38684352597802e-05,1.24769617723405e-09,5.315598483544e-09,5.99646179791087e-09,6.4614328410534e-09,5.88766319203289e-09,8.20346389582081e-09,9.81243719587481e-09,1.50938635118802e-08,1.85652406087051e-07,4.69443149458678e-07,6.22000600331917e-07,9.1313980419845e-07,1.10068597647905e-06,1.41448009076916e-06,1.67468751796224e-06,8.14615901024501e-07,-3.81582867132405e-07,-2.11615059071465e-06,-2.39404482180617e-06,-4.48581294051311e-06,-6.35295118617942e-06,-9.59783046280973e-06,-0.000108937436902829,-1.90529398894869e-05,1.26622184190849e-09,4.84814947576091e-09,5.8387329864369e-09,7.21298662090881e-09,6.36693332294446e-09,8.35650074876675e-09,1.10685026886966e-09,1.78871849039807e-08,-3.88709951953988e-10,-1.02612859092929e-08,-1.21578642081243e-08,-1.90547663697685e-08,-2.74125823507757e-08,-4.5231952300421e-08,-4.6227775500481e-07,-1.26855054216777e-07,-5.13300160618869e-07,-2.43509136316045e-06,-3.14445442767587e-06,-5.2310308336963e-06,-7.01968389103737e-06,-9.36114866632157e-06,-0.000104002999324381,-1.28310680260608e-05
"b32",2.90883820140382e-07,8.60515400695108e-07,8.6987662636606e-07,1.09011346513104e-06,1.62053017622176e-06,2.56271334364789e-06,1.25557662118841e-06,1.35139025701807e-06,5.13440499398369e-09,1.82366744978067e-08,1.84800908109225e-08,2.26073819984242e-08,1.89726650428398e-08,2.07690044740579e-08,1.37392692405355e-08,4.76559169039277e-08,5.42637201800402e-07,1.04770626682083e-06,1.71008758200767e-06,2.81301914636529e-06,4.67840241187666e-06,3.22494420552416e-06,7.30575906328769e-07,1.61598554103997e-06,-6.82437957218535e-06,-2.364828272058e-05,-3.56735956785016e-05,-5.66057660141894e-05,-7.00878027630649e-05,-5.39526352853123e-05,-7.38684352597802e-05,81.765790510249,5.88972171459596e-09,3.13538394442758e-07,2.19908786097664e-08,2.69226571145695e-08,2.39052292924284e-08,2.94332272142289e-08,1.74391480242173e-08,6.08637422968125e-08,3.94824634221967e-07,9.47527630230863e-07,1.22058298296122e-06,1.8405413129598e-06,2.27391631267477e-06,2.94304549801669e-06,1.05979819099291e-06,1.5662296400929e-06,-9.44214374309068e-07,-5.13472942872283e-06,-5.90064106583275e-06,-1.08512766879104e-05,-1.51881783537365e-05,-2.28420643815092e-05,-1.95601719147266e-05,-0.000124237330005596,6.17158409113497e-09,2.19059399188126e-08,2.37227120569636e-08,3.09641536757029e-08,2.71446706425487e-08,3.27172226731086e-08,2.08703918788469e-08,1.01491194760601e-07,2.2635891922425e-09,-1.39691356509611e-08,-1.82216109310884e-08,-3.00856688006046e-08,-5.04655178905192e-08,-9.19009612429939e-08,1.72274485163653e-07,-6.3754154076471e-07,-1.17951400177909e-06,-5.59136569747467e-06,-7.26200587051844e-06,-1.21019716966621e-05,-1.62491603990618e-05,-2.16837424511348e-05,-1.74644275602231e-05,-0.000113969160347573
"b33",-1.42589391982437e-08,-1.92497703132886e-09,-4.12220048088137e-10,-4.38671290039485e-10,-1.92348633621964e-10,1.04816414627323e-09,2.05898713017474e-09,1.28489798632287e-09,-2.47549424266926e-07,-2.77507333320595e-08,-7.02559039289689e-08,-3.9446846450067e-08,-2.30592692880462e-08,-1.95669840202028e-08,-1.27508467475806e-08,-2.36442585113104e-08,2.35024872822245e-09,1.42097252232551e-09,1.10221573150987e-09,1.38115031665547e-09,3.454742884548e-09,9.4800460364682e-10,1.37787725981288e-10,7.83748704041855e-10,1.91124843242282e-09,1.51041072322418e-09,2.13045328550969e-09,1.82120422735726e-09,1.59650673878957e-09,1.94414106701098e-09,1.24769617723404e-09,5.88972171459596e-09,6.84505340813249e-07,-2.76449122430087e-08,-6.69717219379676e-08,-3.63040027868438e-08,-1.94300494010703e-08,-1.62248727167155e-08,-9.48500717635700e-09,-2.23761000708019e-08,-7.38552634753249e-09,-3.64768108024941e-10,2.52170429885903e-10,3.80818174121348e-10,1.48397172950038e-09,1.09490327334728e-09,1.16661963289296e-09,1.2901643780657e-09,-1.13143621667885e-08,-1.08519401588113e-09,1.13676620252366e-10,6.11631330689466e-11,2.5465094636195e-10,1.33283210911255e-09,1.89203065878782e-09,2.50510816803996e-09,-2.4464328020571e-07,-2.76462582174433e-08,-6.63661467318027e-08,-3.55378446485586e-08,-1.83332045205928e-08,-1.49000803887279e-08,-7.84012724603047e-09,-2.00109583484224e-08,-2.44583141243254e-07,-2.77118390198787e-08,-6.62250431899984e-08,-3.55821243293674e-08,-1.86792410798286e-08,-1.55900905699463e-08,-8.92703533636341e-09,-2.20029580947629e-08,2.24462226386534e-09,1.44516979065533e-09,1.34737045118632e-09,1.49167240593094e-09,2.94362994869552e-09,1.21763032528791e-09,4.54926037484311e-10,2.08634666622681e-09
"b34",-8.04727842508062e-09,-1.2410541348119e-07,-1.83094807150761e-08,-1.96966097984443e-08,-1.52473283394049e-08,-1.05521389012843e-08,4.40186805019206e-08,-9.43059098628236e-09,-1.84596752200996e-08,-1.00856015810988e-06,-2.38900153491301e-07,-1.34140709037873e-07,-7.8413620529412e-08,-6.65290246569713e-08,-4.3348245237155e-08,-8.03967848808144e-08,2.70286501046525e-09,1.56917499588303e-08,6.73299691488224e-09,7.89437940431756e-09,2.12683284586168e-08,4.81417401649103e-09,3.25670847498415e-09,6.14193882765675e-09,2.39717620455687e-09,9.16322469074044e-09,8.54116063798463e-09,7.69946735209123e-09,7.95770474750037e-09,2.54813804388578e-08,5.315598483544e-09,3.13538394442758e-07,-2.76449122430088e-08,0.265983523316518,-2.27832727948332e-07,-1.23522942552011e-07,-6.61278682207792e-08,-5.52183718885811e-08,-3.22842890084767e-08,-7.61628054530196e-08,-3.90358659678919e-09,-5.89291758899204e-08,-7.52679755864219e-09,-7.36997201997089e-09,-1.39154218426212e-09,-1.94098540453803e-09,9.7132209623766e-10,4.65156072805369e-10,-6.82165871301373e-09,-9.15369536122832e-08,-1.28066240421441e-08,-1.37329177526609e-08,-9.50958896181256e-09,-4.98923269683486e-09,-8.00708624245189e-10,-7.97887226721333e-09,-2.97412373617147e-08,-1.00489247281985e-06,-2.25683729644538e-07,-1.20837677292869e-07,-6.23339450930593e-08,-5.0649015704347e-08,-2.65777669826534e-08,-6.80068825552763e-08,-3.12644946258104e-08,-1.00720805743962e-06,-2.25210069371911e-07,-1.2099494957088e-07,-6.35139537762763e-08,-5.29993632054456e-08,-3.00371273993439e-08,-7.48111869736999e-08,2.65635514706299e-09,1.39236214589042e-08,7.15454834646023e-09,7.84359352394105e-09,1.25155331309292e-08,6.12763542666807e-09,3.92257924205656e-09,1.01071296825826e-08
"b35",-4.66572352831781e-09,-2.48104475776774e-08,-6.10540691868104e-08,-3.3452494661753e-08,-2.63122038877759e-08,-2.15491851811159e-08,-1.22049782344986e-08,-2.33272922434517e-08,-6.5592447978001e-08,-2.28667881363993e-07,-3.20827085567499e-07,-1.25876123121832e-07,-7.3581053065638e-08,-6.24219040787373e-08,-4.06678457554583e-08,-7.54375255728785e-08,1.55566727360176e-09,5.90947957888491e-09,6.39876379364677e-09,6.81625880018616e-09,1.28498597717751e-08,4.25289051758941e-09,4.38601743979852e-09,6.59347940138026e-09,1.94792740861952e-09,6.19361997911072e-09,1.05663410268815e-08,8.96053792391609e-09,9.85288073943966e-09,1.18722755046445e-08,5.99646179791087e-09,2.19908786097664e-08,-6.69717219379677e-08,-2.27832727948332e-07,5.7228968180647e-06,-1.15969873713168e-07,-6.20950541058089e-08,-5.18531218533465e-08,-3.03197251001799e-08,-7.15290235774767e-08,-2.15530730824101e-09,-1.04858032351796e-08,-3.2930474477338e-08,-1.54705678440839e-08,-7.77958573185517e-09,-7.45880332149846e-09,-2.11478359824405e-09,-3.96038263601336e-09,-3.60267409736037e-09,-1.72314696005603e-08,-4.80802233314978e-08,-2.4246672753261e-08,-1.7365770021531e-08,-1.24307989536612e-08,-6.61460892204213e-09,-1.11575490309994e-08,-6.73502139314616e-08,-2.27827769264923e-07,-3.28645403410976e-07,-1.13392795189892e-07,-5.84927528486487e-08,-4.75193411961477e-08,-2.49788354278237e-08,-6.38145210452578e-08,-6.76703411186351e-08,-2.28355699648894e-07,-3.30103037230784e-07,-1.13537947900844e-07,-5.95980962753875e-08,-4.97205710836067e-08,-2.84595619740673e-08,-7.01923554283914e-08,1.65534444238237e-09,5.98617156702931e-09,7.40113934171332e-09,7.35578404531143e-09,1.20070056986616e-08,6.24581040790103e-09,4.83300662412317e-09,1.02278003074375e-08
"b36",-4.20054460864783e-09,-2.03512188043364e-08,-2.85073817107903e-08,-4.95391303030191e-08,-2.70830531835822e-08,-2.06717191165166e-08,-9.87424507164421e-09,-2.22102823043384e-08,-3.5552795837745e-08,-1.23947445981533e-07,-1.14842286551552e-07,-2.53218456733325e-07,-1.03597021894235e-07,-8.7892016594859e-08,-5.7265312277543e-08,-1.0621503116035e-07,1.3618347869801e-09,4.81018612257239e-09,5.70161003853442e-09,7.58487722419201e-09,1.63617455619159e-08,4.90642179206023e-09,4.24951990137401e-09,6.98786039774027e-09,1.42764705656432e-09,4.41984216481297e-09,6.44395976149354e-09,7.44066990080025e-09,9.16828499951235e-09,1.21530426228901e-08,6.4614328410534e-09,2.69226571145695e-08,-3.63040027868438e-08,-1.23522942552011e-07,-1.15969873713168e-07,3.77812488471453e-06,-8.73886542777921e-08,-7.29746634242969e-08,-4.26674319845257e-08,-1.00658518225304e-07,-1.9510500495854e-09,-8.61850513924006e-09,-1.42149611876102e-08,-2.46769468012195e-08,-6.5908770834842e-09,-6.58473572378873e-09,-9.48272213648172e-10,-2.93455919978282e-09,-3.28956219118426e-09,-1.4295907770385e-08,-2.21173205326403e-08,-3.8085675315106e-08,-1.80920811925179e-08,-1.16497072334686e-08,-4.73990075354772e-09,-9.03140151635892e-09,-3.65048167248029e-08,-1.23486315205899e-07,-1.16315511099818e-07,-2.64068374893875e-07,-8.23598187117103e-08,-6.69172198755446e-08,-3.51858830655626e-08,-8.9868184426159e-08,-3.66789443172413e-08,-1.23776817917793e-07,-1.16737726343742e-07,-2.64688130582004e-07,-8.3915595299822e-08,-7.00170674637902e-08,-4.00814428626521e-08,-9.88383022297371e-08,1.38331841485096e-09,4.70474557335118e-09,5.88293004240657e-09,7.54959761768403e-09,1.4385412335817e-08,6.83478779194851e-09,4.90235663691994e-09,1.18737969255901e-08
"b37",-3.68195801539168e-09,-1.65326665457326e-08,-2.32788620368131e-08,-3.03450951433658e-08,-7.09592277285113e-08,-2.35571097279367e-08,-1.36823691645283e-08,-2.5685363494113e-08,-1.90249539337455e-08,-6.63305739203213e-08,-6.14564837122107e-08,-8.57872982352731e-08,-2.52621485242753e-07,-7.78028211659612e-08,-5.06894602921176e-08,-9.40240413742284e-08,2.07454592858584e-09,7.81539459321108e-09,1.13676354074661e-08,1.59411542507752e-08,4.90336871742135e-08,1.17828567130375e-08,8.99647690227178e-09,1.49209955562955e-08,9.21788572186799e-10,3.27866386644054e-09,4.51313112258124e-09,5.28348928923152e-09,1.07949121192722e-08,1.10071547459221e-08,5.88766319203289e-09,2.39052292924284e-08,-1.94300494010703e-08,-6.61278682207792e-08,-6.20950541058089e-08,-8.73886542777921e-08,0.000945001890979224,-6.46175266373421e-08,-3.77831375767051e-08,-8.91352136098081e-08,-1.34958121012733e-09,-5.17918505020186e-09,-8.80339810991702e-09,-1.01025424444005e-08,-1.67334520347358e-08,-4.15426092714799e-09,5.06965235504437e-10,1.04788063823493e-09,-2.93473701260409e-09,-1.16896430317938e-08,-1.81990409844472e-08,-2.30811108255695e-08,-5.29136874411655e-08,-1.40836394062066e-08,-7.19962135063589e-09,-1.24396993990979e-08,-1.95324801982363e-08,-6.60650258492307e-08,-6.22177316208811e-08,-8.77810841465675e-08,-2.82132318583938e-07,-5.9198520866213e-08,-3.11142461314442e-08,-7.94797732274621e-08,-1.9627563051267e-08,-6.62380521849779e-08,-6.2469251580229e-08,-8.80109452542067e-08,-2.80819668482067e-07,-6.19779260068188e-08,-3.54804113360284e-08,-8.74932665306418e-08,1.81475607166023e-09,6.58223827720203e-09,9.73184272981566e-09,1.32841637162681e-08,3.89619776480518e-08,1.19003601929286e-08,8.62512065417831e-09,1.82276181805498e-08
"b38",-3.07156241393276e-09,-1.40088993052649e-08,-1.97077155087476e-08,-2.57459623961162e-08,-2.78729293544813e-08,-1.01818060129259e-07,-1.61398616246102e-08,-3.07487247202928e-08,-1.58866224890296e-08,-5.53879167989473e-08,-5.13183336094427e-08,-7.16359807814748e-08,-6.4964172923303e-08,-2.63679299071728e-07,-5.25112956268192e-08,-9.74073541286573e-08,9.13111848306702e-10,3.11460814832044e-09,4.06817006685886e-09,5.32737931710754e-09,1.27406308252408e-08,5.32823591167436e-09,4.81040862080394e-09,6.91537505329445e-09,1.39455756229344e-09,4.42651983695135e-09,6.33278646910006e-09,8.58633966063789e-09,1.17672633730084e-08,2.8986731545053e-08,8.20346389582081e-09,2.94332272142288e-08,-1.62248727167155e-08,-5.52183718885811e-08,-5.18531218533465e-08,-7.29746634242968e-08,-6.46175266373421e-08,1.23875475785904e-06,-3.91510500078964e-08,-9.23637914252913e-08,-1.45818366651634e-09,-6.02424062642405e-09,-9.77479776535613e-09,-1.21622636405979e-08,-9.21041560241609e-09,-4.90033914936028e-08,-3.43241654645526e-09,-6.46819120741631e-09,-2.33982346303024e-09,-9.50234179999261e-09,-1.49416278000146e-08,-1.87344472301257e-08,-1.86547767632708e-08,-7.01684251246543e-08,-8.6786216700588e-09,-1.45825006097928e-08,-1.63116039063036e-08,-5.51783966942877e-08,-5.19717680669949e-08,-7.33234583268397e-08,-6.44555146493474e-08,-3.10918467046875e-07,-3.22581962673454e-08,-8.24141323849449e-08,-1.63895303160244e-08,-5.53084102887545e-08,-5.21617836532774e-08,-7.34889047472582e-08,-6.46215062568575e-08,-3.04883877632492e-07,-3.6746571246476e-08,-9.06326717395956e-08,1.02951969886864e-09,3.46918202745827e-09,4.61476930922342e-09,6.14619427895604e-09,1.24199535033087e-08,1.13633493506071e-08,5.63101237777076e-09,1.19407145980433e-08
"b39",-2.11884829919056e-09,-9.51652295308541e-09,-1.34162817891613e-08,-1.75045262512071e-08,-1.88727876957615e-08,-2.29923483636777e-08,-1.58544517839928e-07,-2.9594690340059e-08,-9.28658360111338e-09,-3.23779566571757e-08,-2.99987033668831e-08,-4.18758897405388e-08,-3.79768172609178e-08,-3.91123442840116e-08,-2.50636322116145e-07,-6.45913161594458e-08,6.93635233987201e-10,2.35922910102939e-09,3.23195195164807e-09,4.32026906663033e-09,9.06514105889171e-09,4.25666049062459e-09,3.20241729664035e-08,8.59240747946398e-09,7.43892027818299e-10,2.32498571198047e-09,3.23679297178612e-09,4.22710426975028e-09,6.0959569073012e-09,9.2554578452467e-09,9.81243719587481e-09,1.74391480242173e-08,-9.48500717635699e-09,-3.22842890084767e-08,-3.03197251001799e-08,-4.26674319845257e-08,-3.77831375767051e-08,-3.91510500078964e-08,7.31733196172027e-07,-6.12929310277959e-08,-9.79584977442064e-10,-3.97888261092267e-09,-6.46115326681789e-09,-7.96384874403187e-09,-6.02564109166115e-09,-9.03041209594885e-09,-6.12628648075142e-08,-5.18016700826503e-09,-1.65124528964063e-09,-6.62185398898397e-09,-1.03707744397563e-08,-1.30708144485624e-08,-1.30687284943579e-08,-1.48088738041501e-08,-1.15141567298923e-07,-1.69489757102381e-08,-9.53477965368978e-09,-3.22535493687662e-08,-3.03779273085156e-08,-4.28589293629358e-08,-3.76751388569865e-08,-3.9089716459049e-08,-3.02770241065916e-07,-5.46144402532234e-08,-9.58060133124e-09,-3.23318289233434e-08,-3.04922181954387e-08,-4.2959799231178e-08,-3.77774841235731e-08,-3.91774706647725e-08,-2.92036891298425e-07,-6.01018699445145e-08,7.08244935352885e-10,2.34997013768272e-09,3.23565381121233e-09,4.29752608333374e-09,8.24211713137528e-09,5.55169473542896e-09,2.5734615465223e-08,1.09129599516881e-08
