"","time","s0","i0","s1","i1","race","scenario","I","scen","waifw","scen_waifw"
"312",5,0.730146110457544,0.269853889513755,0,0,"NH White","No Treatment",0.269853889513755,"0","Assortative","Status Quo - Assortative"
"313",6,0.729830337912109,0.270169662061484,0,0,"NH White","No Treatment",0.270169662061484,"0","Assortative","Status Quo - Assortative"
"314",7,0.729513576977495,0.270486422998329,0,0,"NH White","No Treatment",0.270486422998329,"0","Assortative","Status Quo - Assortative"
"315",8,0.729195865834561,0.270804134143432,0,0,"NH White","No Treatment",0.270804134143432,"0","Assortative","Status Quo - Assortative"
"316",9,0.728877242980051,0.271122757000046,0,0,"NH White","No Treatment",0.271122757000046,"0","Assortative","Status Quo - Assortative"
"317",10,0.728557747491934,0.271442252490201,0,0,"NH White","No Treatment",0.271442252490201,"0","Assortative","Status Quo - Assortative"
"318",11,0.728237419311757,0.271762580672349,0,0,"NH White","No Treatment",0.271762580672349,"0","Assortative","Status Quo - Assortative"
"319",12,0.727916299488329,0.272083700497677,0,0,"NH White","No Treatment",0.272083700497677,"0","Assortative","Status Quo - Assortative"
"320",13,0.727594430349997,0.272405569637841,0,0,"NH White","No Treatment",0.272405569637841,"0","Assortative","Status Quo - Assortative"
"321",14,0.72727185559612,0.272728144393478,0,0,"NH White","No Treatment",0.272728144393478,"0","Assortative","Status Quo - Assortative"
"322",15,0.726948620315404,0.273051379675883,0,0,"NH White","No Treatment",0.273051379675883,"0","Assortative","Status Quo - Assortative"
"323",16,0.726624770947428,0.273375229045475,0,0,"NH White","No Treatment",0.273375229045475,"0","Assortative","Status Quo - Assortative"
"324",17,0.726300355205794,0.273699644788653,0,0,"NH White","No Treatment",0.273699644788653,"0","Assortative","Status Quo - Assortative"
"325",18,0.725975421979466,0.274024578016451,0,0,"NH White","No Treatment",0.274024578016451,"0","Assortative","Status Quo - Assortative"
"326",19,0.725650021225766,0.274349978771547,0,0,"NH White","No Treatment",0.274349978771547,"0","Assortative","Status Quo - Assortative"
"327",20,0.725324203865275,0.274675796133361,0,0,"NH White","No Treatment",0.274675796133361,"0","Assortative","Status Quo - Assortative"
"328",21,0.724998021686124,0.27500197831376,0,0,"NH White","No Treatment",0.27500197831376,"0","Assortative","Status Quo - Assortative"
"329",22,0.724671527262749,0.27532847273831,0,0,"NH White","No Treatment",0.27532847273831,"0","Assortative","Status Quo - Assortative"
"330",23,0.724344773891851,0.275655226110308,0,0,"NH White","No Treatment",0.275655226110308,"0","Assortative","Status Quo - Assortative"
"331",24,0.724017815546109,0.275982184457076,0,0,"NH White","No Treatment",0.275982184457076,"0","Assortative","Status Quo - Assortative"
"332",25,0.723690706844144,0.276309293159993,0,0,"NH White","No Treatment",0.276309293159993,"0","Assortative","Status Quo - Assortative"
"333",26,0.723363503033548,0.276636496971468,0,0,"NH White","No Treatment",0.276636496971468,"0","Assortative","Status Quo - Assortative"
"334",27,0.723036259982653,0.276963740023169,0,0,"NH White","No Treatment",0.276963740023169,"0","Assortative","Status Quo - Assortative"
"335",28,0.722709034176213,0.277290965830342,0,0,"NH White","No Treatment",0.277290965830342,"0","Assortative","Status Quo - Assortative"
"336",29,0.722381882710264,0.277618117296954,0,0,"NH White","No Treatment",0.277618117296954,"0","Assortative","Status Quo - Assortative"
"337",30,0.722054863282047,0.277945136725763,0,0,"NH White","No Treatment",0.277945136725763,"0","Assortative","Status Quo - Assortative"
"338",31,0.72172803417182,0.278271965836512,0,0,"NH White","No Treatment",0.278271965836512,"0","Assortative","Status Quo - Assortative"
"339",32,0.721401454214467,0.27859854579432,0,0,"NH White","No Treatment",0.27859854579432,"0","Assortative","Status Quo - Assortative"
"340",33,0.721075182759892,0.278924817249283,0,0,"NH White","No Treatment",0.278924817249283,"0","Assortative","Status Quo - Assortative"
"341",34,0.720749279622142,0.279250720387357,0,0,"NH White","No Treatment",0.279250720387357,"0","Assortative","Status Quo - Assortative"
"342",35,0.720423805017908,0.279576194991852,0,0,"NH White","No Treatment",0.279576194991852,"0","Assortative","Status Quo - Assortative"
"343",36,0.720098819495598,0.279901180514363,0,0,"NH White","No Treatment",0.279901180514363,"0","Assortative","Status Quo - Assortative"
"344",37,0.719774383856412,0.280225616153692,0,0,"NH White","No Treatment",0.280225616153692,"0","Assortative","Status Quo - Assortative"
"345",38,0.719450559068948,0.280549440941244,0,0,"NH White","No Treatment",0.280549440941244,"0","Assortative","Status Quo - Assortative"
"346",39,0.719127406178797,0.280872593831431,0,0,"NH White","No Treatment",0.280872593831431,"0","Assortative","Status Quo - Assortative"
"347",40,0.718804986214401,0.281195013795814,0,0,"NH White","No Treatment",0.281195013795814,"0","Assortative","Status Quo - Assortative"
"348",41,0.718483360090222,0.281516639919933,0,0,"NH White","No Treatment",0.281516639919933,"0","Assortative","Status Quo - Assortative"
"349",42,0.71816258850803,0.281837411502024,0,0,"NH White","No Treatment",0.281837411502024,"0","Assortative","Status Quo - Assortative"
"350",43,0.717842731856853,0.28215726815306,0,0,"NH White","No Treatment",0.28215726815306,"0","Assortative","Status Quo - Assortative"
"351",44,0.717523850111983,0.282476149897754,0,0,"NH White","No Treatment",0.282476149897754,"0","Assortative","Status Quo - Assortative"
"352",45,0.717206002733221,0.28279399727631,0,0,"NH White","No Treatment",0.28279399727631,"0","Assortative","Status Quo - Assortative"
"353",46,0.716889248562476,0.283110751446821,0,0,"NH White","No Treatment",0.283110751446821,"0","Assortative","Status Quo - Assortative"
"354",47,0.716573645720759,0.283426354288279,0,0,"NH White","No Treatment",0.283426354288279,"0","Assortative","Status Quo - Assortative"
"355",48,0.716259251504568,0.283740748504191,0,0,"NH White","No Treatment",0.283740748504191,"0","Assortative","Status Quo - Assortative"
"356",49,0.715946122281656,0.284053877726809,0,0,"NH White","No Treatment",0.284053877726809,"0","Assortative","Status Quo - Assortative"
"357",50,0.715634313386167,0.284365686621991,0,0,"NH White","No Treatment",0.284365686621991,"0","Assortative","Status Quo - Assortative"
"358",0,0.731708829958332,0.268291170000656,0,0,"NH White","One-Time Treatment: 99% Effectiveness",0.268291170000656,"1","Assortative","Treatment - Assortative"
"359",1,0.731400425588332,0.268742282554508,-0.000142281952214735,-4.26229070594359e-07,"NH White","One-Time Treatment: 99% Effectiveness",0.268741856325438,"1","Assortative","Treatment - Assortative"
"360",2,0.862118420946152,0.100621778576717,0.0372150671573039,4.47332838985413e-05,"NH White","One-Time Treatment: 99% Effectiveness",0.100666511860615,"1","Assortative","Treatment - Assortative"
"361",3,0.898979160054482,0.101022713812374,-1.88572722684936e-06,1.18269073531639e-08,"NH White","One-Time Treatment: 99% Effectiveness",0.101022725639281,"1","Assortative","Treatment - Assortative"
"362",4,0.898372454982683,0.101622552527338,5.02889331722769e-06,-3.64343922317161e-08,"NH White","One-Time Treatment: 99% Effectiveness",0.101622516092946,"1","Assortative","Treatment - Assortative"
"363",5,0.897774741589068,0.102225424779767,-1.68548910420329e-07,2.15137444478187e-09,"NH White","One-Time Treatment: 99% Effectiveness",0.102225426931141,"1","Assortative","Treatment - Assortative"
"364",6,0.897168550417524,0.102831447630273,1.95757168836422e-09,-3.1776671271151e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.102831447598496,"1","Assortative","Treatment - Assortative"
"365",7,0.896559432980833,0.103440566813532,1.83403537778851e-10,-1.9442874105537e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.103440566811587,"1","Assortative","Treatment - Assortative"
"366",8,0.895947227445867,0.104052772532794,9.13689960215898e-13,-1.58133018873181e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.104052772531212,"1","Assortative","Treatment - Assortative"
"367",9,0.895331948112558,0.104668051868172,-1.20175560874951e-11,1.138435354464e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.104668051879557,"1","Assortative","Treatment - Assortative"
"368",10,0.894713608939689,0.105286391041797,1.26445140440496e-11,-1.19957850632275e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.105286391029802,"1","Assortative","Treatment - Assortative"
"369",11,0.894092224896505,0.105907775087792,-5.84193189735703e-12,5.65009713429095e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.105907775093443,"1","Assortative","Treatment - Assortative"
"370",12,0.893467811959588,0.106532188026397,1.38986042252704e-12,-1.36824829251383e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.106532188025029,"1","Assortative","Treatment - Assortative"
"371",13,0.892840387436832,0.107159612551038,-4.34456182546742e-12,4.31207529504856e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.10715961255535,"1","Assortative","Treatment - Assortative"
"372",14,0.892209969843027,0.107790030146514,-8.93787149225846e-12,8.99481311556954e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.107790030155509,"1","Assortative","Treatment - Assortative"
"373",15,0.89157657895975,0.108423421031603,3.2788602093467e-12,-3.3442831311196e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.108423421028259,"1","Assortative","Treatment - Assortative"
"374",16,0.890940235867567,0.109059764125496,5.2619104024239e-12,-5.42183136869299e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.109059764120074,"1","Assortative","Treatment - Assortative"
"375",17,0.890300962847071,0.109699037147396,5.07822519240324e-13,-5.27983392356705e-13,"NH White","One-Time Treatment: 99% Effectiveness",0.109699037146868,"1","Assortative","Treatment - Assortative"
"376",18,0.889658783377786,0.110341216617753,-8.95836377785707e-12,9.33673313362216e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.11034121662709,"1","Assortative","Treatment - Assortative"
"377",19,0.889013722076816,0.110986277920652,3.26747403832593e-12,-3.4212378238357e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.11098627791723,"1","Assortative","Treatment - Assortative"
"378",20,0.888365804762988,0.111634195235185,-1.0297407381898e-11,1.07601831450388e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.111634195245945,"1","Assortative","Treatment - Assortative"
"379",21,0.887715058248812,0.112284941751275,6.95413743103777e-12,-7.15638719655395e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.112284941744119,"1","Assortative","Treatment - Assortative"
"380",22,0.887061510535367,0.112938489465681,-3.35163029642459e-12,3.36228949763008e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.112938489469044,"1","Assortative","Treatment - Assortative"
"381",23,0.886405190579344,0.113594809422781,1.04507729097554e-12,-1.01118705621477e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.11359480942177,"1","Assortative","Treatment - Assortative"
"382",24,0.885746128449239,0.114253871554089,-3.49531188277031e-12,3.3518983710718e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.114253871557441,"1","Assortative","Treatment - Assortative"
"383",25,0.885084355220733,0.114915644783686,-5.82601644022067e-12,5.54412403192325e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.11491564478923,"1","Assortative","Treatment - Assortative"
"384",26,0.88441990301691,0.115580096988057,9.93273526227752e-13,-9.44473655533705e-13,"NH White","One-Time Treatment: 99% Effectiveness",0.115580096987112,"1","Assortative","Treatment - Assortative"
"385",27,0.883752805025686,0.116247194979873,6.90402614780208e-12,-6.64177557567997e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.116247194973232,"1","Assortative","Treatment - Assortative"
"386",28,0.883083095491177,0.116916904515394,-4.74726555497457e-13,4.58963379933143e-13,"NH White","One-Time Treatment: 99% Effectiveness",0.116916904515853,"1","Assortative","Treatment - Assortative"
"387",29,0.882410809693333,0.117589190313545,-1.00901186825123e-11,1.04304689711886e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.117589190323975,"1","Assortative","Treatment - Assortative"
"388",30,0.881735983957724,0.118264016051222,5.58978307850478e-12,-6.72553044686767e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.118264016044496,"1","Assortative","Treatment - Assortative"
"389",31,0.8810586557605,0.118941344238822,-1.56672308290924e-11,2.46776120888817e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.1189413442635,"1","Assortative","Treatment - Assortative"
"390",32,0.880378863494123,0.119621136527893,1.86420166754568e-12,-1.50928207402136e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.1196211365128,"1","Assortative","Treatment - Assortative"
"391",33,0.879696646720762,0.120303353275693,5.99878618688108e-12,6.72156785304706e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.120303353282415,"1","Assortative","Treatment - Assortative"
"392",34,0.879012045980604,0.120987954040996,-1.0274993104754e-11,-1.82618389451362e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.12098795403917,"1","Assortative","Treatment - Assortative"
"393",35,0.878325102707815,0.121674897250535,5.07057734686749e-11,7.05373178739165e-13,"NH White","One-Time Treatment: 99% Effectiveness",0.12167489725124,"1","Assortative","Treatment - Assortative"
"394",36,0.877635859608706,0.122364140416238,-1.68717222823995e-11,1.88921998932814e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.122364140418127,"1","Assortative","Treatment - Assortative"
"395",37,0.876944359796189,0.123055640119203,1.08539462811797e-10,-1.38267960110387e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.123055640105376,"1","Assortative","Treatment - Assortative"
"396",38,0.876250648212318,0.12374935195407,-1.85345701036257e-10,2.91501445122112e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.12374935198322,"1","Assortative","Treatment - Assortative"
"397",39,0.875554769031318,0.124445230887539,1.10545543052607e-10,-1.9174333403904e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.124445230868365,"1","Assortative","Treatment - Assortative"
"398",40,0.874856769218838,0.125143230772313,2.31908290492016e-11,-4.12739003231718e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.125143230768186,"1","Assortative","Treatment - Assortative"
"399",41,0.874156695074713,0.125843304928397,8.68997566028371e-12,-1.64440132772383e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.125843304926753,"1","Assortative","Treatment - Assortative"
"400",42,0.87345459383999,0.126545405933462,2.97814828746987e-10,-6.1213290925838e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.126545405872249,"1","Assortative","Treatment - Assortative"
"401",43,0.872750514696354,0.127249485432928,-1.51961490023504e-10,3.25931203340976e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.127249485465521,"1","Assortative","Treatment - Assortative"
"402",44,0.872044505042822,0.12795549495336,1.72584644572186e-11,-3.70197487315852e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.127955494949658,"1","Assortative","Treatment - Assortative"
"403",45,0.871336615056006,0.128663384989663,-4.70790759251065e-11,1.09411414592245e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.128663385000605,"1","Assortative","Treatment - Assortative"
"404",46,0.870626894077916,0.12937310581592,1.52441633262177e-10,-3.69812569699243e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.129373105778938,"1","Assortative","Treatment - Assortative"
"405",47,0.86991539305227,0.130084606975304,-2.61974331833811e-11,7.66174770067679e-12,"NH White","One-Time Treatment: 99% Effectiveness",0.130084606982966,"1","Assortative","Treatment - Assortative"
"406",48,0.869202162175853,0.13079783789091,-7.04437289123986e-11,1.24405854326811e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.13079783790335,"1","Assortative","Treatment - Assortative"
"407",49,0.868487252334703,0.13151274752338,1.94293672167895e-10,-4.39115913505483e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.131512747479468,"1","Assortative","Treatment - Assortative"
"408",50,0.867770715767003,0.13222928433006,-1.16534837181564e-10,2.76304339224162e-11,"NH White","One-Time Treatment: 99% Effectiveness",0.13222928435769,"1","Assortative","Treatment - Assortative"
"409",0,0.731708829958332,0.268291170000656,0,0,"NH White","One-Time Treatment: 80% Effectiveness",0.268291170000656,"1","Assortative","Treatment - Assortative"
"410",1,0.732011228446725,0.268955837608696,-0.000915375053348871,-5.16910405172753e-05,"NH White","One-Time Treatment: 80% Effectiveness",0.268904146568179,"1","Assortative","Treatment - Assortative"
"411",2,0.844119278374722,0.122111339508768,0.0328818978928593,0.000887484187722727,"NH White","One-Time Treatment: 80% Effectiveness",0.122998823696491,"1","Assortative","Treatment - Assortative"
"412",3,0.876280938720908,0.123682711920554,3.55305844907936e-05,8.18740583715911e-07,"NH White","One-Time Treatment: 80% Effectiveness",0.123683530661138,"1","Assortative","Treatment - Assortative"
"413",4,0.875651229487897,0.124337823768388,1.07640977535169e-05,1.82614906998238e-07,"NH White","One-Time Treatment: 80% Effectiveness",0.124338006383295,"1","Assortative","Treatment - Assortative"
"414",5,0.875005003139464,0.124995195279846,-1.96429895436268e-07,-2.01811612023197e-09,"NH White","One-Time Treatment: 80% Effectiveness",0.12499519326173,"1","Assortative","Treatment - Assortative"
"415",6,0.87434492559332,0.125655070298657,4.06029752527803e-09,2.13174859501611e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.125655070319974,"1","Assortative","Treatment - Assortative"
"416",7,0.873682384184459,0.126317615804915,-1.25359952952072e-11,-1.01376338504102e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.126317615803901,"1","Assortative","Treatment - Assortative"
"417",8,0.873017192820399,0.126982807152466,1.09554774490315e-12,4.03254550230427e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.126982807156499,"1","Assortative","Treatment - Assortative"
"418",9,0.872349379057747,0.127650620922365,-9.74842659756757e-13,9.5960403877306e-13,"NH White","One-Time Treatment: 80% Effectiveness",0.127650620923325,"1","Assortative","Treatment - Assortative"
"419",10,0.871678967363917,0.128321032618416,-4.88773687715425e-12,4.69075186221249e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.128321032623106,"1","Assortative","Treatment - Assortative"
"420",11,0.871005983359163,0.128994016624698,1.01586121558032e-11,-9.9147933986073e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.128994016614784,"1","Assortative","Treatment - Assortative"
"421",12,0.870330454003758,0.129669545982298,-3.16742819179518e-12,3.11792204340975e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.129669545985416,"1","Assortative","Treatment - Assortative"
"422",13,0.869652407520133,0.130347592467732,-4.99163003625593e-12,4.96499477439744e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.130347592472697,"1","Assortative","Treatment - Assortative"
"423",14,0.868971873560358,0.13102812642928,3.97746425180067e-12,-4.01704126061722e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.131028126425263,"1","Assortative","Treatment - Assortative"
"424",15,0.868288883217258,0.131711116773638,-2.24605873209961e-11,2.28517508180841e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.131711116796489,"1","Assortative","Treatment - Assortative"
"425",16,0.86760346881496,0.132396531178297,1.41287109547617e-11,-1.44815292268049e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.132396531163815,"1","Assortative","Treatment - Assortative"
"426",17,0.866915664234871,0.133084335759416,-5.35666700950336e-12,5.51713659198674e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.133084335764933,"1","Assortative","Treatment - Assortative"
"427",18,0.866225504449091,0.133774495546957,3.64654185496301e-12,-3.7769740382282e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.13377449554318,"1","Assortative","Treatment - Assortative"
"428",19,0.865533025811973,0.134466974184939,-1.06425930034235e-11,1.10449846062695e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.134466974195984,"1","Assortative","Treatment - Assortative"
"429",20,0.864838265773569,0.135161734225175,3.31284869870177e-12,-3.4212904411174e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.135161734221754,"1","Assortative","Treatment - Assortative"
"430",21,0.864141263046693,0.135858736953022,-8.70380737786121e-12,8.8726055320813e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.135858736961895,"1","Assortative","Treatment - Assortative"
"431",22,0.863442057357571,0.136557942643438,7.76448031876151e-12,-7.71417354539381e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.136557942635724,"1","Assortative","Treatment - Assortative"
"432",23,0.862740689641018,0.137259310361289,-5.9756473979133e-12,5.82648309655824e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.137259310367116,"1","Assortative","Treatment - Assortative"
"433",24,0.862037201797712,0.137962798205365,2.79180701063618e-12,-2.68458559377042e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.13796279820268,"1","Assortative","Treatment - Assortative"
"434",25,0.86133163688971,0.138668363114743,-7.76490711535283e-12,7.44883566021528e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.138668363122192,"1","Assortative","Treatment - Assortative"
"435",26,0.860624038964219,0.139375961040882,-2.0085970289204e-12,1.92320838579434e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.139375961042806,"1","Assortative","Treatment - Assortative"
"436",27,0.85991445319242,0.140085546813563,-5.76447778387421e-12,5.603394609395e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.140085546819166,"1","Assortative","Treatment - Assortative"
"437",28,0.859202925753653,0.140797074252942,1.10814826725481e-11,-1.1120944015511e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.140797074241821,"1","Assortative","Treatment - Assortative"
"438",29,0.858489503975399,0.141510496031561,-4.5981925036187e-12,4.85618563074146e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.141510496036417,"1","Assortative","Treatment - Assortative"
"439",30,0.857774236146267,0.142225763860845,-4.37724638709067e-12,5.07518343180183e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.14222576386592,"1","Assortative","Treatment - Assortative"
"440",31,0.857057171669306,0.142942828340245,1.32173503151058e-12,-2.54040189122577e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.142942828337704,"1","Assortative","Treatment - Assortative"
"441",32,0.856338360993427,0.143661639002461,-1.469165174935e-12,1.43685107993972e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.143661639016829,"1","Assortative","Treatment - Assortative"
"442",33,0.85561785557094,0.144382144452089,-8.02531311653889e-12,-5.82839445558125e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.144382144446261,"1","Assortative","Treatment - Assortative"
"443",34,0.854895707828318,0.145104292172702,6.94660933573622e-12,1.53255711093948e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.145104292174235,"1","Assortative","Treatment - Assortative"
"444",35,0.854171971240086,0.145828028787443,-1.88427089192573e-11,1.07376118507581e-12,"NH White","One-Time Treatment: 80% Effectiveness",0.145828028788517,"1","Assortative","Treatment - Assortative"
"445",36,0.85344669995396,0.14655329996918,9.90683511370262e-11,-1.22470229424625e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.146553299956933,"1","Assortative","Treatment - Assortative"
"446",37,0.852719949633102,0.147280050456697,-9.63349259763167e-11,1.6640123848859e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.147280050473337,"1","Assortative","Treatment - Assortative"
"447",38,0.85199177538181,0.148008224370672,3.20317069348382e-10,-6.26068287020553e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.148008224308065,"1","Assortative","Treatment - Assortative"
"448",39,0.851262235611285,0.148737764605441,-2.63000442175276e-10,5.65030789828293e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.148737764661944,"1","Assortative","Treatment - Assortative"
"449",40,0.850531385713733,0.149468614085109,2.73480913066674e-10,-6.2108451935708e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.149468614023001,"1","Assortative","Treatment - Assortative"
"450",41,0.849799285963122,0.15020071418253,-1.78154470702486e-10,4.26582511596043e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.150200714225188,"1","Assortative","Treatment - Assortative"
"451",42,0.84906599324039,0.150934006573279,2.61041441598733e-10,-6.46568665999374e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.150934006508622,"1","Assortative","Treatment - Assortative"
"452",43,0.848331568573698,0.151668431543627,-1.44788787207904e-10,3.73772721633724e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.151668431581004,"1","Assortative","Treatment - Assortative"
"453",44,0.84759607005116,0.152403929754244,2.78478062711315e-10,-7.41445662156333e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.1524039296801,"1","Assortative","Treatment - Assortative"
"454",45,0.846859559446668,0.153140440616346,-7.43940785378293e-11,2.09104036058152e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.153140440637257,"1","Assortative","Treatment - Assortative"
"455",46,0.846122095971729,0.153877903970615,9.54879774454545e-11,-2.85352146823232e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.15387790394208,"1","Assortative","Treatment - Assortative"
"456",47,0.84538374119,0.154616258808827,1.06192162746448e-11,-4.07346643959455e-13,"NH White","One-Time Treatment: 80% Effectiveness",0.154616258808419,"1","Assortative","Treatment - Assortative"
"457",48,0.844644555824344,0.155355444227366,-5.74632296841835e-11,1.4513125893996e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.155355444241879,"1","Assortative","Treatment - Assortative"
"458",49,0.843904600775516,0.156095399143153,1.23909241570156e-10,-3.41134039603925e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.15609539910904,"1","Assortative","Treatment - Assortative"
"459",50,0.843163937866947,0.156836062189528,-6.73823371901472e-11,1.90652081926076e-11,"NH White","One-Time Treatment: 80% Effectiveness",0.156836062208593,"1","Assortative","Treatment - Assortative"
"460",0,0.533597806901656,0.466402192992121,0,0,"Other","No Treatment",0.466402192992121,"0","Assortative","Status Quo - Assortative"
"461",1,0.533603867698964,0.466396132196306,0,0,"Other","No Treatment",0.466396132196306,"0","Assortative","Status Quo - Assortative"
"462",2,0.533597148145443,0.466402851751302,0,0,"Other","No Treatment",0.466402851751302,"0","Assortative","Status Quo - Assortative"
"463",3,0.533577333326036,0.466422666572169,0,0,"Other","No Treatment",0.466422666572169,"0","Assortative","Status Quo - Assortative"
"464",4,0.533544117459618,0.466455882440033,0,0,"Other","No Treatment",0.466455882440033,"0","Assortative","Status Quo - Assortative"
"465",5,0.53349715035293,0.466502849548156,0,0,"Other","No Treatment",0.466502849548156,"0","Assortative","Status Quo - Assortative"
"466",6,0.533436048279356,0.466563951623158,0,0,"Other","No Treatment",0.466563951623158,"0","Assortative","Status Quo - Assortative"
"467",7,0.533360438528262,0.466639561375672,0,0,"Other","No Treatment",0.466639561375672,"0","Assortative","Status Quo - Assortative"
"468",8,0.533270011790554,0.466729988114796,0,0,"Other","No Treatment",0.466729988114796,"0","Assortative","Status Quo - Assortative"
"469",9,0.533164561757359,0.466835438149406,0,0,"Other","No Treatment",0.466835438149406,"0","Assortative","Status Quo - Assortative"
"470",10,0.533044000056845,0.466955999851334,0,0,"Other","No Treatment",0.466955999851334,"0","Assortative","Status Quo - Assortative"
"471",11,0.532908346109031,0.467091653800563,0,0,"Other","No Treatment",0.467091653800563,"0","Assortative","Status Quo - Assortative"
"472",12,0.532757700835604,0.467242299075411,0,0,"Other","No Treatment",0.467242299075411,"0","Assortative","Status Quo - Assortative"
"473",13,0.532592216853107,0.467407783059333,0,0,"Other","No Treatment",0.467407783059333,"0","Assortative","Status Quo - Assortative"
"474",14,0.532412075757802,0.46758792415607,0,0,"Other","No Treatment",0.46758792415607,"0","Assortative","Status Quo - Assortative"
"475",15,0.532217477798508,0.467782522116804,0,0,"Other","No Treatment",0.467782522116804,"0","Assortative","Status Quo - Assortative"
"476",16,0.532008643534642,0.467991356382119,0,0,"Other","No Treatment",0.467991356382119,"0","Assortative","Status Quo - Assortative"
"477",17,0.531785823060398,0.468214176857822,0,0,"Other","No Treatment",0.468214176857822,"0","Assortative","Status Quo - Assortative"
"478",18,0.531549306864619,0.468450693055069,0,0,"Other","No Treatment",0.468450693055069,"0","Assortative","Status Quo - Assortative"
"479",19,0.531299433141318,0.46870056677985,0,0,"Other","No Treatment",0.46870056677985,"0","Assortative","Status Quo - Assortative"
"480",20,0.531036588491421,0.468963411431237,0,0,"Other","No Treatment",0.468963411431237,"0","Assortative","Status Quo - Assortative"
